,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
1485,Volvo,V40 Cross Country,,2015,Automatic,Diesel,"63,000 km",1st,"15,50,000",karnataka
1486,Tata,Nano,,2012,Manual,Petrol,"47,000 km",2nd,"1,25,000",karnataka
1487,Hyundai,Grand i10,,2016,Manual,Petrol,"33,000 km",2nd,"4,95,000",karnataka
1488,Maruti Suzuki,Ertiga,,2013,Manual,Petrol,"75,000 km",1st,"5,75,000",karnataka
1489,Toyota,Fortuner,,2011,Manual,Diesel,"106,000 km",3rd,"12,75,000",karnataka
1490,Ford,Ikon,,2005,Manual,Petrol,"11,550 km",3rd,"1,00,000",karnataka
1491,Mercedes-Benz,GL-Class,,2015,Automatic,Diesel,"82,000 km",1st,"54,75,000",karnataka
1492,Mercedes-Benz,E-Class,,2014,Automatic,Diesel,"60,000 km",1st,"24,50,000",karnataka
1493,Honda,CR-V,,2009,Manual,Petrol,"85,000 km",2nd,"4,85,000",karnataka
1494,Ford,Fiesta Classic,,2013,Manual,Diesel,"143,000 km",2nd,"2,90,000",karnataka
1495,Datsun,GO,,2014,Manual,Petrol,"49,900 km",1st,"2,95,000",karnataka
1496,Tata,Indica V2,,2005,Manual,Diesel,"11,800 km",3rd,"70,000",karnataka
1497,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"160,000 km",3rd,"2,60,000",karnataka
1498,Tata,Indica V2,,2015,Manual,Diesel,"180,000 km",3rd,"1,35,000",karnataka
1499,Renault,Duster,,2016,Automatic,Diesel,"60,000 km",1st,"8,95,000",karnataka
1500,Maruti Suzuki,Baleno,,2019,Manual,Petrol,"18,253 km",1st,"7,40,000",karnataka
1501,Maruti Suzuki,Swift,,2012,Manual,Diesel,"118,000 km",2nd,"4,50,000",karnataka
1502,Honda,City,,2014,Manual,Diesel,"42,000 km",1st,"6,90,000",karnataka
1503,Hyundai,i20,,2013,Manual,Petrol,"64,000 km",1st,"4,90,000",karnataka
1504,Other Brands,Others,,2012,Manual,Diesel,"90,000 km",2nd,"80,000",karnataka
1505,Mahindra,XUV500,,2012,Manual,Diesel,"108,000 km",3rd,"8,00,000",karnataka
1506,Chevrolet,Beat,,2011,Manual,Diesel,"90,000 km",3rd,"1,40,000",karnataka
1507,Maruti Suzuki,Vitara Brezza,,2019,Manual,Diesel,"20,000 km",1st,"10,20,000",karnataka
1508,Mahindra,Others,,2014,Manual,Diesel,"130,000 km",1st,"1,30,000",karnataka
1509,Maruti Suzuki,800,,2004,Manual,Petrol,"85,000 km",3rd,"1,40,000",karnataka
1510,Maruti Suzuki,Wagon R Stingray,,2015,Manual,Petrol,"34,000 km",2nd,"4,35,000",karnataka
1511,Mahindra,XUV500,,2019,Manual,Diesel,"33,293 km",1st,"17,90,000",karnataka
1512,Maruti Suzuki,Swift,,2008,Manual,Petrol,"45,000 km",1st,"1,55,000",karnataka
1513,Toyota,Innova,,2013,Manual,Diesel,"122,000 km",1st,"10,00,000",karnataka
1514,Audi,Q3,,2018,Automatic,Diesel,"22,000 km",1st,"32,25,000",karnataka
1515,Honda,Jazz,,2016,Automatic,Petrol,"120,293 km",1st,"5,75,000",karnataka
1516,Mahindra,Others,,2018,Manual,Diesel,"89,500 km",1st,"6,00,000",karnataka
1517,Toyota,Innova,,2007,Manual,Diesel,"125,000 km",3rd,"4,95,000",karnataka
1518,Hyundai,Venue,,2020,Manual,Petrol,"28,000 km",1st,"15,000",karnataka
1519,Jaguar,XE,,2016,Automatic,Petrol,"80,000 km",1st,"24,50,000",karnataka
1520,Honda,Amaze,,2016,Manual,Petrol,"74,803 km",-,"5,15,000",karnataka
1521,Maruti Suzuki,Swift Dzire,,2012,Manual,Diesel,"56,000 km",1st,"5,50,000",karnataka
1522,Volkswagen,Vento,,2014,Manual,Petrol,"94,692 km",-,"4,65,000",karnataka
1523,Maruti Suzuki,Swift,,2014,Automatic,Diesel,"54,000 km",2nd,"4,80,000",karnataka
1524,Tata,Indica V2 Turbo,,2008,Manual,Diesel,"90,000 km",4th,"99,999",karnataka
1525,Tata,Indica V2,,2005,Manual,Diesel,"11,800 km",3rd,"70,000",karnataka
1526,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"160,000 km",3rd,"2,60,000",karnataka
1527,Renault,Duster,,2016,Automatic,Diesel,"60,000 km",1st,"8,95,000",karnataka
1528,Hyundai,i20,,2013,Manual,Petrol,"64,000 km",1st,"4,90,000",karnataka
1529,Toyota,Qualis,,2001,Manual,Diesel,"175,000 km",4+,"2,75,000",karnataka
1530,Tata,Nexon,,2019,Manual,Diesel,"36,000 km",1st,"8,50,000",karnataka
1531,Maruti Suzuki,Ertiga,,2013,Manual,Petrol,"75,000 km",1st,"5,75,000",karnataka
1532,Hyundai,i20,,2015,Manual,Petrol,"56,000 km",3rd,"5,75,000",karnataka
1533,Honda,City,,2015,Manual,Diesel,"72,000 km",1st,"6,45,000",karnataka
1534,Hyundai,i20,,2012,Manual,Petrol,"72,000 km",2nd,"4,55,000",karnataka
1535,Maruti Suzuki,Omni,,2009,Manual,LPG,"95,000 km",4th,"1,35,000",karnataka
1536,Maruti Suzuki,Alto 800,,2012,Manual,Petrol,"102,000 km",1st,"2,75,000",karnataka
1537,Toyota,Qualis,,2000,Manual,Diesel,"160,000 km",4th,"2,10,000",karnataka
1538,Maruti Suzuki,Ciaz S,,2015,Manual,Diesel,"63,000 km",2nd,"6,90,000",karnataka
1539,Maruti Suzuki,Swift Dzire Tour,,2017,Manual,Diesel,"107,300 km",1st,"3,15,000",karnataka
1540,Hyundai,Verna,,2008,Manual,Petrol,"69,000 km",2nd,"2,39,000",karnataka
1541,Maruti Suzuki,Wagon R,,2006,Manual,Petrol,"76,000 km",1st,"1,99,999",karnataka
1542,Hyundai,Accent,,2010,Manual,Petrol,"42,000 km",1st,"2,35,000",karnataka
1543,Honda,CR-V,,2007,Manual,Petrol,"122,000 km",1st,"4,75,000",karnataka
1544,Maruti Suzuki,Ertiga,,2016,Manual,Diesel,"96,000 km",1st,"8,20,000",karnataka
1545,Mahindra,XUV500,,2019,Manual,Diesel,"60,000 km",1st,"17,75,000",karnataka
1546,Hyundai,EON,,2017,Manual,Petrol,"27,000 km",2nd,"3,65,000",karnataka
1547,Hyundai,i10,,2008,Manual,Petrol,"65,000 km",2nd,"2,55,000",karnataka
1548,Maruti Suzuki,Omni,,2008,Manual,LPG,"156,000 km",4th,"1,25,000",karnataka
1549,Hyundai,EON,,2018,Manual,Petrol,"75,000 km",1st,"3,50,000",karnataka
1550,Mahindra,XUV500,,2012,Manual,Diesel,"108,000 km",3rd,"8,00,000",karnataka
1551,Chevrolet,Beat,,2011,Manual,Diesel,"90,000 km",3rd,"1,40,000",karnataka
1552,Maruti Suzuki,Vitara Brezza,,2019,Manual,Diesel,"20,000 km",1st,"10,20,000",karnataka
1553,Hyundai,Grand i10,,2014,Manual,Petrol,"61,000 km",2nd,"4,10,000",karnataka
1554,Hyundai,i10,,2009,Manual,Petrol,"44,850 km",2nd,"2,65,000",karnataka
1555,Volkswagen,Vento,,2012,Manual,Diesel,"139,000 km",2nd,"4,80,000",karnataka
1556,Tata,Indica E V2,,2006,Automatic,Diesel,"15,324 km",4+,"70,000",karnataka
1557,Volkswagen,Tiguan,,2019,Automatic,Diesel,"33,000 km",1st,"32,00,000",karnataka
1558,Toyota,Etios,,2019,Manual,Diesel,"66,035 km",1st,"6,00,000",karnataka
1559,Maruti Suzuki,Alto,,2012,Manual,Petrol,"49,000 km",1st,"2,75,000",karnataka
1560,Hyundai,Creta,,2021,Automatic,Petrol,"1,000 km",1st,"20,75,000",karnataka
1561,Tata,Tigor,,2018,Manual,Petrol,"20,395 km",1st,"5,90,000",karnataka
1562,-,-,,-,-,-,-,-,-,karnataka
1563,Toyota,Innova,,2014,Manual,Diesel,"162,000 km",2nd,"12,00,000",karnataka
1564,Hyundai,Grand i10,,2011,Automatic,Petrol,"63,000 km",2nd,"3,00,000",karnataka
1565,Maruti Suzuki,800,,1996,Manual,Petrol,"120,000 km",3rd,"32,000",karnataka
1566,Maruti Suzuki,Omni,,2014,Automatic,Petrol,"45,888 km",2nd,"70,000",karnataka
1567,Bajaj,RE60,,2000,Manual,LPG,"70,000 km",2nd,"65,000",karnataka
1568,-,-,,-,-,-,-,-,-,karnataka
1569,Tata,Others,,2007,Manual,Diesel,"100,000 km",3rd,"2,25,000",karnataka
1570,Mahindra,Quanto,,2013,Manual,Diesel,"99,000 km",1st,"3,45,000",karnataka
1571,Maruti Suzuki,Ertiga,,2018,Manual,Petrol,"31,834 km",1st,"7,50,000",karnataka
1572,Ford,Fiesta,,2009,Manual,Petrol,"125,000 km",3rd,"1,50,000",karnataka
1573,Hyundai,Verna,,2011,Manual,Diesel,"75,000 km",2nd,"4,00,000",karnataka
1574,Tata,Indigo Ecs,,2017,Manual,Diesel,"12,500 km",3rd,"1,80,000",karnataka
1575,Hyundai,Getz Prime,,2009,Manual,Petrol,"116,000 km",3rd,"1,48,000",karnataka
1576,Maruti Suzuki,Zen,,1999,Automatic,Petrol,"72,610 km",2nd,"50,000",karnataka
1577,Tata,Nano,,2012,Manual,Petrol,"85,000 km",4+,"85,000",karnataka
1578,Hyundai,Accent,,2008,Manual,Petrol,"82,000 km",2nd,"2,35,000",karnataka
1579,Other Brands,Others,,2012,Manual,Diesel,"90,000 km",2nd,"80,000",karnataka
1580,Hyundai,Grand i10,,2017,Manual,Petrol,"17,259 km",-,"5,30,000",karnataka
1581,Hyundai,EON,,2014,Manual,Petrol,75 km,1st,"3,35,000",karnataka
1582,BMW,X6,,2009,Automatic,Diesel,"64,000 km",1st,"26,00,000",karnataka
1583,Mahindra,Others,,2014,Manual,Diesel,"130,000 km",1st,"1,30,000",karnataka
1584,Maruti Suzuki,800,,2004,Manual,Petrol,"85,000 km",3rd,"1,40,000",karnataka
1585,Maruti Suzuki,Omni,,2010,Manual,Petrol,"61,000 km",1st,"1,72,000",karnataka
1586,Maruti Suzuki,Wagon R Stingray,,2015,Manual,Petrol,"34,000 km",2nd,"4,35,000",karnataka
1587,Mahindra,XUV500,,2019,Manual,Diesel,"33,293 km",1st,"17,90,000",karnataka
1588,Maruti Suzuki,Swift,,2008,Manual,Petrol,"45,000 km",1st,"1,55,000",karnataka
1589,Land Rover,Range Rover Evoque,,2017,Automatic,Diesel,"37,000 km",1st,"45,00,000",karnataka
1590,Hyundai,Grand i10,,2013,Manual,Petrol,"64,000 km",1st,"4,10,000",karnataka
1591,Maruti Suzuki,Alto 800,,2017,Manual,Petrol,"48,000 km",1st,"3,20,000",karnataka
1592,Tata,Indica V2,,2016,Manual,Diesel,"234,000 km",2nd,"95,000",karnataka
1593,Chevrolet,Optra Magnum,,2007,Manual,Diesel,"80,000 km",3rd,"2,25,000",karnataka
1594,Maruti Suzuki,Eeco,,2016,Manual,Petrol,"120,000 km",2nd,"2,90,000",karnataka
1595,Maruti Suzuki,Swift Dzire,,2010,Automatic,Diesel,"140,000 km",4+,"3,55,000",karnataka
1596,Tata,Indica V2,,2015,Manual,Diesel,"125,000 km",1st,"75,000",karnataka
1597,Mahindra,Thar,,1996,Manual,Diesel,"25,000 km",3rd,"4,00,000",karnataka
1598,Hyundai,Santro Xing,,2004,Manual,Petrol,"116,522 km",4th,"1,05,000",karnataka
1599,Hyundai,i10,,2010,Manual,Petrol,54 km,1st,"3,25,000",karnataka
1600,Maruti Suzuki,Swift,,2006,Manual,Petrol,"68,000 km",1st,"3,50,000",karnataka
1601,Volkswagen,Vento,,2014,Manual,Petrol,"94,692 km",-,"4,65,000",karnataka
1602,-,-,,-,-,-,-,-,-,karnataka
1603,Renault,Duster,,2013,Manual,Diesel,"69,000 km",1st,"6,45,000",karnataka
1604,Mahindra,Quanto,,2012,Manual,Diesel,"85,000 km",1st,"3,60,000",karnataka
1605,Volkswagen,Polo,,2010,Manual,Petrol,"119,000 km",1st,"2,85,000",karnataka
1606,Hyundai,i20,,2009,Manual,Diesel,"71,000 km",3rd,"3,35,000",karnataka
1607,Maruti Suzuki,Swift,,2005,Manual,Petrol,"74,000 km",3rd,"2,25,000",karnataka
1608,Toyota,Innova Crysta,,2018,Manual,Diesel,"41,000 km",1st,"18,25,000",karnataka
1609,BMW,X1,,2013,Automatic,Diesel,"80,000 km",1st,"15,25,000",karnataka
1610,Nissan,Terrano,,2013,Manual,Diesel,"73,000 km",1st,"6,90,000",karnataka
1611,Maruti Suzuki,Baleno,,2017,Manual,Petrol,"46,000 km",1st,"6,50,000",karnataka
1612,Hyundai,Santro Xing,,2005,Manual,Petrol,"84,000 km",3rd,"1,65,000",karnataka
1613,Toyota,Innova,,2012,Manual,Diesel,"85,433 km",1st,"9,75,000",karnataka
1614,Honda,City ZX,,2005,Manual,Petrol,"62,000 km",1st,"1,95,000",karnataka
1615,Jaguar,F-Pace,,2018,Automatic,Diesel,"46,000 km",1st,"52,75,000",karnataka
1616,Nissan,Micra,,2010,Manual,Petrol,"80,000 km",4th,"2,99,000",karnataka
1617,Toyota,Etios,,2011,Manual,Petrol,"75,000 km",2nd,"3,95,000",karnataka
1618,Toyota,Innova Crysta,,2018,Automatic,Diesel,"80,000 km",1st,"22,49,000",karnataka
1619,Maruti Suzuki,Vitara Brezza,,2017,Manual,Diesel,"59,430 km",1st,"9,25,000",karnataka
1620,Honda,CR-V,,2007,Manual,Petrol,"82,000 km",4th,"3,75,000",karnataka
1621,Hyundai,Verna,,2013,Manual,Diesel,"79,000 km",1st,"4,99,000",karnataka
1622,Tata,Zest,,2015,Automatic,Diesel,"83,000 km",2nd,"3,85,000",karnataka
1623,Maruti Suzuki,Swift Dzire,,2018,Manual,Diesel,"18,666 km",1st,"5,90,000",karnataka
1624,Maruti Suzuki,Swift Dzire,,2016,Manual,Diesel,"71,000 km",1st,"6,20,000",karnataka
1625,Maruti Suzuki,Alto K10,,2013,Manual,Petrol,"33,000 km",2nd,"2,95,000",karnataka
1626,Hyundai,Elite i20,,2015,Manual,Petrol,"76,000 km",1st,"6,10,000",karnataka
1627,Chevrolet,Optra Magnum,,2011,Manual,Diesel,"77,702 km",1st,"3,75,000",karnataka
1628,Maruti Suzuki,Alto,,2008,Manual,Petrol,"32,000 km",1st,"2,10,000",karnataka
1629,Maruti Suzuki,Swift,,2012,Manual,Diesel,"75,000 km",2nd,"4,25,000",karnataka
1630,Maruti Suzuki,Wagon R,,2008,Manual,Petrol,"70,000 km",1st,"2,10,000",karnataka
