,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
723,Maruti Suzuki,Zen,,1999,Automatic,Petrol,"72,610 km",2nd,"50,000",karnataka
724,Honda,City ZX,,2016,Automatic,Diesel,"100,000 km",3rd,"2,50,000",karnataka
725,Hyundai,Grand i10,,2018,Automatic,Petrol,"26,000 km",1st,"6,50,000",karnataka
726,-,-,,-,-,-,-,-,-,karnataka
727,Maruti Suzuki,Wagon R,,2012,Manual,Petrol,"58,700 km",1st,"3,55,000",karnataka
728,Maruti Suzuki,Zen Estilo,,2012,Manual,Petrol,"46,300 km",1st,"2,98,998",karnataka
729,Maruti Suzuki,Alto K10,,2010,Manual,Petrol,"48,997 km",1st,"2,65,000",karnataka
730,Toyota,Innova,,2009,Manual,Diesel,"188,293 km",2nd,"6,50,000",karnataka
731,Maruti Suzuki,Celerio,,2016,Automatic,Petrol,"60,000 km",1st,"5,10,000",karnataka
732,Maruti Suzuki,800,,2006,Manual,Petrol,"75,000 km",2nd,"95,000",karnataka
733,Volkswagen,Vento,,2012,Manual,Diesel,"139,000 km",2nd,"4,80,000",karnataka
734,-,-,,-,-,-,-,-,-,karnataka
735,Honda,Amaze,,2014,-,-,"36,000 km",1st,"5,40,000",karnataka
736,Volkswagen,Polo,,2014,-,-,"47,000 km",1st,"6,20,000",karnataka
737,Hyundai,i20,,2012,Manual,Petrol,"72,000 km",2nd,"4,55,000",karnataka
738,Tata,Indica V2 Turbo,,2008,Manual,Diesel,"90,000 km",3rd,"99,999",karnataka
739,Maruti Suzuki,Eeco,,2010,-,-,"83,000 km",1st,"2,70,000",karnataka
740,Skoda,Rapid,,2012,Manual,Diesel,"76,590 km",2nd,"4,80,000",karnataka
741,Ford,Ecosport,,2013,Manual,Diesel,"85,000 km",2nd,"5,25,000",karnataka
742,Toyota,Corolla Altis,,2010,Manual,Petrol,"72,000 km",2nd,"4,20,000",karnataka
743,Hyundai,Grand i10,,2014,Manual,Petrol,"61,000 km",2nd,"4,10,000",karnataka
744,Honda,City,,2016,Automatic,Petrol,"26,663 km",1st,"8,50,000",karnataka
745,Hyundai,Grand i10,,2013,Manual,Petrol,"64,000 km",1st,"4,10,000",karnataka
746,Chevrolet,Tavera,,2016,Manual,Diesel,"200,000 km",2nd,"6,50,000",karnataka
747,Tata,Indica V2,,2016,Manual,Diesel,"72,000 km",1st,"1,30,000",karnataka
748,Hyundai,Accent,,2004,Manual,Petrol,"20,000 km",3rd,"1,22,000",karnataka
749,Hyundai,i20,,2017,Manual,Diesel,"52,000 km",1st,"7,75,000",karnataka
750,Toyota,Etios Liva,,2015,Manual,Diesel,"81,000 km",1st,"5,50,000",karnataka
751,Toyota,Etios,,2018,Manual,Diesel,"82,661 km",1st,"5,50,000",karnataka
752,Toyota,Etios,,2011,Manual,Petrol,"75,000 km",2nd,"3,95,000",karnataka
753,Fiat,Palio,,2009,Manual,Petrol,"77,000 km",1st,"1,35,000",karnataka
754,Tata,Tiago,,2019,Automatic,Petrol,"7,800 km",1st,"6,00,000",karnataka
755,Maruti Suzuki,Wagon R,,2006,Manual,Petrol,"65,000 km",1st,"1,90,000",karnataka
756,Tata,Nano,,2017,Manual,Petrol,"53,000 km",2nd,"2,15,000",karnataka
757,Maruti Suzuki,Omni,,1998,Automatic,Petrol,"17,000 km",3rd,"1,15,000",karnataka
758,Honda,City,,2014,Manual,Diesel,"87,923 km",-,"5,85,000",karnataka
759,Hyundai,Santro,,2001,Manual,Petrol,"76,500 km",2nd,"1,15,000",karnataka
760,Hyundai,Grand i10,,2016,Manual,Petrol,"65,425 km",-,"4,91,000",karnataka
761,Honda,City ZX,,2007,Manual,Petrol,"76,000 km",2nd,"2,45,000",karnataka
762,Volkswagen,Polo,,2020,Manual,Petrol,"9,000 km",1st,"6,95,000",karnataka
763,Hyundai,Fluidic Verna,,2019,Manual,Petrol,"13,000 km",2nd,"10,99,000",karnataka
764,Mahindra,Scorpio,,2011,Manual,Diesel,"111,000 km",1st,"6,00,000",karnataka
765,Nissan,Micra,,2011,Manual,Diesel,"68,300 km",1st,"3,45,000",karnataka
766,Honda,City,,2012,Automatic,Petrol,"95,668 km",1st,"6,35,000",karnataka
767,Maruti Suzuki,Alto,,2004,Manual,Petrol,"144,000 km",4th,"1,15,000",karnataka
768,Kia,Others,,2020,Manual,Diesel,"9,645 km",1st,"12,90,000",karnataka
769,Hyundai,EON,,2013,Manual,Petrol,"60,000 km",2nd,"2,40,000",karnataka
770,Maruti Suzuki,Omni,,2017,Manual,Petrol,"65,000 km",1st,"2,78,000",karnataka
771,Maruti Suzuki,Swift,,2015,Manual,Petrol,"39,000 km",2nd,"5,00,000",karnataka
772,Maruti Suzuki,Swift,,2018,Automatic,Petrol,"26,000 km",2nd,"6,95,000",karnataka
773,Maruti Suzuki,Alto,,2009,Manual,Petrol,"68,200 km",1st,"2,25,000",karnataka
774,Hyundai,i10,,2010,Manual,Petrol,54 km,1st,"3,25,000",karnataka
775,Maruti Suzuki,Zen,,1998,Manual,Petrol,"110,000 km",4+,"75,000",karnataka
776,Chevrolet,Cruze,,2010,Manual,Diesel,"50,000 km",1st,"2,95,000",karnataka
777,Hyundai,Santro Xing,,2004,Manual,Petrol,"116,522 km",4th,"1,05,000",karnataka
778,Toyota,Etios,,2011,Manual,Petrol,"39,000 km",1st,"3,90,000",karnataka
779,Hyundai,i20,,2013,Manual,Petrol,"89,000 km",1st,"4,55,000",karnataka
780,Maruti Suzuki,Wagon R,,2006,Manual,Petrol,"76,000 km",2nd,"1,85,000",karnataka
781,Skoda,Rapid,,2012,Manual,Diesel,"109,374 km",-,"4,20,000",karnataka
782,Mercedes-Benz,New C-Class,,2015,Automatic,Diesel,"55,971 km",1st,"23,50,000",karnataka
783,Hyundai,Accent,,2008,Manual,Petrol,"82,000 km",2nd,"2,35,000",karnataka
784,Hyundai,Getz,,2007,Automatic,Diesel,"106,000 km",3rd,"1,40,000",karnataka
785,Jaguar,XF,,2014,Automatic,Diesel,"60,000 km",3rd,"27,00,000",karnataka
786,Honda,Civic,,2008,Automatic,Petrol,"56,000 km",2nd,"3,15,000",karnataka
787,Maruti Suzuki,Swift,,2007,Manual,Diesel,"89,000 km",3rd,"2,70,000",karnataka
788,Mahindra,REVAi,,2009,Automatic,Electric,"62,000 km",2nd,"2,50,000",karnataka
789,Maruti Suzuki,Swift,,2015,Manual,Diesel,"72,000 km",2nd,"5,20,000",karnataka
790,Mahindra,Xylo,,2014,Manual,Diesel,"72,000 km",2nd,"6,30,000",karnataka
791,Mahindra,Xylo,,2012,Manual,Diesel,"88,000 km",1st,"4,80,000",karnataka
792,Hyundai,i10,,2009,Manual,Petrol,"78,000 km",1st,"2,75,000",karnataka
793,Maruti Suzuki,Swift,,2008,Manual,Diesel,"63,000 km",2nd,"2,75,000",karnataka
794,Maruti Suzuki,Alto,,2006,Manual,Petrol,"80,000 km",2nd,"1,39,000",karnataka
795,Maruti Suzuki,Omni,,2006,Manual,Petrol,"220,402 km",2nd,"1,30,000",karnataka
796,Audi,A4,,2012,Automatic,Diesel,"890,000 km",1st,"9,10,000",karnataka
797,Maruti Suzuki,Esteem,,1995,Manual,Petrol,"67,989 km",2nd,"75,000",karnataka
798,Tata,Indigo Ecs,,2017,Manual,Diesel,"12,500 km",3rd,"1,80,000",karnataka
799,Maruti Suzuki,Ritz,,2011,Manual,Petrol,"111,000 km",3rd,"2,40,000",karnataka
800,Maruti Suzuki,Swift,,2021,Manual,Petrol,1 km,-,"6,77,712",karnataka
801,Toyota,Fortuner,,2014,Manual,Diesel,"135,000 km",2nd,"16,75,000",karnataka
802,Hyundai,Santro,,2001,Manual,Petrol,"90,000 km",3rd,"1,20,000",karnataka
803,Hyundai,Xcent,,2014,Manual,Diesel,"60,000 km",1st,"5,25,000",karnataka
804,Mahindra,Xylo,,2012,Manual,Diesel,"83,000 km",2nd,"4,85,000",karnataka
805,Volvo,V40 Cross Country,,2015,Automatic,Diesel,"63,000 km",1st,"15,50,000",karnataka
806,Tata,Nano,,2012,Manual,Petrol,"47,000 km",2nd,"1,25,000",karnataka
807,Hyundai,Grand i10,,2016,Manual,Petrol,"33,000 km",2nd,"4,95,000",karnataka
808,Maruti Suzuki,Ertiga,,2013,Manual,Petrol,"75,000 km",1st,"5,75,000",karnataka
809,Toyota,Fortuner,,2011,Manual,Diesel,"106,000 km",3rd,"12,75,000",karnataka
810,Ford,Ikon,,2005,Manual,Petrol,"11,550 km",3rd,"1,00,000",karnataka
811,Mercedes-Benz,GL-Class,,2015,Automatic,Diesel,"82,000 km",1st,"54,75,000",karnataka
812,Mercedes-Benz,E-Class,,2014,Automatic,Diesel,"60,000 km",1st,"24,50,000",karnataka
813,Honda,CR-V,,2009,Manual,Petrol,"85,000 km",2nd,"4,85,000",karnataka
814,Ford,Fiesta Classic,,2013,Manual,Diesel,"143,000 km",2nd,"2,90,000",karnataka
815,Datsun,GO,,2014,Manual,Petrol,"49,900 km",1st,"2,95,000",karnataka
816,Tata,Indica V2,,2005,Manual,Diesel,"11,800 km",3rd,"70,000",karnataka
817,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"160,000 km",3rd,"2,60,000",karnataka
818,Tata,Indica V2,,2015,Manual,Diesel,"180,000 km",3rd,"1,35,000",karnataka
819,Renault,Duster,,2016,Automatic,Diesel,"60,000 km",1st,"8,95,000",karnataka
820,Maruti Suzuki,Baleno,,2019,Manual,Petrol,"18,253 km",1st,"7,40,000",karnataka
821,Maruti Suzuki,Swift,,2012,Manual,Diesel,"118,000 km",2nd,"4,50,000",karnataka
822,Honda,City,,2014,Manual,Diesel,"42,000 km",1st,"6,90,000",karnataka
823,Hyundai,i20,,2013,Manual,Petrol,"64,000 km",1st,"4,90,000",karnataka
824,Other Brands,Others,,2012,Manual,Diesel,"90,000 km",2nd,"80,000",karnataka
825,Mahindra,XUV500,,2012,Manual,Diesel,"108,000 km",3rd,"8,00,000",karnataka
826,Chevrolet,Beat,,2011,Manual,Diesel,"90,000 km",3rd,"1,40,000",karnataka
827,Maruti Suzuki,Vitara Brezza,,2019,Manual,Diesel,"20,000 km",1st,"10,20,000",karnataka
828,Mahindra,Others,,2014,Manual,Diesel,"130,000 km",1st,"1,30,000",karnataka
829,Maruti Suzuki,800,,2004,Manual,Petrol,"85,000 km",3rd,"1,40,000",karnataka
830,Maruti Suzuki,Wagon R Stingray,,2015,Manual,Petrol,"34,000 km",2nd,"4,35,000",karnataka
831,Mahindra,XUV500,,2019,Manual,Diesel,"33,293 km",1st,"17,90,000",karnataka
832,Maruti Suzuki,Swift,,2008,Manual,Petrol,"45,000 km",1st,"1,55,000",karnataka
833,Toyota,Innova,,2013,Manual,Diesel,"122,000 km",1st,"10,00,000",karnataka
834,Audi,Q3,,2018,Automatic,Diesel,"22,000 km",1st,"32,25,000",karnataka
835,Honda,Jazz,,2016,Automatic,Petrol,"120,293 km",1st,"5,75,000",karnataka
836,Mahindra,Others,,2018,Manual,Diesel,"89,500 km",1st,"6,00,000",karnataka
837,Toyota,Innova,,2007,Manual,Diesel,"125,000 km",3rd,"4,95,000",karnataka
838,Hyundai,Venue,,2020,Manual,Petrol,"28,000 km",1st,"15,000",karnataka
839,Jaguar,XE,,2016,Automatic,Petrol,"80,000 km",1st,"24,50,000",karnataka
840,Maruti Suzuki,Swift,,2006,Manual,Petrol,"68,000 km",1st,"3,50,000",karnataka
841,Volkswagen,Vento,,2014,Manual,Petrol,"94,692 km",-,"4,65,000",karnataka
842,-,-,,-,-,-,-,-,-,karnataka
843,Renault,Duster,,2013,Manual,Diesel,"69,000 km",1st,"6,45,000",karnataka
844,Mahindra,Quanto,,2012,Manual,Diesel,"85,000 km",1st,"3,60,000",karnataka
845,Volkswagen,Polo,,2010,Manual,Petrol,"119,000 km",1st,"2,85,000",karnataka
846,Hyundai,i20,,2009,Manual,Diesel,"71,000 km",3rd,"3,35,000",karnataka
847,Maruti Suzuki,Swift,,2005,Manual,Petrol,"74,000 km",3rd,"2,25,000",karnataka
848,Toyota,Innova Crysta,,2018,Manual,Diesel,"41,000 km",1st,"18,25,000",karnataka
849,BMW,X1,,2013,Automatic,Diesel,"80,000 km",1st,"15,25,000",karnataka
850,Nissan,Terrano,,2013,Manual,Diesel,"73,000 km",1st,"6,90,000",karnataka
851,Maruti Suzuki,Baleno,,2017,Manual,Petrol,"46,000 km",1st,"6,50,000",karnataka
852,Hyundai,Santro Xing,,2005,Manual,Petrol,"84,000 km",3rd,"1,65,000",karnataka
853,Toyota,Innova,,2012,Manual,Diesel,"85,433 km",1st,"9,75,000",karnataka
854,Honda,City ZX,,2005,Manual,Petrol,"62,000 km",1st,"1,95,000",karnataka
855,Jaguar,F-Pace,,2018,Automatic,Diesel,"46,000 km",1st,"52,75,000",karnataka
856,Nissan,Micra,,2010,Manual,Petrol,"80,000 km",4th,"2,99,000",karnataka
857,Toyota,Etios,,2011,Manual,Petrol,"75,000 km",2nd,"3,95,000",karnataka
858,Toyota,Innova Crysta,,2018,Automatic,Diesel,"80,000 km",1st,"22,49,000",karnataka
859,Maruti Suzuki,Vitara Brezza,,2017,Manual,Diesel,"59,430 km",1st,"9,25,000",karnataka
860,-,-,,-,-,-,-,-,-,karnataka
861,Hyundai,Verna,,2013,Manual,Diesel,"79,000 km",1st,"4,99,000",karnataka
862,Tata,Zest,,2015,Automatic,Diesel,"83,000 km",2nd,"3,85,000",karnataka
863,Maruti Suzuki,Swift Dzire,,2018,Manual,Diesel,"18,666 km",1st,"5,90,000",karnataka
864,Maruti Suzuki,Swift Dzire,,2016,Manual,Diesel,"71,000 km",1st,"6,20,000",karnataka
865,Maruti Suzuki,Alto K10,,2013,Manual,Petrol,"33,000 km",2nd,"2,95,000",karnataka
866,Hyundai,Elite i20,,2015,Manual,Petrol,"76,000 km",1st,"6,10,000",karnataka
867,Chevrolet,Optra Magnum,,2011,Manual,Diesel,"77,702 km",1st,"3,75,000",karnataka
868,Maruti Suzuki,Alto,,2008,Manual,Petrol,"32,000 km",1st,"2,10,000",karnataka
869,Maruti Suzuki,Swift,,2012,Manual,Diesel,"75,000 km",2nd,"4,25,000",karnataka
870,Maruti Suzuki,Wagon R,,2008,Manual,Petrol,"70,000 km",1st,"2,10,000",karnataka
871,Toyota,Innova,,2009,Manual,Diesel,"185,000 km",2nd,"7,25,000",karnataka
872,Hyundai,i20,,2010,Manual,Petrol,"73,000 km",2nd,"3,65,000",karnataka
873,Maruti Suzuki,Swift,,2012,Manual,Diesel,"72,000 km",2nd,"4,25,000",karnataka
874,Mercedes-Benz,New C-Class,,2016,Automatic,Diesel,"100,000 km",1st,"24,75,000",karnataka
875,Honda,City,,2001,Manual,Petrol,"82,000 km",3rd,"2,10,000",karnataka
876,Hyundai,i20,,2010,Automatic,Petrol,"92,000 km",1st,"4,25,000",karnataka
877,Maruti Suzuki,Swift Dzire,,2009,Manual,Petrol,"72,000 km",1st,"3,65,000",karnataka
878,Maruti Suzuki,Baleno,,2017,Manual,Petrol,"27,000 km",2nd,"6,25,000",karnataka
879,Maruti Suzuki,Alto,,2003,Manual,Petrol,"200,000 km",1st,"1,35,000",karnataka
880,Maruti Suzuki,Swift,,2020,Manual,Petrol,"32,000 km",1st,"6,85,000",karnataka
881,Maruti Suzuki,Ciaz,,2018,Manual,Petrol,"16,329 km",-,"8,75,000",karnataka
882,-,-,,-,-,-,-,-,-,karnataka
883,Mahindra,Xylo,,2014,Manual,Diesel,"87,292 km",1st,"5,10,000",karnataka
884,Mini,Cooper Countryman,,2013,Automatic,Diesel,"46,000 km",2nd,"17,50,000",karnataka
885,Ford,Endeavour,,2017,Automatic,Diesel,"79,680 km",1st,"24,75,000",karnataka
886,Maruti Suzuki,Swift,,2007,Manual,Petrol,"61,000 km",1st,"2,90,000",karnataka
887,Hyundai,EON,,2012,Manual,Petrol,"76,000 km",1st,"3,10,000",karnataka
888,Hyundai,EON,,2014,Manual,Petrol,"58,888 km",2nd,"3,10,000",karnataka
889,Maruti Suzuki,Zen,,2005,Manual,Petrol,"83,000 km",4th,"1,65,000",karnataka
890,Mahindra,XUV500,,2015,Manual,Diesel,"72,000 km",1st,"13,75,000",karnataka
891,Ford,Figo,,2012,Manual,Petrol,"78,924 km",1st,"3,45,000",karnataka
892,Maruti Suzuki,Swift,,2009,Manual,Diesel,"160,000 km",3rd,"3,35,000",karnataka
893,Skoda,Fabia,,2008,Manual,Petrol,"65,000 km",1st,"2,85,000",karnataka
894,Renault,Duster,,2012,Manual,Diesel,"95,000 km",1st,"6,75,000",karnataka
895,Volkswagen,Ameo,,2016,Automatic,Diesel,"41,000 km",1st,"6,45,000",karnataka
896,Maruti Suzuki,Alto,,2010,Manual,Diesel,"73,000 km",1st,"2,25,000",karnataka
897,Volkswagen,Polo,,2013,Automatic,Petrol,"73,000 km",2nd,"5,45,000",karnataka
898,Hyundai,i10,,2009,Manual,Petrol,"79,000 km",2nd,"2,89,000",karnataka
899,Volkswagen,Polo,,2019,Manual,Petrol,"16,900 km",1st,"8,90,000",karnataka
900,Maruti Suzuki,Ertiga,,2013,Manual,Diesel,"52,000 km",1st,"7,25,000",karnataka
901,Toyota,Etios,,2011,Manual,Petrol,"54,357 km",1st,"4,30,000",karnataka
902,Tata,Zest,,2015,Automatic,Diesel,"64,000 km",1st,"5,50,000",karnataka
903,Maruti Suzuki,Omni,,2016,Manual,Petrol,"96,000 km",1st,"2,85,000",karnataka
904,Mercedes-Benz,GLA Class,,2016,Automatic,Diesel,"70,000 km",1st,"21,00,000",karnataka
905,Hyundai,Verna,,2015,Manual,Petrol,"59,000 km",1st,"6,50,000",karnataka
906,-,-,,-,-,-,-,-,-,karnataka
907,Hyundai,Santro Xing,,2005,Manual,Petrol,"105,000 km",3rd,"1,58,000",karnataka
908,Maruti Suzuki,Alto 800,,2019,Manual,Petrol,"16,400 km",1st,"3,80,000",karnataka
909,Hyundai,Santro,,2011,Manual,Petrol,"79,000 km",2nd,"2,45,000",karnataka
910,Hyundai,Creta,,2015,Manual,Diesel,"62,000 km",2nd,"8,50,000",karnataka
911,Mahindra,Marazzo,,2019,Manual,Diesel,"68,000 km",1st,"7,20,000",karnataka
912,Ford,Endeavour,,2017,Automatic,Diesel,"31,000 km",1st,"30,00,000",karnataka
913,Toyota,Innova,,2014,Manual,Diesel,"131,000 km",1st,"12,90,000",karnataka
914,Ford,Fiesta,,2008,Manual,Diesel,"88,000 km",3rd,"2,20,000",karnataka
915,Tata,Nexon,,2018,Manual,Diesel,"35,000 km",1st,"10,45,000",karnataka
916,Toyota,Corolla Altis,,2008,Manual,Petrol,"102,000 km",1st,"4,65,000",karnataka
917,Maruti Suzuki,Swift,,2010,Manual,Petrol,"69,000 km",2nd,"3,10,000",karnataka
918,Mahindra,Ssangyong Rexton,,2018,Automatic,Diesel,"45,237 km",1st,"16,95,000",karnataka
919,Toyota,Fortuner,,2017,Manual,Diesel,"63,000 km",1st,"32,50,000",karnataka
920,Volkswagen,Vento,,2014,Manual,Petrol,"94,692 km",-,"4,65,000",karnataka
921,Hyundai,EON,,2015,Manual,Petrol,"12,365 km",1st,"2,90,000",karnataka
922,Maruti Suzuki,S Cross,,2017,Manual,Diesel,"56,000 km",1st,"9,25,000",karnataka
923,Mahindra,XUV500,,2013,-,-,"40,000 km",1st,"10,00,000",karnataka
924,Volkswagen,Polo,,2015,Manual,Petrol,"65,000 km",2nd,"4,85,000",karnataka
925,Mahindra,Bolero,,2011,Manual,Diesel,"125,000 km",2nd,"4,35,000",karnataka
926,Hyundai,Accent,,2010,Manual,Petrol,"72,000 km",1st,"2,50,000",karnataka
927,Hyundai,Grand i10,,2013,Manual,Diesel,"67,800 km",2nd,"3,99,999",karnataka
928,Mercedes-Benz,GLA,,2018,Automatic,Diesel,"20,000 km",1st,"32,00,000",karnataka
929,Hyundai,Creta,,2017,Manual,Diesel,"75,274 km",1st,"12,85,000",karnataka
930,Maruti Suzuki,Swift,,2017,Manual,Petrol,"44,000 km",1st,"6,00,000",karnataka
931,Chevrolet,Spark,,2012,Manual,Petrol,"55,000 km",1st,"2,25,000",karnataka
932,Mahindra,XUV500,,2015,Manual,Diesel,"129,495 km",2nd,"8,25,000",karnataka
933,Maruti Suzuki,Zen,,2005,Manual,Petrol,"108,000 km",3rd,"1,65,000",karnataka
934,Mahindra,XUV500,,2013,Manual,Diesel,"104,000 km",2nd,"8,24,000",karnataka
935,Chevrolet,Captiva,,2011,Manual,Diesel,"83,000 km",3rd,"4,25,000",karnataka
936,Hyundai,i10,,2010,Manual,Petrol,"76,000 km",2nd,"2,75,000",karnataka
937,Maruti Suzuki,Wagon R,,2006,Manual,Petrol,"64,000 km",2nd,"1,95,000",karnataka
938,Tata,Nano,,2015,Automatic,Petrol,"35,000 km",1st,"2,65,000",karnataka
939,Toyota,Etios,,2012,Manual,Petrol,"74,000 km",2nd,"3,95,000",karnataka
940,Hyundai,Elite i20,,2018,Automatic,Petrol,"23,491 km",1st,"7,98,250",karnataka
941,Maruti Suzuki,Swift,,2018,Automatic,Petrol,"21,759 km",1st,"7,10,000",karnataka
942,Maruti Suzuki,Alto,,2006,Manual,Petrol,"170,000 km",2nd,"1,40,000",karnataka
943,Hyundai,i20,,2010,Manual,Petrol,"81,000 km",1st,"3,99,000",karnataka
944,Hyundai,i10,,2007,Manual,Petrol,"67,000 km",2nd,"2,30,000",karnataka
945,Toyota,Innova,,2016,Manual,Diesel,"195,000 km",2nd,"7,45,000",karnataka
946,Toyota,Innova,,2006,Manual,Diesel,"175,000 km",3rd,"3,85,000",karnataka
947,Maruti Suzuki,Baleno,,2018,Automatic,Petrol,"25,000 km",1st,"8,20,000",karnataka
948,Hyundai,Grand i10,,2015,Automatic,Petrol,"35,000 km",1st,"5,95,000",karnataka
949,Chevrolet,Beat,,2010,Manual,Petrol,"80,000 km",1st,"2,45,000",karnataka
950,Tata,Indica Vista,,2011,Manual,Petrol,"53,000 km",2nd,"2,25,000",karnataka
951,Fiat,Linea,,2012,Manual,Petrol,"72,000 km",2nd,"3,40,000",karnataka
952,Volkswagen,Polo,,2015,Manual,Petrol,"81,000 km",1st,"5,35,000",karnataka
953,Hyundai,Santro Xing,,2009,Manual,Petrol,"75,000 km",1st,"2,45,000",karnataka
954,Tata,Nexon,,2018,Automatic,Diesel,"30,274 km",1st,"10,50,000",karnataka
955,Mahindra,Bolero,,2010,Manual,Diesel,"120,000 km",3rd,"3,75,000",karnataka
956,Toyota,Innova,,2006,Manual,Diesel,"174,902 km",1st,"5,50,000",karnataka
957,Maruti Suzuki,Ritz,,2015,Manual,Diesel,"86,000 km",2nd,"4,75,000",karnataka
958,Toyota,Etios,,2019,Manual,Diesel,"53,000 km",1st,"6,30,000",karnataka
959,Maruti Suzuki,Swift,,2009,Manual,Diesel,"78,000 km",1st,"3,10,000",karnataka
960,Maruti Suzuki,Alto K10,,2012,Manual,Petrol,"53,964 km",-,"2,55,000",karnataka
961,Maruti Suzuki,Swift Dzire,,2018,Manual,Petrol,"25,000 km",1st,"6,85,000",karnataka
962,BMW,X1,,2012,Automatic,Diesel,"100,000 km",3rd,"12,50,000",karnataka
963,Hyundai,Elite i20,,2018,Manual,Petrol,"5,513 km",1st,"7,20,000",karnataka
964,Toyota,Innova,,2007,-,-,"150,000 km",1st,"6,70,000",karnataka
965,Tata,Indica,,2007,Manual,Petrol,"21,300 km",1st,"1,95,000",karnataka
966,Honda,Civic,,2007,Manual,Petrol,"109,000 km",2nd,"3,25,000",karnataka
967,Ford,Figo,,2014,Manual,Diesel,"92,000 km",2nd,"3,50,000",karnataka
968,Mahindra,Bolero Pik-Up,,2015,Manual,Diesel,"120,000 km",1st,"4,00,000",karnataka
969,Maruti Suzuki,Wagon R,,2008,Manual,Petrol,"74,000 km",2nd,"2,25,000",karnataka
970,BMW,5 Series,,2011,Automatic,Diesel,"40,239 km",2nd,"16,50,000",karnataka
971,Hyundai,i10,,2008,Manual,Petrol,"77,000 km",1st,"2,65,000",karnataka
972,Hyundai,EON,,2014,Manual,Petrol,"33,000 km",1st,"3,20,000",karnataka
973,Chevrolet,Beat,,2011,Manual,Petrol,"88,000 km",1st,"2,45,000",karnataka
974,Maruti Suzuki,Omni,,2004,Manual,Petrol,0 km,3rd,"85,000",karnataka
975,Toyota,Glanza,,2019,Automatic,Petrol,"12,121 km",2nd,"8,25,000",karnataka
976,Ambassador,Ambassador,,2008,Automatic,Petrol,"250,000 km",2nd,"1,80,000",karnataka
977,Audi,Q3,,2012,Automatic,Diesel,"65,076 km",2nd,"17,00,000",karnataka
978,Volkswagen,Vento,,2012,Manual,Diesel,"77,000 km",1st,"4,95,000",karnataka
979,Tata,Indica Vista,,2013,Manual,Diesel,"132,000 km",1st,"2,00,000",karnataka
980,Toyota,Innova Crysta,,2018,Automatic,Diesel,"75,000 km",1st,"23,20,000",karnataka
981,Maruti Suzuki,Alto 800,,2016,Manual,Petrol,"19,560 km",-,"3,15,000",karnataka
982,Maruti Suzuki,Ignis,,2017,Automatic,Petrol,37 km,1st,"5,90,000",karnataka
983,Maruti Suzuki,Eeco,,2020,Manual,Petrol,"8,500 km",1st,"4,65,000",karnataka
984,Maruti Suzuki,800,,2000,Automatic,LPG,"66,000 km",4+,"65,000",karnataka
985,Maruti Suzuki,Wagon R,,2007,Manual,Petrol,"104,000 km",3rd,"1,65,000",karnataka
986,Honda,City ZX,,2005,Automatic,Petrol,"92,000 km",3rd,"1,45,000",karnataka
987,Mercedes-Benz,GL-Class,,2015,Automatic,Diesel,"45,000 km",1st,"52,75,000",karnataka
988,Maruti Suzuki,Zen Estilo,,2008,Manual,Petrol,"56,900 km",1st,"2,45,000",karnataka
989,Maruti Suzuki,Swift,,2014,Automatic,Diesel,"54,000 km",2nd,"4,80,000",karnataka
990,Hyundai,i10,,2009,-,-,"66,000 km",1st,"3,50,000",karnataka
991,Hyundai,Verna,,2009,-,-,"83,000 km",1st,"3,50,000",karnataka
992,Mercedes-Benz,CLA,,2015,Automatic,Diesel,"22,000 km",1st,"26,00,000",karnataka
993,Mercedes-Benz,M-Class,,2015,Automatic,Diesel,"64,000 km",1st,"34,25,000",karnataka
994,Honda,City,,2005,Manual,Petrol,"99,000 km",2nd,"2,00,000",karnataka
995,Maruti Suzuki,Swift,,2010,Manual,Petrol,"72,000 km",2nd,"3,75,000",karnataka
996,Hyundai,Getz,,2006,Manual,Petrol,"145,000 km",1st,"1,85,000",karnataka
997,Maruti Suzuki,Swift,,2014,Manual,Diesel,"103,000 km",1st,"5,50,000",karnataka
998,Volkswagen,Polo,,2017,-,-,"57,000 km",1st,"7,50,000",karnataka
999,Hyundai,i10,,2015,Manual,Petrol,"39,000 km",1st,"4,45,000",karnataka
1000,Honda,Jazz,,2017,Manual,Petrol,"30,497 km",1st,"6,70,000",karnataka
1001,Maruti Suzuki,Ertiga,,2018,Manual,Diesel,"78,000 km",1st,"11,50,000",karnataka
1002,Maruti Suzuki,Swift,,2014,Manual,Petrol,"43,228 km",2nd,"4,75,000",karnataka
1003,Volkswagen,Vento,,2013,Manual,Diesel,"42,000 km",2nd,"4,50,000",karnataka
1004,Toyota,Fortuner,,2014,Manual,Diesel,"81,000 km",1st,"17,50,000",karnataka
1005,Ford,Ecosport,,2014,Manual,Petrol,"68,000 km",2nd,"6,70,000",karnataka
1006,Hyundai,Santro Xing,,2008,Manual,Petrol,"50,000 km",1st,"1,95,000",karnataka
1007,Maruti Suzuki,SX4,,2013,Manual,Petrol,"139,000 km",2nd,"3,60,000",karnataka
1008,Toyota,Innova,,2009,Manual,Diesel,"153,000 km",2nd,"7,25,000",karnataka
1009,Hyundai,Creta,,2016,Manual,Petrol,"66,000 km",1st,"8,65,000",karnataka
