,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
1488,Maruti Suzuki,Swift Dzire,,2017,Automatic,Petrol,"55,000 km",1st,"6,60,000",Mumbai
1489,Jeep,Compass,,2017,Manual,Diesel,"21,600 km",1st,"14,25,000",Mumbai
1490,Toyota,Innova,,2009,Manual,Diesel,"73,000 km",1st,"6,25,001",Mumbai
1491,Skoda,Octavia,,2007,Manual,Diesel,"91,000 km",3rd,"1,29,000",Mumbai
1492,Hyundai,Xcent,,2017,Manual,Petrol,"15,000 km",1st,"4,95,000",Mumbai
1493,Hyundai,Grand i10,,2014,Manual,Diesel,"95,000 km",1st,"3,99,000",Mumbai
1494,Maruti Suzuki,Swift,,2012,Manual,Diesel,"90,000 km",1st,"3,75,000",Mumbai
1495,Maruti Suzuki,Zen,,2006,Manual,Petrol,"60,000 km",3rd,"1,10,000",Mumbai
1496,Hyundai,Grand i10,,2019,Manual,Petrol,"15,000 km",1st,"5,50,000",Mumbai
1497,-,-,,-,-,-,-,-,-,Mumbai
1498,Maruti Suzuki,Ertiga,,2012,Manual,Diesel,"72,000 km",1st,"6,11,000",Mumbai
1499,Maruti Suzuki,Celerio,,2017,Automatic,Petrol,"22,000 km",1st,"4,75,000",Mumbai
1500,-,-,,-,-,-,-,-,-,Mumbai
1501,Maruti Suzuki,Baleno,,2016,Manual,Petrol,"64,136 km",-,"5,22,000",Mumbai
1502,Ford,Figo,,2015,Manual,Petrol,"5,815 km",-,"4,30,000",Mumbai
1503,Maruti Suzuki,Swift,,2016,Manual,Petrol,"20,000 km",1st,"6,00,000",Mumbai
1504,Honda,Civic,,2008,Manual,Petrol,"81,000 km",2nd,"2,02,000",Mumbai
1505,Hyundai,Accent,,2009,Manual,Petrol,"85,000 km",1st,"1,35,000",Mumbai
1506,Toyota,Etios,,2011,Manual,Diesel,"68,123 km",1st,"5,14,999",Mumbai
1507,Hyundai,Creta,,2017,Automatic,Diesel,"58,696 km",1st,"13,25,000",Mumbai
1508,Honda,Jazz,,2015,Manual,Petrol,"21,000 km",1st,"5,01,000",Mumbai
1509,Maruti Suzuki,Alto,,2011,Manual,CNG & Hybrids,"100,000 km",2nd,"1,75,000",Mumbai
1510,Skoda,Laura,,2011,Manual,Diesel,"141,002 km",2nd,"2,90,000",Mumbai
1511,Tata,Others,,2016,Manual,Diesel,21 km,1st,"3,91,000",Mumbai
1512,Ashok Leyland,Stile,,2018,Manual,Diesel,"100,000 km",1st,"5,50,000",Mumbai
1513,Opel,Corsa,,2005,Manual,Petrol,"100,000 km",2nd,"90,000",Mumbai
1514,Maruti Suzuki,Ertiga,,2015,Manual,Diesel,"88,000 km",2nd,"6,11,000",Mumbai
1515,Chevrolet,Cruze,,2011,Manual,Diesel,"75,000 km",2nd,"2,80,000",Mumbai
1516,Mahindra,Verito Vibe,,2014,Manual,Diesel,"96,500 km",2nd,"2,55,000",Mumbai
1517,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"76,000 km",2nd,"7,10,000",Mumbai
1518,Mahindra,Scorpio,,2010,Manual,Diesel,"70,000 km",4th,"3,50,000",Mumbai
1519,Hyundai,Santro,,2019,Automatic,Petrol,"15,000 km",1st,"5,75,000",Mumbai
1520,-,-,,-,-,-,-,-,-,Mumbai
1521,Hyundai,i20 Active,,2015,Manual,Diesel,"25,000 km",1st,"7,00,000",Mumbai
1522,Maruti Suzuki,Alto K10,,2013,Manual,Petrol,"67,750 km",-,"2,55,000",Mumbai
1523,Volkswagen,Vento,,2016,Manual,Petrol,"20,000 km",1st,"6,35,000",Mumbai
1524,Volkswagen,Vento,,2011,Manual,Petrol,"74,649 km",2nd,"3,50,000",Mumbai
1525,Maruti Suzuki,Swift,,2014,Manual,Petrol,"41,674 km",1st,"4,45,000",Mumbai
1526,Maruti Suzuki,Swift,,2009,Manual,Diesel,"82,000 km",2nd,"2,80,000",Mumbai
1527,Tata,Safari,,2013,Manual,Diesel,"88,000 km",1st,"3,71,000",Mumbai
1528,Skoda,Superb,,2010,Automatic,Diesel,"63,000 km",2nd,"4,20,111",Mumbai
1529,Mahindra,KUV 100,,2017,Manual,Petrol,"16,000 km",1st,"4,59,999",Mumbai
1530,Volkswagen,Polo,,2013,Manual,Diesel,"105,000 km",3rd,"3,00,000",Mumbai
1531,Mercedes-Benz,Others,,2006,Automatic,Petrol,"85,000 km",2nd,"3,35,000",Mumbai
1532,Tata,Nano,,2013,Manual,Petrol,"69,000 km",2nd,"75,000",Mumbai
1533,Toyota,Etios Liva,,2012,Manual,Diesel,"111,000 km",2nd,"3,75,000",Mumbai
1534,Mahindra,Scorpio,,2017,Manual,Diesel,"66,000 km",1st,"9,30,000",Mumbai
1535,Hyundai,EON,,2011,Manual,Petrol,"85,000 km",1st,"2,40,000",Mumbai
1536,Tata,Nano,,2010,Manual,Petrol,"49,000 km",2nd,"49,000",Mumbai
1537,Maruti Suzuki,Wagon R,,2019,Automatic,Petrol,"4,500 km",1st,"5,80,000",Mumbai
1538,Maruti Suzuki,Wagon R,,2018,Manual,CNG & Hybrids,"150,000 km",1st,"3,00,000",Mumbai
1539,-,-,,-,-,-,-,-,-,Mumbai
1540,-,-,,-,-,-,-,-,-,Mumbai
1541,Toyota,Corolla Altis,,2014,Manual,Diesel,"61,674 km",1st,"9,50,000",Mumbai
1542,Audi,A4,,2011,Automatic,Diesel,"62,000 km",2nd,"8,99,999",Mumbai
1543,Hyundai,Verna,,2010,Manual,Diesel,"96,000 km",2nd,"2,65,000",Mumbai
1544,Hyundai,i10,,2010,Manual,Petrol,"43,000 km",2nd,"1,75,000",Mumbai
1545,Maruti Suzuki,Alto K10,,2014,Manual,Petrol,"29,289 km",1st,"3,00,000",Mumbai
1546,Maruti Suzuki,Swift,,2013,Manual,Diesel,"125,000 km",1st,"5,35,000",Mumbai
1547,Honda,CR-V,,2008,Manual,Petrol,"180,000 km",3rd,"3,75,000",Mumbai
1548,BMW,3 Series,,2013,Automatic,Diesel,"62,000 km",1st,"13,95,000",Mumbai
1549,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"71,000 km",1st,"8,25,000",Mumbai
1550,Hyundai,i20,,2013,Manual,Petrol,"30,659 km",1st,"3,25,000",Mumbai
1551,Maruti Suzuki,Alto K10,,2010,-,Petrol,"55,000 km",2nd,"1,65,000",Mumbai
1552,Maruti Suzuki,Celerio,,2015,Automatic,Petrol,"52,000 km",1st,"4,35,000",Mumbai
1553,Tata,Indica Vista,,2011,Manual,Diesel,"56,500 km",1st,"2,87,000",Mumbai
1554,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"74,000 km",1st,"8,35,000",Mumbai
1555,Volkswagen,Vento,,2015,Automatic,Petrol,"63,500 km",1st,"5,50,000",Mumbai
1556,Maruti Suzuki,Swift,,2014,Manual,Petrol,"22,000 km",1st,"4,45,000",Mumbai
1557,Maruti Suzuki,Omni,,2008,Manual,Petrol,"91,000 km",2nd,"1,35,000",Mumbai
1558,Hyundai,Santro Xing,,2010,Manual,Petrol,"54,000 km",1st,"1,80,000",Mumbai
1559,Ford,Ecosport,,2013,Manual,Diesel,"83,000 km",1st,"5,15,000",Mumbai
1560,-,-,,-,-,-,-,-,-,Mumbai
1561,Audi,Q5,,2018,Automatic,Diesel,"65,000 km",-,"48,00,000",Mumbai
1562,Audi,Q7,,2015,Automatic,Diesel,"105,000 km",1st,"23,50,000",Mumbai
1563,Hyundai,Grand i10,,2015,Manual,Petrol,"24,000 km",1st,"4,25,000",Mumbai
1564,Renault,Scala,,2012,Manual,CNG & Hybrids,"90,000 km",1st,"2,65,000",Mumbai
1565,Maruti Suzuki,Ertiga,,2015,Manual,CNG & Hybrids,"72,600 km",1st,"7,21,000",Mumbai
1566,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"63,500 km",1st,"5,65,000",Mumbai
1567,Jeep,Compass,,2018,Automatic,Petrol,"14,000 km",1st,"16,50,000",Mumbai
1568,Maruti Suzuki,Ertiga,,2017,Manual,Diesel,"19,600 km",1st,"8,75,000",Mumbai
1569,-,-,,-,-,-,-,-,-,Mumbai
1570,Mahindra,XUV500,,2019,Automatic,Diesel,"68,434 km",1st,"17,95,000",Mumbai
1571,Hyundai,Fluidic Verna,,2012,Manual,Petrol,"40,000 km",1st,"4,50,000",Mumbai
1572,Datsun,RediGO,,2017,-,-,"17,200 km",1st,"3,00,000",Mumbai
1573,Mahindra,XUV500,,2015,Manual,Diesel,"81,000 km",1st,"6,90,000",Mumbai
1574,Toyota,Innova Crysta,,2017,Automatic,Diesel,"34,000 km",1st,"20,25,000",Mumbai
1575,Maruti Suzuki,Swift,,2012,Manual,Diesel,"115,000 km",1st,"3,65,000",Mumbai
1576,Hyundai,i10,,2011,Manual,Petrol,"65,000 km",1st,"2,25,000",Mumbai
1577,Nissan,Terrano,,2015,Manual,Diesel,"90,000 km",1st,"7,50,000",Mumbai
1578,Maruti Suzuki,Celerio,,2016,Manual,Diesel,"85,000 km",1st,"4,40,000",Mumbai
1579,Toyota,Innova,,2010,-,Diesel,"127,000 km",1st,"5,70,000",Mumbai
1580,-,-,,-,-,-,-,-,-,Mumbai
1581,Hyundai,Grand i10,,2017,Manual,Petrol,"28,935 km",-,"5,35,000",Mumbai
1582,Tata,Others,,2018,Manual,Diesel,"15,000 km",1st,"8,11,000",Mumbai
1583,Hyundai,i10,,2011,Manual,Petrol,"50,000 km",2nd,"2,24,000",Mumbai
1584,Maruti Suzuki,S Cross,,2018,Manual,Diesel,"46,000 km",1st,"9,25,000",Mumbai
1585,Maruti Suzuki,Swift,,2005,Manual,Petrol,"14,800 km",1st,"1,65,000",Mumbai
1586,Hyundai,i20,,2011,Manual,Petrol,"71,000 km",2nd,"2,89,999",Mumbai
1587,Honda,Jazz,,2017,Manual,Petrol,"15,000 km",1st,"5,75,000",Mumbai
1588,Maruti Suzuki,Wagon R Stingray,,2014,Manual,Petrol,"79,852 km",1st,"3,00,000",Mumbai
1589,Hyundai,i10,,2013,Manual,Petrol,"51,000 km",1st,"2,98,900",Mumbai
1590,-,-,,-,-,-,-,-,-,Mumbai
1591,Maruti Suzuki,Wagon R,,2016,Automatic,Petrol,"26,000 km",1st,"3,99,000",Mumbai
1592,Maruti Suzuki,Ertiga,,2017,Manual,Diesel,"23,000 km",1st,"8,55,000",Mumbai
1593,Honda,City ZX,,2006,Manual,Petrol,"62,421 km",4th,"1,12,000",Mumbai
1594,Maruti Suzuki,Ertiga,,2019,Automatic,Petrol,"17,000 km",1st,"10,75,111",Mumbai
1595,Hyundai,Verna,,2009,Manual,Diesel,"65,307 km",1st,"2,75,000",Mumbai
1596,Maruti Suzuki,Celerio X,,2018,Automatic,Petrol,"12,000 km",1st,"4,95,000",Mumbai
1597,Mahindra,XUV500,,2012,Manual,Diesel,"95,000 km",-,"5,40,000",Mumbai
1598,Honda,Amaze,,2016,Manual,Petrol,"61,906 km",1st,"4,45,000",Mumbai
1599,Maruti Suzuki,Baleno,,2005,Manual,CNG & Hybrids,"75,000 km",3rd,"98,000",Mumbai
1600,Hyundai,Elite i20,,2017,Manual,Diesel,"61,890 km",1st,"6,83,600",Mumbai
1601,Nissan,Micra Active,,2017,Manual,Petrol,"21,062 km",-,"4,33,000",Mumbai
1602,BMW,3 Series,,2013,Automatic,Diesel,"47,000 km",1st,"15,50,000",Mumbai
1603,Volkswagen,Polo,,2015,Manual,Petrol,"22,000 km",1st,"4,85,000",Mumbai
1604,Maruti Suzuki,Ciaz,,2018,Automatic,Petrol,"36,000 km",1st,"9,80,000",Mumbai
1605,Maruti Suzuki,Ertiga,,2019,Automatic,Petrol,"32,000 km",1st,"10,60,000",Mumbai
1606,Hyundai,Elantra,,2016,Manual,Diesel,"46,000 km",1st,"12,25,000",Mumbai
1607,Isuzu,MU-X,,2017,Automatic,Diesel,"40,000 km",1st,"22,50,000",Mumbai
1608,Maruti Suzuki,Wagon R,,2011,Manual,Petrol,"120,000 km",3rd,"2,10,000",Mumbai
1609,-,-,,-,-,-,-,-,-,Mumbai
1610,Isuzu,MU7,,2015,Automatic,Diesel,"34,000 km",2nd,"14,50,000",Mumbai
1611,Toyota,Qualis,,2002,Manual,Diesel,"261,405 km",2nd,"1,25,000",Mumbai
1612,Volkswagen,Polo,,2011,Manual,Petrol,"100,000 km",1st,"2,90,000",Mumbai
1613,Honda,City,,2017,Manual,Petrol,"13,000 km",1st,"8,15,000",Mumbai
1614,Mahindra,Bolero,,2008,Manual,Diesel,"110,000 km",1st,"4,00,000",Mumbai
1615,Honda,Brio,,2012,Manual,Petrol,"56,000 km",1st,"3,35,000",Mumbai
1616,Toyota,Etios Liva,,2014,Manual,Petrol,"95,000 km",2nd,"3,45,000",Mumbai
1617,Maruti Suzuki,Wagon R,,2018,Manual,Petrol,"26,500 km",1st,"4,36,000",Mumbai
1618,Mahindra,XUV500,,2014,Manual,Diesel,"50,000 km",2nd,"8,55,000",Mumbai
1619,Maruti Suzuki,Wagon R Stingray,,2015,Manual,Petrol,"27,467 km",1st,"3,56,000",Mumbai
1620,BMW,X1,,2011,Automatic,Diesel,"91,235 km",2nd,"6,91,000",Mumbai
1621,Maruti Suzuki,Celerio,,2016,Automatic,Petrol,"9,922 km",1st,"4,33,000",Mumbai
1622,Maruti Suzuki,Swift,,2015,Manual,Diesel,"62,000 km",1st,"5,35,000",Mumbai
1623,Maruti Suzuki,Vitara Brezza,,2019,Automatic,Diesel,"38,000 km",1st,"11,18,111",Mumbai
1624,Toyota,Innova,,2015,Manual,Diesel,"145,000 km",1st,"10,25,000",Mumbai
1625,Toyota,Fortuner,,2015,Automatic,Diesel,"35,000 km",1st,"21,50,000",Mumbai
1626,Hyundai,Creta,,2018,Manual,Petrol,"34,000 km",-,"9,45,000",Mumbai
1627,Volkswagen,Vento,,2012,Manual,Diesel,"75,645 km",2nd,"3,10,000",Mumbai
1628,Tata,Harrier,,2019,Manual,Diesel,"44,800 km",1st,"18,50,000",Mumbai
1629,Maruti Suzuki,Ertiga,,2017,Manual,CNG & Hybrids,"63,123 km",1st,"8,50,000",Mumbai
1630,Hyundai,i20,,2011,Manual,Diesel,"970,000 km",3rd,"3,15,000",Mumbai
1631,Maruti Suzuki,Eeco,,2018,Manual,CNG & Hybrids,"50,000 km",2nd,"4,50,000",Mumbai
1632,Tata,Nano,,2013,Manual,Petrol,"22,000 km",1st,"75,000",Mumbai
1633,Renault,Duster,,2017,Automatic,Diesel,"77,000 km",1st,"8,15,000",Mumbai
1634,Tata,Nexon,,2018,Manual,Diesel,"19,000 km",1st,"9,25,000",Mumbai
1635,Toyota,Innova,,2012,Manual,Diesel,"114,000 km",3rd,"5,99,000",Mumbai
1636,Honda,City,,2010,Manual,Petrol,"73,000 km",2nd,"3,50,000",Mumbai
1637,Maruti Suzuki,Alto,,2009,Manual,CNG & Hybrids,"84,645 km",3rd,"1,70,000",Mumbai
1638,Maruti Suzuki,Wagon R 1.0,,2018,Manual,Petrol,"40,123 km",1st,"4,99,000",Mumbai
1639,Honda,Amaze,,2014,Manual,Petrol,"72,500 km",1st,"4,34,000",Mumbai
1640,Maruti Suzuki,Swift Dzire,,2011,Manual,Diesel,"115,000 km",1st,"3,45,000",Mumbai
1641,-,-,,-,-,-,-,-,-,Mumbai
1642,Maruti Suzuki,Ertiga,,2018,Manual,CNG & Hybrids,"45,000 km",1st,"8,99,000",Mumbai
1643,Toyota,Etios,,2014,Manual,Diesel,"68,000 km",1st,"5,15,000",Mumbai
1644,Maruti Suzuki,Celerio,,2017,Manual,Petrol,"68,000 km",1st,"4,90,000",Mumbai
1645,Honda,Amaze,,2016,Automatic,Petrol,"31,886 km",1st,"5,75,000",Mumbai
1646,Maruti Suzuki,Ertiga,,2012,Manual,Diesel,"73,000 km",1st,"5,85,000",Mumbai
1647,Hyundai,Grand i10,,2013,Manual,Petrol,"44,000 km",1st,"3,50,000",Mumbai
1648,-,-,,-,-,-,-,-,-,Mumbai
1649,Maruti Suzuki,Alto,,2018,Manual,Petrol,"13,000 km",2nd,"3,50,000",Mumbai
1650,Audi,Q7,,2009,Automatic,Diesel,"77,000 km",2nd,"10,90,000",Mumbai
1651,Hyundai,Santro Xing,,2012,Manual,Petrol,"49,000 km",2nd,"1,81,000",Mumbai
1652,Volkswagen,Polo,,2018,Manual,Petrol,"20,474 km",1st,"6,95,000",Mumbai
1653,Maruti Suzuki,Swift,,2015,Manual,Diesel,"79,100 km",1st,"5,50,000",Mumbai
1654,Maruti Suzuki,Ritz,,2009,Manual,Petrol,"75,000 km",2nd,"2,10,000",Mumbai
1655,Volkswagen,Polo,,2014,Manual,Diesel,"75,486 km",2nd,"3,70,000",Mumbai
1656,Skoda,Rapid,,2016,Automatic,Diesel,"125,000 km",1st,"6,50,000",Mumbai
1657,Volkswagen,Polo,,2011,Manual,Diesel,"56,000 km",2nd,"3,10,000",Mumbai
1658,Skoda,Others,,2021,Manual,Petrol,100 km,1st,"14,00,000",Mumbai
1659,Renault,KWID,,2015,Manual,Petrol,"11,666 km",1st,"2,95,000",Mumbai
1660,Tata,Indigo,,2010,Manual,Diesel,"78,000 km",1st,"2,50,000",Mumbai
1661,Hyundai,i20,,2013,Manual,Petrol,"91,500 km",2nd,"3,55,000",Mumbai
1662,Toyota,Innova,,2009,Manual,Diesel,"176,000 km",1st,"5,50,000",Mumbai
1663,Mahindra,Bolero,,2007,Manual,Diesel,"70,000 km",1st,"3,85,000",Mumbai
1664,Maruti Suzuki,Wagon R 1.0,,2017,Automatic,Petrol,"35,000 km",1st,"4,60,000",Mumbai
1665,-,-,,-,-,-,-,-,-,Mumbai
1666,Volkswagen,Jetta,,2015,Manual,Petrol,"22,000 km",1st,"7,65,000",Mumbai
1667,Hyundai,Creta,,2018,Automatic,Petrol,"42,123 km",1st,"14,24,999",Mumbai
1668,Mahindra,XUV500,,2017,Automatic,Diesel,"38,000 km",1st,"14,75,000",Mumbai
1669,Hyundai,Elite i20,,2018,Manual,Petrol,"18,000 km",1st,"5,95,000",Mumbai
1670,Hyundai,Grand i10,,2014,Manual,Petrol,"63,000 km",1st,"4,35,000",Mumbai
1671,Toyota,Innova,,2016,Manual,Diesel,"119,000 km",1st,"11,75,000",Mumbai
1672,Maruti Suzuki,Wagon R,,2015,Manual,Petrol,"40,123 km",1st,"3,90,000",Mumbai
1673,Mahindra,Scorpio,,2012,Manual,Diesel,"85,000 km",1st,"5,99,000",Mumbai
1674,Kia,Seltos,,2020,Automatic,Petrol,"19,000 km",1st,"19,00,000",Mumbai
1675,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"115,654 km",1st,"5,50,000",Mumbai
1676,Maruti Suzuki,Swift Dzire,,2017,Automatic,Petrol,"28,000 km",2nd,"6,45,000",Mumbai
1677,Mercedes-Benz,New C-Class,,2017,Automatic,Diesel,"52,000 km",2nd,"24,40,000",Mumbai
1678,Skoda,Rapid,,2017,Manual,Diesel,"51,000 km",1st,"6,45,000",Mumbai
1679,Datsun,RediGO,,2018,Manual,Petrol,"31,000 km",1st,"2,75,000",Mumbai
1680,Mercedes-Benz,Cls,,2018,Automatic,Diesel,"14,361 km",1st,"35,00,000",Mumbai
1681,Mercedes-Benz,CLA,,2018,Automatic,Petrol,"20,000 km",1st,"26,75,000",Mumbai
1682,Audi,A6,,2014,Automatic,Diesel,"69,000 km",1st,"15,25,000",Mumbai
1683,Maruti Suzuki,Alto K10,,2015,Manual,CNG & Hybrids,"38,000 km",2nd,"3,25,000",Mumbai
1684,Hyundai,Creta,,2016,Manual,Petrol,"41,637 km",1st,"9,45,000",Mumbai
1685,Maruti Suzuki,Swift,,2021,Manual,Petrol,"1,234 km",1st,"15,000",Mumbai
1686,Maruti Suzuki,S Cross,,2019,Manual,Diesel,"29,000 km",1st,"9,65,000",Mumbai
1687,Land Rover,Discovery,,2017,Automatic,Petrol,"34,000 km",1st,"37,00,000",Mumbai
1688,Maruti Suzuki,Celerio,,2016,Manual,CNG & Hybrids,"71,232 km",1st,"4,19,000",Mumbai
1689,Maruti Suzuki,Swift Dzire,,2012,Manual,Diesel,"82,500 km",1st,"4,26,000",Mumbai
1690,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"65,123 km",1st,"7,35,000",Mumbai
1691,Toyota,Etios Liva,,2012,Manual,Petrol,"63,100 km",2nd,"2,75,000",Mumbai
1692,Kia,Others,,2020,Manual,Diesel,"8,700 km",1st,"11,69,000",Mumbai
1693,Honda,City,,2020,Manual,Petrol,200 km,1st,"15,00,000",Mumbai
1694,Maruti Suzuki,Ertiga,,2018,Manual,Diesel,"67,000 km",1st,"9,14,999",Mumbai
1695,Maruti Suzuki,Zen,,2002,Manual,Petrol,"120,000 km",2nd,"45,000",Mumbai
1696,Maruti Suzuki,Ciaz,,2017,Automatic,Petrol,"19,000 km",1st,"8,15,000",Mumbai
1697,Maruti Suzuki,Alto 800,,2017,Manual,Petrol,"16,000 km",1st,"3,45,000",Mumbai
1698,Skoda,Rapid,,2017,Automatic,Petrol,"25,000 km",1st,"8,90,000",Mumbai
1699,MG,Hector,,2020,Automatic,Petrol,"6,000 km",1st,"19,00,000",Mumbai
1700,-,-,,-,-,-,-,-,-,Mumbai
1701,Ford,Ecosport,,2013,Manual,Diesel,"72,000 km",2nd,"5,19,000",Mumbai
1702,Mahindra,XUV500,,2016,Automatic,Diesel,"75,000 km",1st,"11,40,000",Mumbai
1703,Mercedes-Benz,E-Class,,2019,Automatic,Diesel,"9,750 km",1st,"64,99,999",Mumbai
1704,Hyundai,i20,,2010,Manual,Petrol,"54,538 km",2nd,"2,75,000",Mumbai
1705,Maruti Suzuki,Vitara Brezza,,2017,Manual,Diesel,"50,000 km",1st,"8,75,000",Mumbai
1706,Maruti Suzuki,Swift Dzire,,2013,Manual,Petrol,"45,167 km",2nd,"3,99,000",Mumbai
1707,Maruti Suzuki,Ritz,,2012,Manual,CNG & Hybrids,"68,000 km",1st,"2,95,000",Mumbai
1708,Maruti Suzuki,Swift,,2012,Manual,Diesel,"65,000 km",1st,"3,79,000",Mumbai
1709,Maruti Suzuki,Swift,,2010,Manual,Diesel,"75,000 km",2nd,"2,85,000",Mumbai
1710,Maruti Suzuki,Swift Dzire,,2010,Manual,Diesel,"88,000 km",1st,"3,29,000",Mumbai
1711,Maruti Suzuki,Baleno,,2017,Manual,Petrol,"27,000 km",1st,"6,60,000",Mumbai
1712,Mahindra,XUV500,,2016,Automatic,Diesel,"75,000 km",1st,"11,40,000",Mumbai
1713,Honda,City,,2015,Manual,Diesel,"87,100 km",2nd,"7,11,000",Mumbai
1714,Maruti Suzuki,Ertiga,,2021,Manual,CNG & Hybrids,325 km,1st,"21,000",Mumbai
1715,Toyota,Innova,,2015,Manual,Diesel,"110,000 km",1st,"10,80,000",Mumbai
1716,Volkswagen,Vento,,2017,Automatic,Petrol,"49,000 km",1st,"8,65,000",Mumbai
1717,Hyundai,i10,,2013,Automatic,Petrol,"45,000 km",2nd,"3,35,000",Mumbai
1718,Skoda,Fabia,,2011,Manual,Petrol,"50,000 km",2nd,"2,40,000",Mumbai
1719,Honda,Amaze,,2015,Manual,Diesel,"56,894 km",-,"4,85,000",Mumbai
1720,-,-,,-,-,-,-,-,-,Mumbai
1721,Honda,City,,2014,Manual,Diesel,"77,580 km",1st,"6,75,000",Mumbai
1722,Ford,Ecosport,,2017,Manual,Diesel,"24,000 km",1st,"8,50,000",Mumbai
1723,Mercedes-Benz,New C-Class,,2017,Automatic,Diesel,"52,000 km",2nd,"24,40,000",Mumbai
1724,Maruti Suzuki,Alto K10,,2015,Manual,CNG & Hybrids,"38,000 km",2nd,"3,25,000",Mumbai
1725,Hyundai,Creta,,2016,Manual,Petrol,"41,637 km",1st,"9,45,000",Mumbai
1726,Mitsubishi,Pajero Sport,,2013,Manual,Diesel,"117,000 km",1st,"9,75,000",Mumbai
1727,Mercedes-Benz,E-Class,,2019,Automatic,Diesel,"9,750 km",1st,"64,99,999",Mumbai
1728,Volkswagen,Vento,,2017,Automatic,Petrol,"49,000 km",1st,"8,65,000",Mumbai
1729,Maruti Suzuki,S Cross,,2019,Manual,Diesel,"29,000 km",1st,"9,65,000",Mumbai
1730,-,-,,-,-,-,-,-,-,Mumbai
1731,Maruti Suzuki,Ertiga,,2015,Manual,CNG & Hybrids,"72,600 km",1st,"7,21,000",Mumbai
1732,-,-,,-,-,-,-,-,-,Mumbai
1733,Ford,Ecosport,,2013,Manual,Diesel,"83,000 km",1st,"5,15,000",Mumbai
1734,Hyundai,Grand i10,,2015,Manual,Petrol,"24,000 km",1st,"4,25,000",Mumbai
1735,Maruti Suzuki,Celerio,,2016,Manual,CNG & Hybrids,"71,232 km",1st,"3,99,000",Mumbai
1736,Toyota,Etios Liva,,2012,Manual,Petrol,"63,100 km",2nd,"2,75,000",Mumbai
1737,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"63,500 km",1st,"5,65,000",Mumbai
1738,Hyundai,Fluidic Verna,,2012,Manual,Petrol,"40,000 km",1st,"4,50,000",Mumbai
1739,Jeep,Compass,,2018,Automatic,Petrol,"14,000 km",1st,"16,50,000",Mumbai
1740,Honda,Amaze,,2014,Manual,Diesel,"28,000 km",2nd,"4,65,000",Mumbai
1741,-,-,,-,-,-,-,-,-,Mumbai
1742,Mercedes-Benz,New C-Class,,2015,Automatic,Petrol,"20,000 km",1st,"21,90,000",Mumbai
1743,Mahindra,XUV500,,2019,Automatic,Diesel,"68,434 km",1st,"17,95,000",Mumbai
1744,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"48,000 km",2nd,"7,25,000",Mumbai
1745,Renault,Duster,,2012,Manual,Diesel,"110,000 km",1st,"4,50,000",Mumbai
1746,Nissan,Terrano,,2014,Manual,Diesel,"68,354 km",1st,"5,38,000",Mumbai
1747,Hyundai,i20,,2015,Manual,Diesel,"68,000 km",1st,"4,85,000",Mumbai
1748,Toyota,Others,,2021,Automatic,Petrol,0 km,-,"11,79,900",Mumbai
1749,Force Motors,Trax Cruiser,,2019,Manual,Diesel,"100,000 km",1st,"10,00,000",Mumbai
1750,Mahindra,XUV500,,2016,Manual,Diesel,"80,000 km",1st,"10,99,999",Mumbai
1751,Tata,Safari,,2007,Manual,Diesel,"183,333 km",2nd,"2,50,000",Mumbai
1752,Volkswagen,Polo,,2011,Manual,Petrol,"68,000 km",2nd,"2,65,000",Mumbai
1753,Tata,Indica Vista,,2010,Manual,Diesel,"88,000 km",2nd,"2,55,000",Mumbai
1754,Maruti Suzuki,Wagon R,,2009,Manual,Petrol,"51,000 km",2nd,"1,60,000",Mumbai
1755,Maruti Suzuki,Wagon R,,2009,Manual,Petrol,"51,000 km",2nd,"1,60,000",Mumbai
1756,Toyota,Innova,,2009,Manual,Diesel,"100,000 km",1st,"6,50,000",Mumbai
1757,Toyota,Qualis,,2003,Manual,Diesel,"200,000 km",2nd,"1,50,000",Mumbai
1758,Hyundai,Grand i10,,2018,Manual,Petrol,18 km,1st,"5,00,000",Mumbai
1759,Honda,City,,2013,Manual,Petrol,"43,000 km",1st,"4,55,000",Mumbai
1760,BMW,X1,,2019,Automatic,Petrol,"24,000 km",1st,"31,90,000",Mumbai
1761,Maruti Suzuki,Vitara Brezza,,2019,Automatic,Diesel,"19,000 km",1st,"10,65,000",Mumbai
1762,Skoda,Kodiaq,,2020,Automatic,Diesel,"11,123 km",1st,"38,50,000",Mumbai
1763,Maruti Suzuki,Ciaz,,2015,Manual,Diesel,"79,328 km",1st,"6,00,000",Mumbai
1764,Hyundai,Creta,,2016,Automatic,Petrol,"36,000 km",1st,"9,50,000",Mumbai
1765,Mahindra,Jeep,,2003,Manual,Diesel,"30,000 km",-,"5,11,000",Mumbai
