,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
680,-,-,,-,-,-,-,-,-,Mumbai
681,Audi,Q5,,2018,Automatic,Diesel,"65,000 km",-,"48,00,000",Mumbai
682,Audi,Q7,,2015,Automatic,Diesel,"105,000 km",1st,"23,50,000",Mumbai
683,Hyundai,Grand i10,,2015,Manual,Petrol,"24,000 km",1st,"4,25,000",Mumbai
684,Renault,Scala,,2012,Manual,CNG & Hybrids,"90,000 km",1st,"2,65,000",Mumbai
685,Maruti Suzuki,Ertiga,,2015,Manual,CNG & Hybrids,"72,600 km",1st,"7,21,000",Mumbai
686,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"63,500 km",1st,"5,65,000",Mumbai
687,Jeep,Compass,,2018,Automatic,Petrol,"14,000 km",1st,"16,50,000",Mumbai
688,Maruti Suzuki,Ertiga,,2017,Manual,Diesel,"19,600 km",1st,"8,75,000",Mumbai
689,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"48,000 km",2nd,"7,25,000",Mumbai
690,Mahindra,XUV500,,2019,Automatic,Diesel,"68,434 km",1st,"17,95,000",Mumbai
691,Hyundai,Fluidic Verna,,2012,Manual,Petrol,"40,000 km",1st,"4,50,000",Mumbai
692,Datsun,RediGO,,2017,-,-,"17,200 km",1st,"3,00,000",Mumbai
693,Mahindra,XUV500,,2015,Manual,Diesel,"81,000 km",1st,"6,90,000",Mumbai
694,Toyota,Innova Crysta,,2017,Automatic,Diesel,"34,000 km",1st,"20,25,000",Mumbai
695,Maruti Suzuki,Swift,,2012,Manual,Diesel,"115,000 km",1st,"3,65,000",Mumbai
696,Hyundai,i10,,2011,Manual,Petrol,"65,000 km",1st,"2,25,000",Mumbai
697,Nissan,Terrano,,2015,Manual,Diesel,"90,000 km",1st,"7,50,000",Mumbai
698,Maruti Suzuki,Celerio,,2016,Manual,Diesel,"85,000 km",1st,"4,40,000",Mumbai
699,Toyota,Innova,,2010,-,Diesel,"127,000 km",1st,"5,70,000",Mumbai
700,-,-,,-,-,-,-,-,-,Mumbai
701,Hyundai,Grand i10,,2017,Manual,Petrol,"28,935 km",-,"5,35,000",Mumbai
702,Tata,Others,,2018,Manual,Diesel,"15,000 km",1st,"8,11,000",Mumbai
703,Hyundai,i10,,2011,Manual,Petrol,"50,000 km",2nd,"2,24,000",Mumbai
704,Maruti Suzuki,S Cross,,2018,Manual,Diesel,"46,000 km",1st,"9,25,000",Mumbai
705,Maruti Suzuki,Swift,,2005,Manual,Petrol,"14,800 km",1st,"1,65,000",Mumbai
706,Hyundai,i20,,2011,Manual,Petrol,"71,000 km",2nd,"2,89,999",Mumbai
707,Honda,Jazz,,2017,Manual,Petrol,"15,000 km",1st,"5,75,000",Mumbai
708,Maruti Suzuki,Wagon R Stingray,,2014,Manual,Petrol,"79,852 km",1st,"3,00,000",Mumbai
709,Hyundai,i10,,2013,Manual,Petrol,"51,000 km",1st,"2,98,900",Mumbai
710,-,-,,-,-,-,-,-,-,Mumbai
711,Maruti Suzuki,Wagon R,,2016,Automatic,Petrol,"26,000 km",1st,"3,99,000",Mumbai
712,Maruti Suzuki,Ertiga,,2017,Manual,Diesel,"23,000 km",1st,"8,55,000",Mumbai
713,Honda,City ZX,,2006,Manual,Petrol,"62,421 km",4th,"1,12,000",Mumbai
714,Maruti Suzuki,Ertiga,,2019,Automatic,Petrol,"17,000 km",1st,"10,75,111",Mumbai
715,Hyundai,Verna,,2009,Manual,Diesel,"65,307 km",1st,"2,75,000",Mumbai
716,Maruti Suzuki,Celerio X,,2018,Automatic,Petrol,"12,000 km",1st,"4,95,000",Mumbai
717,Mahindra,XUV500,,2012,Manual,Diesel,"95,000 km",-,"5,40,000",Mumbai
718,Honda,Amaze,,2016,Manual,Petrol,"61,906 km",1st,"4,45,000",Mumbai
719,Maruti Suzuki,Baleno,,2005,Manual,CNG & Hybrids,"75,000 km",3rd,"98,000",Mumbai
720,BMW,X1,,2019,Automatic,Petrol,"24,000 km",1st,"31,90,000",Mumbai
721,Maruti Suzuki,Vitara Brezza,,2019,Automatic,Diesel,"19,000 km",1st,"10,65,000",Mumbai
722,Skoda,Kodiaq,,2020,Automatic,Diesel,"11,123 km",1st,"38,50,000",Mumbai
723,Maruti Suzuki,Ciaz,,2015,Manual,Diesel,"79,328 km",1st,"6,00,000",Mumbai
724,Hyundai,Creta,,2016,Automatic,Petrol,"36,000 km",1st,"9,50,000",Mumbai
725,Mahindra,Jeep,,2003,Manual,Diesel,"30,000 km",-,"5,11,000",Mumbai
726,Hyundai,EON,,2012,Manual,Petrol,"65,000 km",2nd,"2,15,000",Mumbai
727,Maruti Suzuki,Celerio,,2015,Automatic,Petrol,"53,000 km",1st,"4,28,000",Mumbai
728,-,-,,-,-,-,-,-,-,Mumbai
729,Mahindra,Scorpio,,2019,Manual,Diesel,"51,000 km",1st,"11,00,000",Mumbai
730,Maruti Suzuki,Ertiga,,2016,Manual,Diesel,"30,000 km",1st,"8,45,000",Mumbai
731,Hyundai,i20,,2011,Manual,Petrol,"76,000 km",2nd,"2,61,000",Mumbai
732,Maruti Suzuki,Vitara Brezza,,2018,Manual,Diesel,"32,000 km",1st,"9,70,000",Mumbai
733,Toyota,Innova,,2014,Manual,Diesel,"31,000 km",1st,"10,60,000",Mumbai
734,Skoda,Fabia,,2009,Manual,Petrol,"69,000 km",1st,"1,85,000",Mumbai
735,Hyundai,Verna,,2012,Manual,Petrol,"66,000 km",1st,"4,55,000",Mumbai
736,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"51,000 km",1st,"7,15,000",Mumbai
737,Hyundai,Getz,,2005,Manual,Petrol,"51,443 km",2nd,"1,01,000",Mumbai
738,Tata,Safari,,2008,Manual,Diesel,"103,600 km",1st,"2,63,500",Mumbai
739,Toyota,Innova,,2011,Manual,Diesel,"139,579 km",1st,"6,99,000",Mumbai
740,Maruti Suzuki,Wagon R 1.0,,2010,Manual,Petrol,"20,680 km",2nd,"2,30,000",Mumbai
741,-,-,,-,-,-,-,-,-,Mumbai
742,Volkswagen,Ameo,,2016,Manual,Petrol,"59,931 km",1st,"4,00,500",Mumbai
743,Maruti Suzuki,Alto,,2006,Manual,Petrol,"55,450 km",1st,"98,000",Mumbai
744,Tata,Indica,,2004,Manual,Diesel,"80,746 km",1st,"88,000",Mumbai
745,Hyundai,i10,,2012,Manual,Petrol,"74,000 km",1st,"3,30,000",Mumbai
746,Renault,Triber,,2020,Manual,Petrol,"3,000 km",1st,"6,45,000",Mumbai
747,Audi,Q3,,2015,Automatic,Diesel,"43,000 km",1st,"19,90,000",Mumbai
748,Maruti Suzuki,Swift,,2014,Manual,Diesel,"45,000 km",1st,"4,85,000",Mumbai
749,Maruti Suzuki,Swift Dzire,,2018,Manual,Petrol,"52,500 km",1st,"6,87,000",Mumbai
750,Maruti Suzuki,Swift Dzire,,2019,Manual,Diesel,"34,000 km",1st,"7,99,000",Mumbai
751,-,-,,-,-,-,-,-,-,Mumbai
752,Hyundai,i20,,2011,Manual,Diesel,"63,000 km",2nd,"3,75,000",Mumbai
753,Hyundai,EON,,2018,Manual,Petrol,"25,000 km",2nd,"2,70,000",Mumbai
754,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"48,000 km",1st,"8,75,000",Mumbai
755,Maruti Suzuki,Wagon R,,2014,Manual,CNG & Hybrids,"60,000 km",1st,"3,60,000",Mumbai
756,Hyundai,Santro Xing,,2009,Manual,Petrol,"47,000 km",2nd,"1,45,000",Mumbai
757,Nissan,Terrano,,2017,Automatic,Diesel,"68,000 km",1st,"9,25,000",Mumbai
758,Tata,Indica V2,,2004,Manual,Diesel,"80,746 km",1st,"88,000",Mumbai
759,Maruti Suzuki,Ertiga,,2016,Manual,Diesel,"85,000 km",1st,"7,60,000",Mumbai
760,Honda,City,,2011,Automatic,Petrol,"43,721 km",-,"4,00,000",Mumbai
761,Volkswagen,Polo,,2017,Manual,Petrol,"36,100 km",1st,"5,75,000",Mumbai
762,Honda,Jazz,,2016,Automatic,Petrol,"70,000 km",1st,"6,61,000",Mumbai
763,Honda,City,,2014,Automatic,Petrol,"39,000 km",1st,"5,95,000",Mumbai
764,Toyota,Innova,,2011,Manual,Diesel,"195,000 km",1st,"6,61,000",Mumbai
765,Maruti Suzuki,Others,,2019,Manual,Diesel,"31,000 km",1st,"4,41,000",Mumbai
766,Honda,City,,2012,Manual,Petrol,"47,000 km",1st,"5,15,000",Mumbai
767,Honda,City,,2012,Automatic,Petrol,"47,000 km",1st,"5,15,000",Mumbai
768,Hyundai,Verna,,2010,Manual,Diesel,"96,000 km",2nd,"2,65,000",Mumbai
769,Audi,A4,,2018,Automatic,Diesel,"11,261 km",1st,"34,00,000",Mumbai
770,Toyota,Innova,,2010,Manual,Diesel,"70,000 km",-,"5,25,000",Mumbai
771,Mahindra,Scorpio,,2015,Manual,Diesel,"51,000 km",1st,"7,78,000",Mumbai
772,Honda,Amaze,,2013,Manual,Diesel,"58,000 km",1st,"4,25,013",Mumbai
773,Honda,City,,2013,Automatic,Petrol,"62,000 km",2nd,"4,75,000",Mumbai
774,Maruti Suzuki,Vitara Brezza,,2019,Manual,Diesel,"27,000 km",1st,"10,90,000",Mumbai
775,Volkswagen,Vento,,2011,Automatic,Petrol,"68,000 km",3rd,"3,35,000",Mumbai
776,Honda,Amaze,,2015,Manual,Diesel,"55,000 km",1st,"4,75,000",Mumbai
777,Mahindra,Xylo,,2009,Manual,Diesel,"92,000 km",1st,"2,49,000",Mumbai
778,Mercedes-Benz,E-Class,,2012,Automatic,Diesel,"66,563 km",2nd,"13,50,000",Mumbai
779,Toyota,Innova,,2012,Manual,Diesel,"111,000 km",1st,"7,36,000",Mumbai
780,Maruti Suzuki,Baleno,,2021,Manual,Petrol,1 km,-,"6,61,370",Mumbai
781,Volkswagen,Vento,,2012,Manual,Diesel,"88,200 km",1st,"3,66,000",Mumbai
782,Hyundai,Others,,2021,Manual,Petrol,1 km,-,"6,55,309",Mumbai
783,Volkswagen,Polo,,2014,Manual,Petrol,"12,000 km",2nd,"3,95,000",Mumbai
784,Maruti Suzuki,Baleno,,2016,Automatic,Petrol,"29,000 km",1st,"6,25,000",Mumbai
785,Toyota,Fortuner,,2017,Automatic,Diesel,"109,000 km",1st,"27,50,000",Mumbai
786,Hyundai,i20,,2014,Manual,Petrol,"62,000 km",1st,"4,21,000",Mumbai
787,Volkswagen,Polo,,2013,Manual,Petrol,"64,000 km",1st,"3,65,000",Mumbai
788,Maruti Suzuki,Grand Vitara,,2019,Automatic,Diesel,"19,000 km",1st,"10,80,000",Mumbai
789,Toyota,Innova,,2016,Manual,Diesel,"115,000 km",1st,"11,00,000",Mumbai
790,Honda,New Accord,,2010,Manual,Petrol,"52,000 km",-,"3,85,000",Mumbai
791,Honda,City,,2014,Manual,Petrol,"59,000 km",1st,"6,45,000",Mumbai
792,Toyota,Innova,,2012,Manual,Diesel,"80,000 km",1st,"7,75,000",Mumbai
793,Volkswagen,Polo,,2014,Manual,Petrol,"40,000 km",1st,"4,60,000",Mumbai
794,Hyundai,i20,,2014,Manual,Petrol,"34,000 km",1st,"4,60,000",Mumbai
795,Toyota,Fortuner,,2015,Manual,Diesel,"119,000 km",1st,"17,00,000",Mumbai
796,Toyota,Innova,,2008,Manual,Diesel,"239,400 km",1st,"4,50,000",Mumbai
797,Toyota,Fortuner,,2009,Manual,Diesel,"145,000 km",3rd,"9,25,000",Mumbai
798,Hyundai,i20,,2014,Manual,Petrol,"61,000 km",1st,"4,75,000",Mumbai
799,Maruti Suzuki,Swift Dzire,,2010,Manual,Diesel,"90,000 km",2nd,"3,13,013",Mumbai
800,-,-,,-,-,-,-,-,-,Mumbai
801,-,-,,-,-,-,-,-,-,Mumbai
802,Renault,Scala,,2013,Manual,Diesel,"66,000 km",1st,"3,25,000",Mumbai
803,Audi,Q5,,2014,Automatic,Diesel,"147,000 km",1st,"13,99,000",Mumbai
804,Toyota,Etios,,2014,Manual,Diesel,"67,000 km",1st,"5,22,000",Mumbai
805,Maruti Suzuki,Eeco,,2015,Manual,CNG & Hybrids,"68,000 km",1st,"3,85,000",Mumbai
806,Maruti Suzuki,Baleno,,2018,Manual,Petrol,"27,000 km",1st,"6,90,000",Mumbai
807,Toyota,Innova Crysta,,2017,Automatic,Diesel,"92,000 km",1st,"20,90,000",Mumbai
808,Honda,City,,2012,Automatic,Petrol,"47,000 km",1st,"5,15,000",Mumbai
809,Volkswagen,Polo,,2015,Manual,Petrol,"22,000 km",1st,"4,88,000",Mumbai
810,Toyota,Corolla Altis,,2010,Manual,Petrol,"82,053 km",2nd,"3,50,000",Mumbai
811,Maruti Suzuki,Swift Dzire,,2017,Manual,Petrol,"17,300 km",1st,"6,26,000",Mumbai
812,Skoda,Rapid,,2015,Automatic,Diesel,"48,000 km",1st,"6,49,013",Mumbai
813,Toyota,Innova,,2016,Manual,Diesel,"119,000 km",1st,"11,74,999",Mumbai
814,Maruti Suzuki,Swift Dzire,,2016,Manual,Petrol,"32,000 km",1st,"5,75,000",Mumbai
815,Hyundai,i20,,2010,Manual,Petrol,"61,000 km",2nd,"2,80,000",Mumbai
816,Volkswagen,Polo,,2015,Manual,Petrol,"24,000 km",1st,"4,85,000",Mumbai
817,Maruti Suzuki,Swift Dzire,,2014,Manual,Petrol,"57,000 km",1st,"4,99,000",Mumbai
818,Volkswagen,Vento,,2013,Manual,Diesel,"63,000 km",2nd,"4,25,000",Mumbai
819,Maruti Suzuki,Swift,,2013,Manual,Diesel,"125,000 km",1st,"5,35,000",Mumbai
820,Mercedes-Benz,E-Class,,2015,Automatic,Diesel,"70,000 km",1st,"20,50,000",Mumbai
821,Maruti Suzuki,Swift Dzire,,2016,Automatic,Diesel,"75,000 km",2nd,"6,25,000",Mumbai
822,Audi,A6,,2014,Automatic,Diesel,"75,000 km",1st,"16,75,000",Mumbai
823,Hyundai,i20,,2012,Manual,Diesel,"55,896 km",2nd,"3,50,000",Mumbai
824,Tata,Nexon,,2017,Manual,Petrol,"26,000 km",1st,"7,75,000",Mumbai
825,-,-,,-,-,-,-,-,-,Mumbai
826,Hyundai,Xcent,,2017,Manual,Diesel,"200,000 km",1st,"2,05,000",Mumbai
827,Maruti Suzuki,Ritz,,2010,Manual,Petrol,"75,000 km",1st,"2,00,000",Mumbai
828,-,-,,-,-,-,-,-,-,Mumbai
829,Maruti Suzuki,800,,2002,Manual,Petrol,"65,000 km",2nd,"36,000",Mumbai
830,Hyundai,Venue,,2019,Manual,Petrol,"23,916 km",1st,"8,75,000",Mumbai
831,Mahindra,Scorpio,,2015,Manual,Diesel,"52,123 km",1st,"7,75,000",Mumbai
832,Maruti Suzuki,Alto 800,,2013,Manual,CNG & Hybrids,"51,000 km",1st,"2,90,000",Mumbai
833,Maruti Suzuki,Wagon R,,2021,Manual,CNG & Hybrids,123 km,1st,"15,000",Mumbai
834,Chevrolet,Enjoy,,2014,Manual,Diesel,"70,123 km",1st,"3,25,000",Mumbai
835,Land Rover,Range Rover Evoque,,2013,Automatic,Diesel,"60,000 km",1st,"22,75,000",Mumbai
836,Toyota,Corolla Altis,,2014,Automatic,Petrol,"85,000 km",1st,"8,40,000",Mumbai
837,Ford,Fiesta,,2007,Manual,Petrol,"65,300 km",1st,"1,50,000",Mumbai
838,-,-,,-,-,-,-,-,-,Mumbai
839,Mercedes-Benz,New C-Class,,2011,Automatic,Diesel,"56,000 km",2nd,"7,20,001",Mumbai
840,Mercedes-Benz,E-Class,,2012,Automatic,Petrol,"65,000 km",2nd,"11,25,000",Mumbai
841,-,-,,-,-,-,-,-,-,Mumbai
842,Toyota,Innova Crysta,,2018,Manual,Diesel,"13,000 km",1st,"18,00,000",Mumbai
843,Hyundai,Getz Prime,,2008,Manual,CNG & Hybrids,"99,000 km",2nd,"1,11,000",Mumbai
844,Toyota,Innova,,2008,Manual,Diesel,"150,000 km",1st,"4,75,000",Mumbai
845,Mahindra,Scorpio,,2008,Manual,Diesel,"58,000 km",2nd,"3,55,000",Mumbai
846,Maruti Suzuki,Wagon R 1.0,,2011,Manual,Petrol,"20,000 km",1st,"2,55,000",Mumbai
847,Tata,Indica Vista,,2014,Manual,Petrol,"37,000 km",1st,"2,49,000",Mumbai
848,Maruti Suzuki,Swift Dzire,,2017,Automatic,Petrol,"55,000 km",1st,"6,60,000",Mumbai
849,Jeep,Compass,,2017,Manual,Diesel,"21,600 km",1st,"14,25,000",Mumbai
850,Toyota,Innova,,2009,Manual,Diesel,"73,000 km",1st,"6,25,001",Mumbai
851,Skoda,Octavia,,2007,Manual,Diesel,"91,000 km",3rd,"1,29,000",Mumbai
852,Hyundai,Xcent,,2017,Manual,Petrol,"15,000 km",1st,"4,95,000",Mumbai
853,Hyundai,Grand i10,,2014,Manual,Diesel,"95,000 km",1st,"3,99,000",Mumbai
854,Maruti Suzuki,Swift,,2012,Manual,Diesel,"90,000 km",1st,"3,75,000",Mumbai
855,Maruti Suzuki,Zen,,2006,Manual,Petrol,"60,000 km",3rd,"1,10,000",Mumbai
856,Hyundai,Grand i10,,2019,Manual,Petrol,"15,000 km",1st,"5,50,000",Mumbai
857,-,-,,-,-,-,-,-,-,Mumbai
858,Maruti Suzuki,Ertiga,,2012,Manual,Diesel,"72,000 km",1st,"6,11,000",Mumbai
859,Maruti Suzuki,Celerio,,2017,Automatic,Petrol,"22,000 km",1st,"4,75,000",Mumbai
860,-,-,,-,-,-,-,-,-,Mumbai
861,Maruti Suzuki,Baleno,,2016,Manual,Petrol,"64,136 km",-,"5,22,000",Mumbai
862,Ford,Figo,,2015,Manual,Petrol,"5,815 km",-,"4,30,000",Mumbai
863,Maruti Suzuki,Swift,,2016,Manual,Petrol,"20,000 km",1st,"6,00,000",Mumbai
864,Honda,Civic,,2008,Manual,Petrol,"81,000 km",2nd,"2,02,000",Mumbai
865,Hyundai,Accent,,2009,Manual,Petrol,"85,000 km",1st,"1,35,000",Mumbai
866,-,-,,-,-,-,-,-,-,Mumbai
867,Hyundai,Creta,,2017,Automatic,Diesel,"58,696 km",1st,"13,25,000",Mumbai
868,Honda,Jazz,,2015,Manual,Petrol,"21,000 km",1st,"5,01,000",Mumbai
869,Maruti Suzuki,Alto,,2011,Manual,CNG & Hybrids,"100,000 km",2nd,"1,75,000",Mumbai
870,Skoda,Laura,,2011,Manual,Diesel,"141,002 km",2nd,"2,90,000",Mumbai
871,Tata,Others,,2016,Manual,Diesel,21 km,1st,"3,91,000",Mumbai
872,Ashok Leyland,Stile,,2018,Manual,Diesel,"100,000 km",1st,"5,50,000",Mumbai
873,Opel,Corsa,,2005,Manual,Petrol,"100,000 km",2nd,"90,000",Mumbai
874,Maruti Suzuki,Ertiga,,2015,Manual,Diesel,"88,000 km",2nd,"6,11,000",Mumbai
875,Chevrolet,Cruze,,2011,Manual,Diesel,"75,000 km",2nd,"2,80,000",Mumbai
876,Mahindra,Verito Vibe,,2014,Manual,Diesel,"96,500 km",2nd,"2,55,000",Mumbai
877,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"76,000 km",2nd,"7,10,000",Mumbai
878,Mahindra,Scorpio,,2010,Manual,Diesel,"70,000 km",4th,"3,50,000",Mumbai
879,Hyundai,Santro,,2019,Automatic,Petrol,"15,000 km",1st,"5,75,000",Mumbai
880,-,-,,-,-,-,-,-,-,Mumbai
881,Hyundai,i20 Active,,2015,Manual,Diesel,"25,000 km",1st,"7,00,000",Mumbai
882,Maruti Suzuki,Alto K10,,2013,Manual,Petrol,"67,750 km",-,"2,55,000",Mumbai
883,Volkswagen,Vento,,2016,Manual,Petrol,"20,000 km",1st,"6,35,000",Mumbai
884,Volkswagen,Vento,,2011,Manual,Petrol,"74,649 km",2nd,"3,50,000",Mumbai
885,Maruti Suzuki,Swift,,2014,Manual,Petrol,"41,674 km",1st,"4,45,000",Mumbai
886,Maruti Suzuki,Swift,,2009,Manual,Diesel,"82,000 km",2nd,"2,80,000",Mumbai
887,Tata,Safari,,2013,Manual,Diesel,"88,000 km",1st,"3,71,000",Mumbai
888,Skoda,Superb,,2010,Automatic,Diesel,"63,000 km",2nd,"4,20,111",Mumbai
889,Mahindra,KUV 100,,2017,Manual,Petrol,"16,000 km",1st,"4,59,999",Mumbai
890,Volkswagen,Polo,,2013,Manual,Diesel,"105,000 km",3rd,"3,00,000",Mumbai
891,Mercedes-Benz,Others,,2006,Automatic,Petrol,"85,000 km",2nd,"3,35,000",Mumbai
892,Tata,Nano,,2013,Manual,Petrol,"69,000 km",2nd,"75,000",Mumbai
893,Toyota,Etios Liva,,2012,Manual,Diesel,"111,000 km",2nd,"3,75,000",Mumbai
894,Mahindra,Scorpio,,2017,Manual,Diesel,"66,000 km",1st,"9,30,000",Mumbai
895,Hyundai,EON,,2011,Manual,Petrol,"85,000 km",1st,"2,40,000",Mumbai
896,Tata,Nano,,2010,Manual,Petrol,"49,000 km",2nd,"49,000",Mumbai
897,Maruti Suzuki,Wagon R,,2019,Automatic,Petrol,"4,500 km",1st,"5,80,000",Mumbai
898,Maruti Suzuki,Wagon R,,2018,Manual,CNG & Hybrids,"150,000 km",1st,"3,00,000",Mumbai
899,-,-,,-,-,-,-,-,-,Mumbai
900,-,-,,-,-,-,-,-,-,Mumbai
901,Toyota,Corolla Altis,,2014,Manual,Diesel,"61,674 km",1st,"9,50,000",Mumbai
902,Audi,A4,,2011,Automatic,Diesel,"62,000 km",2nd,"8,99,999",Mumbai
903,Hyundai,Verna,,2010,Manual,Diesel,"96,000 km",2nd,"2,65,000",Mumbai
904,Hyundai,i10,,2010,Manual,Petrol,"43,000 km",2nd,"1,75,000",Mumbai
905,Maruti Suzuki,Alto K10,,2014,Manual,Petrol,"29,289 km",1st,"3,00,000",Mumbai
906,Maruti Suzuki,Swift,,2013,Manual,Diesel,"125,000 km",1st,"5,35,000",Mumbai
907,Honda,CR-V,,2008,Manual,Petrol,"180,000 km",3rd,"3,75,000",Mumbai
908,BMW,3 Series,,2013,Automatic,Diesel,"62,000 km",1st,"13,95,000",Mumbai
909,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"71,000 km",1st,"8,25,000",Mumbai
910,Hyundai,i20,,2013,Manual,Petrol,"30,659 km",1st,"3,25,000",Mumbai
911,Maruti Suzuki,Alto K10,,2010,-,Petrol,"55,000 km",2nd,"1,65,000",Mumbai
912,Maruti Suzuki,Celerio,,2015,Automatic,Petrol,"52,000 km",1st,"4,35,000",Mumbai
913,Tata,Indica Vista,,2011,Manual,Diesel,"56,500 km",1st,"2,87,000",Mumbai
914,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"74,000 km",1st,"8,35,000",Mumbai
915,Volkswagen,Vento,,2015,Automatic,Petrol,"63,500 km",1st,"5,50,000",Mumbai
916,Maruti Suzuki,Swift,,2014,Manual,Petrol,"22,000 km",1st,"4,45,000",Mumbai
917,Maruti Suzuki,Omni,,2008,Manual,Petrol,"91,000 km",2nd,"1,35,000",Mumbai
918,Hyundai,Santro Xing,,2010,Manual,Petrol,"54,000 km",1st,"1,80,000",Mumbai
919,Ford,Ecosport,,2013,Manual,Diesel,"83,000 km",1st,"5,15,000",Mumbai
920,-,-,,-,-,-,-,-,-,Mumbai
921,Audi,Q5,,2018,Automatic,Diesel,"65,000 km",-,"48,00,000",Mumbai
922,Audi,Q7,,2015,Automatic,Diesel,"105,000 km",1st,"23,50,000",Mumbai
923,Hyundai,Grand i10,,2015,Manual,Petrol,"24,000 km",1st,"4,25,000",Mumbai
924,Renault,Scala,,2012,Manual,CNG & Hybrids,"90,000 km",1st,"2,65,000",Mumbai
925,Maruti Suzuki,Ertiga,,2015,Manual,CNG & Hybrids,"72,600 km",1st,"7,21,000",Mumbai
926,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"63,500 km",1st,"5,65,000",Mumbai
927,Jeep,Compass,,2018,Automatic,Petrol,"14,000 km",1st,"16,50,000",Mumbai
928,Maruti Suzuki,Ertiga,,2017,Manual,Diesel,"19,600 km",1st,"8,75,000",Mumbai
929,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"48,000 km",2nd,"7,25,000",Mumbai
930,Mahindra,XUV500,,2019,Automatic,Diesel,"68,434 km",1st,"17,95,000",Mumbai
931,Hyundai,Fluidic Verna,,2012,Manual,Petrol,"40,000 km",1st,"4,50,000",Mumbai
932,Datsun,RediGO,,2017,-,-,"17,200 km",1st,"3,00,000",Mumbai
933,Mahindra,XUV500,,2015,Manual,Diesel,"81,000 km",1st,"6,90,000",Mumbai
934,Toyota,Innova Crysta,,2017,Automatic,Diesel,"34,000 km",1st,"20,25,000",Mumbai
935,Maruti Suzuki,Swift,,2012,Manual,Diesel,"115,000 km",1st,"3,65,000",Mumbai
936,Hyundai,i10,,2011,Manual,Petrol,"65,000 km",1st,"2,25,000",Mumbai
937,Nissan,Terrano,,2015,Manual,Diesel,"90,000 km",1st,"7,50,000",Mumbai
938,Maruti Suzuki,Celerio,,2016,Manual,Diesel,"85,000 km",1st,"4,40,000",Mumbai
939,Toyota,Innova,,2010,-,Diesel,"127,000 km",1st,"5,70,000",Mumbai
940,-,-,,-,-,-,-,-,-,Mumbai
941,Hyundai,Grand i10,,2017,Manual,Petrol,"28,935 km",-,"5,35,000",Mumbai
942,Tata,Others,,2018,Manual,Diesel,"15,000 km",1st,"8,11,000",Mumbai
943,Hyundai,i10,,2011,Manual,Petrol,"50,000 km",2nd,"2,24,000",Mumbai
944,Maruti Suzuki,S Cross,,2018,Manual,Diesel,"46,000 km",1st,"9,25,000",Mumbai
945,Maruti Suzuki,Swift,,2005,Manual,Petrol,"14,800 km",1st,"1,65,000",Mumbai
946,Hyundai,i20,,2011,Manual,Petrol,"71,000 km",2nd,"2,89,999",Mumbai
947,Honda,Jazz,,2017,Manual,Petrol,"15,000 km",1st,"5,75,000",Mumbai
948,Maruti Suzuki,Wagon R Stingray,,2014,Manual,Petrol,"79,852 km",1st,"3,00,000",Mumbai
949,Hyundai,i10,,2013,Manual,Petrol,"51,000 km",1st,"2,98,900",Mumbai
950,-,-,,-,-,-,-,-,-,Mumbai
951,Maruti Suzuki,Wagon R,,2016,Automatic,Petrol,"26,000 km",1st,"3,99,000",Mumbai
952,Maruti Suzuki,Ertiga,,2017,Manual,Diesel,"23,000 km",1st,"8,55,000",Mumbai
953,Honda,City ZX,,2006,Manual,Petrol,"62,421 km",4th,"1,12,000",Mumbai
954,Maruti Suzuki,Ertiga,,2019,Automatic,Petrol,"17,000 km",1st,"10,75,111",Mumbai
955,Hyundai,Verna,,2009,Manual,Diesel,"65,307 km",1st,"2,75,000",Mumbai
956,Maruti Suzuki,Celerio X,,2018,Automatic,Petrol,"12,000 km",1st,"4,95,000",Mumbai
957,Mahindra,XUV500,,2012,Manual,Diesel,"95,000 km",-,"5,40,000",Mumbai
958,Honda,Amaze,,2016,Manual,Petrol,"61,906 km",1st,"4,45,000",Mumbai
959,Maruti Suzuki,Baleno,,2005,Manual,CNG & Hybrids,"75,000 km",3rd,"98,000",Mumbai
960,Hyundai,Elite i20,,2017,Manual,Diesel,"61,890 km",1st,"6,83,600",Mumbai
961,Nissan,Micra Active,,2017,Manual,Petrol,"21,062 km",-,"4,33,000",Mumbai
962,BMW,3 Series,,2013,Automatic,Diesel,"47,000 km",1st,"15,50,000",Mumbai
963,Volkswagen,Polo,,2015,Manual,Petrol,"22,000 km",1st,"4,85,000",Mumbai
964,Maruti Suzuki,Ciaz,,2018,Automatic,Petrol,"36,000 km",1st,"9,80,000",Mumbai
965,Maruti Suzuki,Ertiga,,2019,Automatic,Petrol,"32,000 km",1st,"10,60,000",Mumbai
966,Hyundai,Elantra,,2016,Manual,Diesel,"46,000 km",1st,"12,25,000",Mumbai
