,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
2548,Maruti Suzuki,800,,2009,Manual,Petrol,"100,000 km",1st,"1,50,000",Chennai
2549,Maruti Suzuki,Ertiga,,2014,Manual,Diesel,"35,000 km",1st,"7,60,000",Chennai
2550,Ford,Fiesta,,2009,Manual,Diesel,"120,000 km",2nd,"1,65,000",Chennai
2551,Toyota,Innova,,2012,Manual,Diesel,"165,000 km",3rd,"5,75,000",Chennai
2552,Ford,Fiesta,,2010,Manual,Diesel,"68,000 km",3rd,"1,90,000",Chennai
2553,Maruti Suzuki,Ritz,,2013,Manual,Petrol,"84,000 km",2nd,"3,25,000",Chennai
2554,-,-,,-,-,-,-,-,-,Chennai
2555,Maruti Suzuki,Celerio,,2021,Manual,Petrol,"30,820 km",1st,"15,000",Chennai
2556,Hyundai,i20,,2010,Manual,Petrol,"72,000 km",2nd,"2,43,000",Chennai
2557,Tata,Zest,,2020,Manual,Diesel,"49,000 km",1st,"1,30,000",Chennai
2558,Toyota,Qualis,,2004,Manual,Diesel,"200,000 km",2nd,"2,99,999",Chennai
2559,Maruti Suzuki,Zen,,1998,Manual,Petrol,"80,586 km",2nd,"65,000",Chennai
2560,Volvo,V40,,2018,Automatic,Diesel,"59,000 km",1st,"19,50,000",Chennai
2561,Mahindra,Marazzo,,2019,Manual,Diesel,"49,050 km",1st,"13,35,001",Chennai
2562,Honda,City ZX,,2017,Automatic,Petrol,"25,000 km",1st,"11,75,000",Chennai
2563,Mahindra,Xylo,,2018,Manual,Diesel,"93,500 km",1st,"6,90,000",Chennai
2564,Ford,Figo,,2015,Automatic,Diesel,"99,000 km",2nd,"3,25,000",Chennai
2565,Maruti Suzuki,Swift Dzire,,2011,Manual,Petrol,"46,050 km",1st,"3,95,000",Chennai
2566,Maruti Suzuki,Others,,2010,Manual,Diesel,"66,000 km",1st,"5,00,000",Chennai
2567,Bajaj,Others,,2014,Automatic,LPG,"55,000 km",1st,"1,95,000",Chennai
2568,Mahindra,Xylo,,2011,Manual,Diesel,"94,000 km",1st,"5,80,000",Chennai
2569,Mahindra,XUV500,,2016,Manual,Diesel,"96,000 km",1st,"11,85,000",Chennai
2570,Hyundai,i20,,2012,Manual,Diesel,"85,000 km",1st,"3,50,000",Chennai
2571,Ford,Ecosport,,2013,Manual,Diesel,"85,000 km",2nd,"5,00,000",Chennai
2572,Maruti Suzuki,Ciaz,,2017,Manual,Diesel,"35,000 km",1st,"7,75,000",Chennai
2573,Maruti Suzuki,Swift Dzire,,2015,Manual,Petrol,"41,000 km",1st,"5,75,000",Chennai
2574,Volkswagen,Polo,,2016,Manual,Petrol,"44,000 km",1st,"5,65,000",Chennai
2575,Hyundai,Grand i10,,2014,Automatic,Petrol,"40,169 km",1st,"4,50,000",Chennai
2576,Mahindra,Scorpio,,2010,Manual,Diesel,"119,000 km",2nd,"4,75,000",Chennai
2577,Toyota,Etios,,2016,Manual,Diesel,"154,000 km",1st,"5,95,000",Chennai
2578,Maruti Suzuki,Ritz,,2016,Manual,Diesel,"110,000 km",1st,"3,10,000",Chennai
2579,Ford,Figo,,2011,Manual,Petrol,"7,600 km",1st,"3,00,000",Chennai
2580,Mahindra,Xylo,,2010,Manual,Diesel,"140,000 km",2nd,"4,50,000",Chennai
2581,Hyundai,Xcent,,2018,Manual,Diesel,"76,000 km",1st,"4,00,000",Chennai
2582,Mahindra,Scorpio,,2008,Manual,Diesel,"115,000 km",2nd,"4,65,000",Chennai
2583,Hyundai,Grand i10,,2014,-,Diesel,"85,500 km",1st,"4,85,000",Chennai
2584,Maruti Suzuki,Swift Dzire,,2013,Manual,Diesel,"110,000 km",1st,"5,25,000",Chennai
2585,Tata,Indica Vista,,2010,Manual,Diesel,"90,000 km",1st,"2,40,000",Chennai
2586,Maruti Suzuki,Alto,,2007,Manual,Petrol,"42,721 km",1st,"1,75,000",Chennai
2587,Volkswagen,Vento,,2015,Manual,Diesel,"45,000 km",1st,"6,50,000",Chennai
2588,Toyota,Fortuner,,2010,Manual,Diesel,"178,000 km",2nd,"10,75,000",Chennai
2589,Volkswagen,Polo,,2016,Manual,Petrol,"18,000 km",1st,"5,75,000",Chennai
2590,Maruti Suzuki,Alto 800,,2018,Manual,Petrol,"31,000 km",1st,"3,75,000",Chennai
2591,Maruti Suzuki,Swift,,2014,Manual,Diesel,"98,800 km",1st,"5,80,000",Chennai
2592,Maruti Suzuki,Alto,,2006,Manual,Petrol,"110,000 km",3rd,"1,45,000",Chennai
2593,Mahindra,XUV500,,2015,Manual,Diesel,"96,000 km",2nd,"11,50,000",Chennai
2594,Hyundai,Santro Xing,,2006,Manual,Petrol,"61,000 km",2nd,"1,25,000",Chennai
2595,Mercedes-Benz,CLS-Class,,2013,Automatic,Diesel,"58,000 km",2nd,"14,90,000",Chennai
2596,Maruti Suzuki,Ritz,,2009,-,Diesel,"78,000 km",2nd,"2,85,000",Chennai
2597,Maruti Suzuki,Celerio,,2015,Automatic,Petrol,"75,000 km",1st,"4,15,000",Chennai
2598,Tata,Others,,2016,Manual,Diesel,"58,000 km",2nd,"4,00,000",Chennai
2599,Maruti Suzuki,Omni,,2010,Automatic,LPG,"221,112 km",2nd,"70,000",Chennai
2600,Mahindra,Scorpio,,2008,Manual,Diesel,"80,000 km",1st,"4,25,000",Chennai
2601,Honda,Accord,,2010,Automatic,Petrol,"104,020 km",2nd,"6,75,000",Chennai
2602,Mercedes-Benz,AMG GT,,2013,Automatic,Diesel,"40,000 km",2nd,"13,00,000",Chennai
2603,Mitsubishi,Outlander,,2009,Automatic,Petrol,"73,000 km",3rd,"5,75,000",Chennai
2604,Ford,Figo Aspire,,2016,Manual,Diesel,"64,000 km",2nd,"5,20,000",Chennai
2605,Ford,Figo,,2011,Manual,Diesel,"72,000 km",2nd,"2,05,000",Chennai
2606,Hyundai,Fluidic Verna,,2019,Automatic,Diesel,"35,000 km",1st,"13,23,999",Chennai
2607,Tata,Others,,2019,-,Diesel,"30,000 km",1st,"4,50,000",Chennai
2608,Maruti Suzuki,Estilo,,2009,-,Petrol,"24,000 km",1st,"2,00,000",Chennai
2609,Maruti Suzuki,Swift,,2006,Manual,Petrol,"115,000 km",2nd,"2,68,000",Chennai
2610,Mahindra,Bolero,,2014,Manual,Diesel,"160,000 km",1st,"4,75,000",Chennai
2611,Hyundai,Elantra,,2013,Automatic,Petrol,"80,000 km",2nd,"8,85,000",Chennai
2612,Hyundai,Getz,,2006,Manual,Petrol,"85,000 km",2nd,"85,000",Chennai
2613,Premier,Rio,,2011,Manual,Diesel,"98,000 km",1st,"2,15,000",Chennai
2614,Hyundai,Elantra,,2006,Manual,Diesel,"165,000 km",2nd,"1,45,000",Chennai
2615,Hyundai,Santro Xing,,2003,Manual,Petrol,"101,378 km",4th,"1,55,000",Chennai
2616,Honda,City,,2002,Manual,Petrol,"100,000 km",1st,"1,85,000",Chennai
2617,Maruti Suzuki,Baleno,,2017,-,Diesel,"65,000 km",1st,"6,50,000",Chennai
2618,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"116,000 km",2nd,"4,99,999",Chennai
2619,Tata,Venture,,2017,Manual,Diesel,"54,000 km",2nd,"3,49,999",Chennai
2620,Renault,KWID,,2016,Manual,Petrol,"21,000 km",1st,"3,00,000",Chennai
2621,Ford,Figo,,2010,Manual,Diesel,"100,353 km",-,"2,50,000",Chennai
2622,Maruti Suzuki,Swift Dzire Tour,,2018,-,Diesel,"78,000 km",1st,"5,60,000",Chennai
2623,Maruti Suzuki,800,,1997,Manual,Petrol,"60,000 km",3rd,"35,000",Chennai
2624,Maruti Suzuki,Eeco,,2013,Manual,Petrol,"27,000 km",1st,"3,10,000",Chennai
2625,Toyota,Innova,,2007,Manual,Diesel,"185,000 km",2nd,"4,95,000",Chennai
2626,Maruti Suzuki,Omni,,2008,Manual,LPG,"89,000 km",2nd,"1,35,000",Chennai
2627,Force Motors,Force One,,2014,Manual,Diesel,100 km,2nd,"5,50,000",Chennai
2628,Maruti Suzuki,Swift,,2010,Manual,Diesel,"140,000 km",2nd,"4,00,000",Chennai
2629,Maruti Suzuki,Wagon R,,2011,Manual,Petrol,"74,000 km",1st,"2,90,000",Chennai
2630,Honda,City ZX,,2008,Manual,LPG,1 km,4th,"3,30,000",Chennai
2631,Ford,Fiesta Classic,,2015,Manual,Diesel,"100,552 km",1st,"3,50,000",Chennai
2632,Hyundai,Grand I 10,,2010,Manual,Petrol,"100,000 km",2nd,"2,55,000",Chennai
2633,Maruti Suzuki,Alto,,2008,Automatic,Petrol,"78,000 km",2nd,"1,20,000",Chennai
2634,Chevrolet,Optra Magnum,,2009,Automatic,Diesel,"130,000 km",2nd,"1,90,000",Chennai
2635,Hyundai,Verna,,2008,Manual,Petrol,"54,000 km",2nd,"2,10,000",Chennai
2636,Tata,Vista,,2009,Manual,Diesel,"155,000 km",1st,"89,000",Chennai
2637,Maruti Suzuki,Swift Dzire,,2013,Manual,Diesel,"96,900 km",2nd,"4,60,000",Chennai
2638,Maruti Suzuki,Baleno,,2017,Manual,Diesel,"48,950 km",2nd,"5,99,990",Chennai
2639,Chevrolet,Beat,,2012,Manual,Diesel,"114,000 km",2nd,"1,42,000",Chennai
2640,Maruti Suzuki,Swift Dzire,,2017,Manual,Diesel,"15,500 km",1st,"7,25,000",Chennai
2641,Toyota,Etios,,2012,Manual,Petrol,"9,600 km",1st,"4,90,000",Chennai
2642,Hyundai,Grand i10,,2018,Manual,Diesel,"58,000 km",1st,"3,50,000",Chennai
2643,Maruti Suzuki,Swift Dzire,,2014,Manual,Petrol,"58,500 km",2nd,"5,70,000",Chennai
2644,Tata,Zest,,2016,Manual,Diesel,"130,000 km",1st,"5,00,000",Chennai
2645,Toyota,Etios,,2015,Manual,Diesel,"155,000 km",2nd,"8,50,000",Chennai
2646,Maruti Suzuki,Wagon R Duo,,2007,Manual,Petrol,"73,658 km",2nd,"1,69,999",Chennai
2647,Toyota,Innova,,2007,Manual,Diesel,"200,000 km",3rd,"4,10,000",Chennai
2648,Mahindra,Bolero,,2011,Manual,Diesel,"90,000 km",2nd,"4,55,000",Chennai
2649,Toyota,Qualis,,2001,Manual,Diesel,"289,643 km",2nd,"1,65,000",Chennai
2650,-,-,,-,-,-,-,-,-,Chennai
2651,-,-,,-,-,-,-,-,-,Chennai
2652,-,-,,-,-,-,-,-,-,Chennai
2653,-,-,,-,-,-,-,-,-,Chennai
2654,-,-,,-,-,-,-,-,-,Chennai
2655,-,-,,-,-,-,-,-,-,Chennai
2656,-,-,,-,-,-,-,-,-,Chennai
2657,-,-,,-,-,-,-,-,-,Chennai
2658,-,-,,-,-,-,-,-,-,Chennai
2659,-,-,,-,-,-,-,-,-,Chennai
2660,-,-,,-,-,-,-,-,-,Chennai
2661,-,-,,-,-,-,-,-,-,Chennai
2662,-,-,,-,-,-,-,-,-,Chennai
2663,-,-,,-,-,-,-,-,-,Chennai
2664,-,-,,-,-,-,-,-,-,Chennai
2665,-,-,,-,-,-,-,-,-,Chennai
2666,-,-,,-,-,-,-,-,-,Chennai
2667,-,-,,-,-,-,-,-,-,Chennai
2668,-,-,,-,-,-,-,-,-,Chennai
2669,-,-,,-,-,-,-,-,-,Chennai
2670,-,-,,-,-,-,-,-,-,Chennai
2671,-,-,,-,-,-,-,-,-,Chennai
2672,-,-,,-,-,-,-,-,-,Chennai
2673,-,-,,-,-,-,-,-,-,Chennai
2674,-,-,,-,-,-,-,-,-,Chennai
2675,-,-,,-,-,-,-,-,-,Chennai
2676,-,-,,-,-,-,-,-,-,Chennai
2677,-,-,,-,-,-,-,-,-,Chennai
2678,Maruti Suzuki,Omni,,2011,Manual,LPG,"105,000 km",2nd,"2,50,000",Chennai
2679,Skoda,Rapid,,2018,Automatic,Diesel,"75,000 km",1st,"8,80,000",Chennai
2680,Maruti Suzuki,800,,2001,Manual,Petrol,"80,000 km",1st,"95,000",Chennai
2681,Maruti Suzuki,Eeco,,2021,Manual,Petrol,"1,200 km",1st,"4,98,000",Chennai
2682,Hyundai,Elite i20,,2016,Manual,Diesel,"80,000 km",1st,"5,30,000",Chennai
2683,Hyundai,i10,,2008,Manual,Petrol,"61,000 km",1st,"2,30,000",Chennai
2684,Hyundai,Santro Xing,,2007,Manual,Petrol,"73,000 km",1st,"1,33,000",Chennai
2685,Volkswagen,Polo,,2011,Manual,Petrol,"60,530 km",3rd,"3,80,000",Chennai
2686,Nissan,Sunny,,2012,Manual,Diesel,"72,000 km",1st,"4,75,000",Chennai
2687,Maruti Suzuki,800,,2000,-,CNG & Hybrids,"75,000 km",3rd,"59,000",Chennai
2688,Chevrolet,Cruze,,2014,Automatic,Diesel,"165,000 km",2nd,"4,50,000",Chennai
2689,Maruti Suzuki,800,,1996,Manual,Petrol,"43,716 km",4+,"45,000",Chennai
2690,Maruti Suzuki,Omni,,2005,Manual,LPG,"150,000 km",3rd,"85,000",Chennai
2691,Ford,Ikon,,2009,Manual,Diesel,"130,000 km",2nd,"1,70,000",Chennai
2692,Hyundai,Grand i10,,2018,Manual,Diesel,"49,504 km",1st,"3,63,000",Chennai
2693,Renault,Duster,,2013,Manual,Diesel,"99,000 km",1st,"5,29,000",Chennai
2694,Maruti Suzuki,Swift Dzire,,2018,Automatic,Diesel,"35,000 km",1st,"7,50,000",Chennai
2695,Honda,Amaze,,2014,Manual,Diesel,"55,000 km",1st,"4,74,999",Chennai
2696,Maruti Suzuki,Zen,,2005,-,LPG,"250,000 km",2nd,"1,49,000",Chennai
2697,Mahindra,Xylo,,2019,Manual,Diesel,"48,150 km",1st,"8,35,000",Chennai
2698,Toyota,Innova,,2013,Manual,Diesel,"79,000 km",1st,"12,90,000",Chennai
2699,Mahindra,Bolero,,2008,Manual,Diesel,"164,000 km",2nd,"3,00,000",Chennai
2700,Hyundai,Grand i10,,2018,Manual,Diesel,"69,000 km",1st,"3,90,000",Chennai
2701,Mahindra,Marazzo,,2019,Manual,Diesel,"18,000 km",1st,"12,90,000",Chennai
2702,Mahindra,Scorpio,,2013,Manual,Diesel,"92,000 km",2nd,"6,50,000",Chennai
2703,Maruti Suzuki,Zen,,2002,Manual,Petrol,"55,000 km",4th,"90,000",Chennai
2704,Toyota,Innova,,2009,Manual,Diesel,"240,000 km",1st,"8,25,000",Chennai
2705,Mahindra,Marshal,,2001,Manual,Diesel,"76,700 km",2nd,"1,97,000",Chennai
2706,Ford,Figo,,2012,Manual,Diesel,"105,339 km",2nd,"3,25,000",Chennai
2707,Toyota,Etios,,2014,Manual,Diesel,"120,000 km",1st,"4,50,000",Chennai
2708,Honda,City,,2016,Manual,Petrol,"33,000 km",1st,"7,25,000",Chennai
2709,Honda,City ZX,,2007,Manual,Petrol,"89,000 km",2nd,"2,60,000",Chennai
2710,Honda,Brio,,2015,Automatic,Petrol,"42,337 km",1st,"5,25,000",Chennai
2711,Mahindra,XUV500,,2012,Manual,Diesel,"120,000 km",1st,"7,70,000",Chennai
2712,Toyota,Innova,,2013,Manual,Diesel,"400,000 km",1st,"10,20,000",Chennai
2713,Other Brands,Others,,2018,Automatic,Diesel,2 km,1st,"5,50,000",Chennai
2714,Maruti Suzuki,Wagon R,,2007,Manual,Petrol,"128,624 km",1st,"1,70,000",Chennai
2715,-,-,,-,-,-,-,-,-,Chennai
2716,Maruti Suzuki,Alto K10,,2012,Automatic,Petrol,"70,645 km",2nd,"2,50,000",Chennai
2717,Hyundai,i20,,2018,Manual,Petrol,"12,000 km",1st,"7,00,000",Chennai
2718,Hyundai,Elite i20,,2016,Manual,Petrol,"68,000 km",1st,"6,00,000",Chennai
2719,Maruti Suzuki,Omni,,2004,Manual,Petrol,"25,800 km",2nd,"1,60,000",Chennai
2720,Maruti Suzuki,Swift Dzire,,2018,Automatic,Petrol,"73,362 km",1st,"6,90,000",Chennai
2721,Hyundai,Creta,,2017,Manual,Diesel,"56,000 km",1st,"9,00,000",Chennai
2722,Honda,WR-V,,2020,Manual,Petrol,"14,000 km",1st,"8,60,000",Chennai
2723,Hyundai,Grand i10,,2014,Manual,Petrol,"20,000 km",1st,"4,65,000",Chennai
2724,Volkswagen,Polo,,2021,Automatic,Petrol,"5,500 km",1st,"10,85,000",Chennai
2725,Mahindra,Xylo,,2019,Manual,Diesel,"42,650 km",1st,"9,07,680",Chennai
2726,Chevrolet,Spark,,2011,Manual,Petrol,"110,000 km",2nd,"1,90,000",Chennai
2727,Hyundai,Grand i10,,2018,Manual,Petrol,"16,000 km",1st,"5,75,000",Chennai
2728,Maruti Suzuki,Swift Dzire,,2016,Manual,Petrol,"8,000 km",1st,"5,60,000",Chennai
2729,Maruti Suzuki,Eeco,,2016,Manual,Petrol,"5,300 km",1st,"4,15,000",Chennai
2730,Maruti Suzuki,Alto,,2006,Manual,Petrol,"104,000 km",1st,"1,20,000",Chennai
2731,Maruti Suzuki,Swift Dzire,,2013,Manual,Diesel,"95,000 km",2nd,"5,10,000",Chennai
2732,Toyota,Innova,,2015,Manual,Diesel,"125,000 km",1st,"20,000",Chennai
2733,Honda,Amaze,,2019,Automatic,Diesel,"45,000 km",1st,"8,75,000",Chennai
2734,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"134,000 km",1st,"5,90,000",Chennai
2735,Toyota,Etios Liva,,2013,Manual,Petrol,"70,000 km",1st,"3,79,999",Chennai
2736,Toyota,Fortuner,,2015,Automatic,Diesel,"220,000 km",1st,"15,99,999",Chennai
2737,Mahindra,Xylo,,2019,Manual,Diesel,"60,442 km",1st,"8,90,000",Chennai
2738,Maruti Suzuki,Eeco,,2017,Manual,Petrol,"38,500 km",1st,"3,78,000",Chennai
2739,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"70,000 km",2nd,"4,89,999",Chennai
2740,Maruti Suzuki,Swift Dzire,,2018,Manual,Petrol,"17,400 km",1st,"6,90,000",Chennai
2741,Toyota,Innova,,2013,Manual,Diesel,"200,000 km",1st,"6,80,000",Chennai
2742,Hyundai,i10,,2008,Manual,Petrol,"77,000 km",2nd,"2,60,000",Chennai
2743,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"105,000 km",1st,"5,49,000",Chennai
2744,Maruti Suzuki,SX4,,2007,Manual,Petrol,"98,000 km",2nd,"2,10,000",Chennai
2745,Mahindra,Xylo,,2012,Manual,Diesel,"150,000 km",3rd,"5,40,000",Chennai
2746,Hyundai,Santro Xing,,2010,Manual,Petrol,"70,000 km",1st,"1,80,000",Chennai
2747,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"82,000 km",1st,"2,30,000",Chennai
2748,Maruti Suzuki,Alto K10,,2017,Manual,Petrol,"19,000 km",1st,"3,60,000",Chennai
2749,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"67,000 km",1st,"5,75,000",Chennai
2750,Renault,Fluence,,2013,Automatic,Petrol,"45,000 km",2nd,"5,10,000",Chennai
2751,Mahindra,Scorpio,,2008,-,Diesel,"108,600 km",1st,"5,10,000",Chennai
2752,Maruti Suzuki,Swift Dzire,,2013,Manual,Diesel,"87,000 km",2nd,"3,90,000",Chennai
2753,Skoda,Superb,,2011,Automatic,Diesel,"14,000 km",1st,"12,00,000",Chennai
2754,Maruti Suzuki,SX4,,2008,Manual,Petrol,"91,000 km",1st,"2,75,000",Chennai
2755,Hyundai,Creta,,2017,Manual,Petrol,"28,000 km",1st,"8,55,000",Chennai
2756,Maruti Suzuki,800,,2006,Manual,Petrol,"54,000 km",1st,"95,000",Chennai
2757,Hyundai,Creta,,2017,Automatic,Diesel,"56,795 km",1st,"12,50,000",Chennai
2758,Ford,Ecosport,,2017,Manual,Petrol,"18,000 km",1st,"5,50,000",Chennai
2759,Volkswagen,Polo,,2013,Manual,Diesel,"78,000 km",1st,"3,99,000",Chennai
2760,Hyundai,Santro Xing,,2011,Manual,Petrol,"68,100 km",1st,"2,65,000",Chennai
2761,Mahindra,XUV500,,2015,Manual,Diesel,"150,000 km",1st,"9,20,000",Chennai
2762,Audi,A4,,2012,Manual,Diesel,"160,000 km",1st,"11,80,000",Chennai
2763,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"60,000 km",1st,"5,60,000",Chennai
2764,Ford,Figo,,2016,Manual,Diesel,"66,452 km",1st,"4,99,000",Chennai
2765,Tata,Zest,,2016,Manual,Diesel,"51,000 km",1st,"4,65,000",Chennai
2766,Maruti Suzuki,Omni,,2014,Manual,Diesel,"80,000 km",1st,"2,90,000",Chennai
2767,Mahindra,Bolero,,2010,Manual,Diesel,"125,000 km",2nd,"3,95,000",Chennai
2768,Maruti Suzuki,Swift Dzire,,2019,Manual,Diesel,"52,000 km",1st,"6,40,000",Chennai
2769,Maruti Suzuki,Ritz,,2016,Manual,Diesel,"128,000 km",2nd,"3,25,000",Chennai
2770,Skoda,Rapid,,2017,Manual,Diesel,"97,000 km",1st,"7,25,000",Chennai
2771,Ford,Ecosport,,2014,Automatic,Petrol,"24,000 km",1st,"6,30,000",Chennai
2772,Mercedes-Benz,GLE Class,,2016,Automatic,Diesel,"25,000 km",2nd,"43,50,000",Chennai
2773,Toyota,Etios,,2019,Manual,Diesel,"52,000 km",1st,"8,20,000",Chennai
2774,Maruti Suzuki,Ertiga,,2013,Manual,Diesel,"91,000 km",2nd,"5,30,000",Chennai
2775,Fiat,Linea,,2014,Manual,Petrol,"52,000 km",2nd,"3,60,000",Chennai
2776,Hyundai,i10,,2009,Manual,Petrol,"64,000 km",1st,"2,75,000",Chennai
2777,Nissan,Micra,,2010,Manual,Petrol,"83,000 km",1st,"2,90,000",Chennai
2778,Toyota,Fortuner,,2016,Manual,Diesel,"172,000 km",1st,"21,00,000",Chennai
2779,Ford,Fiesta,,2010,Manual,Diesel,"119,000 km",1st,"3,50,000",Chennai
2780,Toyota,Innova Crysta,,2016,Automatic,Diesel,"71,000 km",1st,"18,24,000",Chennai
2781,Toyota,Innova,,2011,Manual,Diesel,"130,000 km",1st,"9,50,000",Chennai
2782,Toyota,Innova,,2013,Manual,Diesel,"200,000 km",1st,"6,90,000",Chennai
2783,Chevrolet,Tavera,,2005,Manual,Diesel,"140,000 km",3rd,"2,25,000",Chennai
2784,Maruti Suzuki,Eeco,,2017,Manual,Petrol,"39,000 km",1st,"4,09,999",Chennai
2785,Maruti Suzuki,SX4,,2013,Manual,Diesel,"76,000 km",2nd,"4,60,000",Chennai
2786,Toyota,Innova Crysta,,2020,Automatic,Diesel,"6,000 km",1st,"26,25,000",Chennai
2787,Tata,Hexa,,2017,Automatic,Diesel,"50,000 km",1st,"14,50,000",Chennai
2788,Mahindra,TUV 300,,2016,Manual,Diesel,"85,000 km",1st,"7,00,000",Chennai
2789,Maruti Suzuki,800,,2008,Manual,Petrol,"49,000 km",2nd,"1,55,000",Chennai
2790,Hyundai,i20,,2009,Manual,Diesel,"64,000 km",2nd,"3,50,000",Chennai
2791,Mahindra,Xylo,,2010,Manual,Diesel,"70,000 km",2nd,"4,60,000",Chennai
2792,Honda,City,,2016,Manual,Petrol,"73,000 km",1st,"6,50,000",Chennai
2793,Maruti Suzuki,Swift,,2007,Manual,Petrol,"53,000 km",1st,"3,00,000",Chennai
2794,Toyota,Etios,,2014,Manual,Petrol,"49,000 km",1st,"4,75,000",Chennai
2795,Hyundai,EON,,2018,Manual,Petrol,"59,000 km",1st,"3,90,000",Chennai
2796,Honda,City,,2012,Manual,Petrol,"62,000 km",2nd,"5,30,000",Chennai
2797,Maruti Suzuki,Ciaz,,2018,Automatic,Petrol,"40,000 km",1st,"7,75,000",Chennai
2798,Maruti Suzuki,Grand Vitara,,2019,Manual,Diesel,"35,000 km",1st,"9,50,000",Chennai
2799,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"53,000 km",2nd,"7,10,000",Chennai
2800,Renault,KWID,,2018,Automatic,Petrol,"17,580 km",1st,"4,75,000",Chennai
2801,Mahindra,Bolero,,2009,Manual,Diesel,"150,000 km",1st,"4,95,000",Chennai
2802,Maruti Suzuki,Swift Dzire,,2008,Manual,Diesel,"90,000 km",2nd,"3,25,000",Chennai
2803,Maruti Suzuki,Alto K10,,2014,Automatic,Petrol,"24,000 km",2nd,"3,00,000",Chennai
2804,Maruti Suzuki,Esteem,,2005,Manual,Petrol,"57,000 km",1st,"1,65,000",Chennai
2805,Nissan,Sunny,,2014,Manual,Diesel,"90,000 km",1st,"4,50,000",Chennai
2806,Hyundai,Verna,,2014,Manual,Diesel,"144,247 km",1st,"6,00,000",Chennai
2807,Ford,Figo,,2013,Manual,Diesel,"98,000 km",1st,"3,60,000",Chennai
2808,Hyundai,Grand i10,,2018,Manual,Petrol,"23,000 km",2nd,"4,90,000",Chennai
2809,-,-,,-,-,-,-,-,-,Chennai
2810,Audi,Q7,,2014,Automatic,Diesel,"140,000 km",1st,"25,00,000",Chennai
2811,BMW,3 Series,,2020,Automatic,Diesel,"6,500 km",1st,"48,00,000",Chennai
2812,Renault,Lodgy,,2015,Manual,Diesel,"57,000 km",1st,"6,45,000",Chennai
2813,Ford,Figo,,2013,Manual,Diesel,"73,000 km",1st,"3,65,000",Chennai
2814,Toyota,Innova,,2013,Manual,Diesel,"90,000 km",1st,"12,25,000",Chennai
2815,Maruti Suzuki,Alto 800,,2015,Manual,Petrol,"85,000 km",1st,"2,86,000",Chennai
2816,Mahindra,XUV500,,2014,Manual,Diesel,"66,000 km",1st,"9,75,000",Chennai
2817,Hyundai,Xcent,,2014,Manual,Petrol,"53,000 km",1st,"4,10,000",Chennai
2818,Skoda,Rapid,,2016,Manual,Diesel,"98,000 km",2nd,"6,45,000",Chennai
2819,Mahindra,Xylo,,2019,Manual,Diesel,"38,367 km",1st,"8,90,000",Chennai
2820,Tata,Tiago,,2019,Automatic,Petrol,"13,000 km",1st,"5,85,000",Chennai
2821,Toyota,Etios,,2018,Manual,Diesel,"80,000 km",1st,"7,50,000",Chennai
2822,Ford,Figo,,2011,Manual,Diesel,"112,844 km",1st,"2,23,700",Chennai
2823,Nissan,Micra,,2012,-,Diesel,"117,000 km",1st,"3,60,000",Chennai
2824,Maruti Suzuki,Baleno,,2017,Automatic,Petrol,"9,000 km",1st,"7,45,000",Chennai
2825,Maruti Suzuki,S Cross,,2017,Manual,Diesel,"65,000 km",1st,"8,50,000",Chennai
2826,Maruti Suzuki,Swift Dzire,,2013,Manual,Petrol,"67,000 km",1st,"4,80,000",Chennai
2827,Mahindra,XUV500,,2013,Manual,Diesel,"150,000 km",1st,"8,50,000",Chennai
2828,Hyundai,Grand i10,,2016,Manual,Diesel,"49,000 km",1st,"5,45,000",Chennai
2829,Hyundai,Grand i10,,2016,Manual,Diesel,"49,000 km",1st,"5,45,000",Chennai
2830,Maruti Suzuki,Wagon R Stingray,,2015,Manual,Petrol,"37,000 km",1st,"4,85,000",Chennai
2831,-,-,,-,-,-,-,-,-,Chennai
2832,Maruti Suzuki,Ciaz,,2016,Manual,Petrol,"108,000 km",2nd,"5,25,000",Chennai
2833,Honda,Jazz,,2015,Manual,Petrol,"57,000 km",2nd,"5,75,000",Chennai
2834,Hyundai,i10,,2014,Manual,Petrol,"54,000 km",2nd,"3,39,999",Chennai
2835,Renault,KWID,,2018,Manual,Petrol,"17,000 km",1st,"4,25,000",Chennai
2836,Maruti Suzuki,Wagon R,,2014,Manual,Petrol,"29,000 km",2nd,"3,85,000",Chennai
2837,Maruti Suzuki,Celerio,,2017,Manual,Petrol,"33,000 km",2nd,"4,45,000",Chennai
2838,Volkswagen,Polo,,2018,Manual,Petrol,"32,000 km",2nd,"5,85,000",Chennai
2839,Hyundai,Verna,,2013,Manual,Petrol,"68,000 km",1st,"5,40,000",Chennai
2840,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"58,000 km",2nd,"5,50,000",Chennai
