,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
0,Maruti Suzuki,Swift Dzire,,2018,Manual,Petrol,"17,400 km",1st,"6,90,000",Chennai
1,Toyota,Innova,,2013,Manual,Diesel,"200,000 km",1st,"6,80,000",Chennai
2,Hyundai,i10,,2008,Manual,Petrol,"77,000 km",2nd,"2,60,000",Chennai
3,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"105,000 km",1st,"5,49,000",Chennai
4,Maruti Suzuki,SX4,,2007,Manual,Petrol,"98,000 km",2nd,"2,10,000",Chennai
5,Mahindra,Xylo,,2012,Manual,Diesel,"150,000 km",3rd,"5,40,000",Chennai
6,Hyundai,Santro Xing,,2010,Manual,Petrol,"70,000 km",1st,"1,80,000",Chennai
7,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"82,000 km",1st,"2,30,000",Chennai
8,Maruti Suzuki,Alto K10,,2017,Manual,Petrol,"19,000 km",1st,"3,60,000",Chennai
9,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"67,000 km",1st,"5,75,000",Chennai
10,Renault,Fluence,,2013,Automatic,Petrol,"45,000 km",2nd,"5,10,000",Chennai
11,Mahindra,Scorpio,,2008,-,Diesel,"108,600 km",1st,"5,10,000",Chennai
12,Maruti Suzuki,Swift Dzire,,2013,Manual,Diesel,"87,000 km",2nd,"3,90,000",Chennai
13,Skoda,Superb,,2011,Automatic,Diesel,"14,000 km",1st,"12,00,000",Chennai
14,Maruti Suzuki,SX4,,2008,Manual,Petrol,"91,000 km",1st,"2,75,000",Chennai
15,Hyundai,Creta,,2017,Manual,Petrol,"28,000 km",1st,"8,55,000",Chennai
16,Maruti Suzuki,800,,2006,Manual,Petrol,"54,000 km",1st,"95,000",Chennai
17,Hyundai,Creta,,2017,Automatic,Diesel,"56,795 km",1st,"12,50,000",Chennai
18,Ford,Ecosport,,2017,Manual,Petrol,"18,000 km",1st,"5,50,000",Chennai
19,Volkswagen,Polo,,2013,Manual,Diesel,"78,000 km",1st,"3,99,000",Chennai
20,Hyundai,Santro Xing,,2011,Manual,Petrol,"68,100 km",1st,"2,65,000",Chennai
21,Mahindra,XUV500,,2015,Manual,Diesel,"150,000 km",1st,"9,20,000",Chennai
22,Audi,A4,,2012,Manual,Diesel,"160,000 km",1st,"11,80,000",Chennai
23,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"60,000 km",1st,"5,60,000",Chennai
24,Ford,Figo,,2016,Manual,Diesel,"66,452 km",1st,"4,99,000",Chennai
25,Tata,Zest,,2016,Manual,Diesel,"51,000 km",1st,"4,65,000",Chennai
26,Maruti Suzuki,Omni,,2014,Manual,Diesel,"80,000 km",1st,"2,90,000",Chennai
27,Mahindra,Bolero,,2010,Manual,Diesel,"125,000 km",2nd,"3,95,000",Chennai
28,Maruti Suzuki,Swift Dzire,,2019,Manual,Diesel,"52,000 km",1st,"6,40,000",Chennai
29,Maruti Suzuki,Ritz,,2016,Manual,Diesel,"128,000 km",2nd,"3,25,000",Chennai
30,Skoda,Rapid,,2017,Manual,Diesel,"97,000 km",1st,"7,25,000",Chennai
31,Ford,Ecosport,,2014,Automatic,Petrol,"24,000 km",1st,"6,30,000",Chennai
32,Mercedes-Benz,GLE Class,,2016,Automatic,Diesel,"25,000 km",2nd,"43,50,000",Chennai
33,Toyota,Etios,,2019,Manual,Diesel,"52,000 km",1st,"8,20,000",Chennai
34,Maruti Suzuki,Ertiga,,2013,Manual,Diesel,"91,000 km",2nd,"5,30,000",Chennai
35,Fiat,Linea,,2014,Manual,Petrol,"52,000 km",2nd,"3,60,000",Chennai
36,Hyundai,i10,,2009,Manual,Petrol,"64,000 km",1st,"2,75,000",Chennai
37,Nissan,Micra,,2010,Manual,Petrol,"83,000 km",1st,"2,90,000",Chennai
38,Toyota,Fortuner,,2016,Manual,Diesel,"172,000 km",1st,"21,00,000",Chennai
39,Ford,Fiesta,,2010,Manual,Diesel,"119,000 km",1st,"3,50,000",Chennai
40,Toyota,Innova Crysta,,2016,Automatic,Diesel,"71,000 km",1st,"18,24,000",Chennai
41,Toyota,Innova,,2011,Manual,Diesel,"130,000 km",1st,"9,50,000",Chennai
42,Toyota,Innova,,2013,Manual,Diesel,"200,000 km",1st,"6,90,000",Chennai
43,Chevrolet,Tavera,,2005,Manual,Diesel,"140,000 km",3rd,"2,25,000",Chennai
44,Maruti Suzuki,Eeco,,2017,Manual,Petrol,"39,000 km",1st,"4,09,999",Chennai
45,Maruti Suzuki,SX4,,2013,Manual,Diesel,"76,000 km",2nd,"4,60,000",Chennai
46,Toyota,Innova Crysta,,2020,Automatic,Diesel,"6,000 km",1st,"26,25,000",Chennai
47,Tata,Hexa,,2017,Automatic,Diesel,"50,000 km",1st,"14,50,000",Chennai
48,Mahindra,TUV 300,,2016,Manual,Diesel,"85,000 km",1st,"7,00,000",Chennai
49,Maruti Suzuki,800,,2008,Manual,Petrol,"49,000 km",2nd,"1,55,000",Chennai
50,Hyundai,i20,,2009,Manual,Diesel,"64,000 km",2nd,"3,50,000",Chennai
51,Mahindra,Xylo,,2010,Manual,Diesel,"70,000 km",2nd,"4,60,000",Chennai
52,Honda,City,,2016,Manual,Petrol,"73,000 km",1st,"6,50,000",Chennai
53,Maruti Suzuki,Swift,,2007,Manual,Petrol,"53,000 km",1st,"3,00,000",Chennai
54,Toyota,Etios,,2014,Manual,Petrol,"49,000 km",1st,"4,75,000",Chennai
55,Hyundai,EON,,2018,Manual,Petrol,"59,000 km",1st,"3,90,000",Chennai
56,Honda,City,,2012,Manual,Petrol,"62,000 km",2nd,"5,30,000",Chennai
57,Maruti Suzuki,Ciaz,,2018,Automatic,Petrol,"40,000 km",1st,"7,75,000",Chennai
58,Maruti Suzuki,Grand Vitara,,2019,Manual,Diesel,"35,000 km",1st,"9,50,000",Chennai
59,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"53,000 km",2nd,"7,10,000",Chennai
60,Renault,KWID,,2018,Automatic,Petrol,"17,580 km",1st,"4,75,000",Chennai
61,Mahindra,Bolero,,2009,Manual,Diesel,"150,000 km",1st,"4,95,000",Chennai
62,Maruti Suzuki,Swift Dzire,,2008,Manual,Diesel,"90,000 km",2nd,"3,25,000",Chennai
63,Maruti Suzuki,Alto K10,,2014,Automatic,Petrol,"24,000 km",2nd,"3,00,000",Chennai
64,Maruti Suzuki,Esteem,,2005,Manual,Petrol,"57,000 km",1st,"1,65,000",Chennai
65,Nissan,Sunny,,2014,Manual,Diesel,"90,000 km",1st,"4,50,000",Chennai
66,Hyundai,Verna,,2014,Manual,Diesel,"144,247 km",1st,"6,00,000",Chennai
67,Ford,Figo,,2013,Manual,Diesel,"98,000 km",1st,"3,60,000",Chennai
68,Hyundai,Grand i10,,2018,Manual,Petrol,"23,000 km",2nd,"4,90,000",Chennai
69,Audi,A4,,2010,Automatic,Diesel,"119,000 km",2nd,"11,00,000",Chennai
70,Audi,Q7,,2014,Automatic,Diesel,"140,000 km",1st,"25,00,000",Chennai
71,BMW,3 Series,,2020,Automatic,Diesel,"6,500 km",1st,"48,00,000",Chennai
72,Renault,Lodgy,,2015,Manual,Diesel,"57,000 km",1st,"6,45,000",Chennai
73,Ford,Figo,,2013,Manual,Diesel,"73,000 km",1st,"3,65,000",Chennai
74,Toyota,Innova,,2013,Manual,Diesel,"90,000 km",1st,"12,25,000",Chennai
75,Maruti Suzuki,Alto 800,,2015,Manual,Petrol,"85,000 km",1st,"2,86,000",Chennai
76,Mahindra,XUV500,,2014,Manual,Diesel,"66,000 km",1st,"9,75,000",Chennai
77,Hyundai,Xcent,,2014,Manual,Petrol,"53,000 km",1st,"4,10,000",Chennai
78,Skoda,Rapid,,2016,Manual,Diesel,"98,000 km",2nd,"6,45,000",Chennai
79,Mahindra,Xylo,,2019,Manual,Diesel,"38,367 km",1st,"8,90,000",Chennai
80,Maruti Suzuki,Swift Dzire,,2018,Manual,Petrol,"17,400 km",1st,"6,90,000",Chennai
81,Toyota,Innova,,2013,Manual,Diesel,"200,000 km",1st,"6,80,000",Chennai
82,Hyundai,i10,,2008,Manual,Petrol,"77,000 km",2nd,"2,60,000",Chennai
83,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"105,000 km",1st,"5,49,000",Chennai
84,Maruti Suzuki,SX4,,2007,Manual,Petrol,"98,000 km",2nd,"2,10,000",Chennai
85,Mahindra,Xylo,,2012,Manual,Diesel,"150,000 km",3rd,"5,40,000",Chennai
86,Hyundai,Santro Xing,,2010,Manual,Petrol,"70,000 km",1st,"1,80,000",Chennai
87,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"82,000 km",1st,"2,30,000",Chennai
88,Maruti Suzuki,Alto K10,,2017,Manual,Petrol,"19,000 km",1st,"3,60,000",Chennai
89,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"67,000 km",1st,"5,75,000",Chennai
90,Renault,Fluence,,2013,Automatic,Petrol,"45,000 km",2nd,"5,10,000",Chennai
91,Mahindra,Scorpio,,2008,-,Diesel,"108,600 km",1st,"5,10,000",Chennai
92,Maruti Suzuki,Swift Dzire,,2013,Manual,Diesel,"87,000 km",2nd,"3,90,000",Chennai
93,Skoda,Superb,,2011,Automatic,Diesel,"14,000 km",1st,"12,00,000",Chennai
94,Maruti Suzuki,SX4,,2008,Manual,Petrol,"91,000 km",1st,"2,75,000",Chennai
95,Hyundai,Creta,,2017,Manual,Petrol,"28,000 km",1st,"8,55,000",Chennai
96,Maruti Suzuki,800,,2006,Manual,Petrol,"54,000 km",1st,"95,000",Chennai
97,Hyundai,Creta,,2017,Automatic,Diesel,"56,795 km",1st,"12,50,000",Chennai
98,Ford,Ecosport,,2017,Manual,Petrol,"18,000 km",1st,"5,50,000",Chennai
99,Volkswagen,Polo,,2013,Manual,Diesel,"78,000 km",1st,"3,99,000",Chennai
100,Hyundai,Santro Xing,,2011,Manual,Petrol,"68,100 km",1st,"2,65,000",Chennai
101,Mahindra,XUV500,,2015,Manual,Diesel,"150,000 km",1st,"9,20,000",Chennai
102,Audi,A4,,2012,Manual,Diesel,"160,000 km",1st,"11,80,000",Chennai
103,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"60,000 km",1st,"5,60,000",Chennai
104,Ford,Figo,,2016,Manual,Diesel,"66,452 km",1st,"4,99,000",Chennai
105,Tata,Zest,,2016,Manual,Diesel,"51,000 km",1st,"4,65,000",Chennai
106,Maruti Suzuki,Omni,,2014,Manual,Diesel,"80,000 km",1st,"2,90,000",Chennai
107,Mahindra,Bolero,,2010,Manual,Diesel,"125,000 km",2nd,"3,95,000",Chennai
108,Maruti Suzuki,Swift Dzire,,2019,Manual,Diesel,"52,000 km",1st,"6,40,000",Chennai
109,Maruti Suzuki,Ritz,,2016,Manual,Diesel,"128,000 km",2nd,"3,25,000",Chennai
110,Skoda,Rapid,,2017,Manual,Diesel,"97,000 km",1st,"7,25,000",Chennai
111,Ford,Ecosport,,2014,Automatic,Petrol,"24,000 km",1st,"6,30,000",Chennai
112,Mercedes-Benz,GLE Class,,2016,Automatic,Diesel,"25,000 km",2nd,"43,50,000",Chennai
113,Toyota,Etios,,2019,Manual,Diesel,"52,000 km",1st,"8,20,000",Chennai
114,Maruti Suzuki,Ertiga,,2013,Manual,Diesel,"91,000 km",2nd,"5,30,000",Chennai
115,Fiat,Linea,,2014,Manual,Petrol,"52,000 km",2nd,"3,60,000",Chennai
116,Hyundai,i10,,2009,Manual,Petrol,"64,000 km",1st,"2,75,000",Chennai
117,Nissan,Micra,,2010,Manual,Petrol,"83,000 km",1st,"2,90,000",Chennai
118,Toyota,Fortuner,,2016,Manual,Diesel,"172,000 km",1st,"21,00,000",Chennai
119,Ford,Fiesta,,2010,Manual,Diesel,"119,000 km",1st,"3,50,000",Chennai
120,Toyota,Innova Crysta,,2016,Automatic,Diesel,"71,000 km",1st,"18,24,000",Chennai
121,Toyota,Innova,,2011,Manual,Diesel,"130,000 km",1st,"9,50,000",Chennai
122,Toyota,Innova,,2013,Manual,Diesel,"200,000 km",1st,"6,90,000",Chennai
123,Chevrolet,Tavera,,2005,Manual,Diesel,"140,000 km",3rd,"2,25,000",Chennai
124,Maruti Suzuki,Eeco,,2017,Manual,Petrol,"39,000 km",1st,"4,09,999",Chennai
125,Maruti Suzuki,SX4,,2013,Manual,Diesel,"76,000 km",2nd,"4,60,000",Chennai
126,Toyota,Innova Crysta,,2020,Automatic,Diesel,"6,000 km",1st,"26,25,000",Chennai
127,Tata,Hexa,,2017,Automatic,Diesel,"50,000 km",1st,"14,50,000",Chennai
128,Mahindra,TUV 300,,2016,Manual,Diesel,"85,000 km",1st,"7,00,000",Chennai
129,Maruti Suzuki,800,,2008,Manual,Petrol,"49,000 km",2nd,"1,55,000",Chennai
130,Hyundai,i20,,2009,Manual,Diesel,"64,000 km",2nd,"3,50,000",Chennai
131,Mahindra,Xylo,,2010,Manual,Diesel,"70,000 km",2nd,"4,60,000",Chennai
132,Honda,City,,2016,Manual,Petrol,"73,000 km",1st,"6,50,000",Chennai
133,Maruti Suzuki,Swift,,2007,Manual,Petrol,"53,000 km",1st,"3,00,000",Chennai
134,Toyota,Etios,,2014,Manual,Petrol,"49,000 km",1st,"4,75,000",Chennai
135,Hyundai,EON,,2018,Manual,Petrol,"59,000 km",1st,"3,90,000",Chennai
136,Honda,City,,2012,Manual,Petrol,"62,000 km",2nd,"5,30,000",Chennai
137,Maruti Suzuki,Ciaz,,2018,Automatic,Petrol,"40,000 km",1st,"7,75,000",Chennai
138,Maruti Suzuki,Grand Vitara,,2019,Manual,Diesel,"35,000 km",1st,"9,50,000",Chennai
139,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"53,000 km",2nd,"7,10,000",Chennai
140,Renault,KWID,,2018,Automatic,Petrol,"17,580 km",1st,"4,75,000",Chennai
141,Mahindra,Bolero,,2009,Manual,Diesel,"150,000 km",1st,"4,95,000",Chennai
142,Maruti Suzuki,Swift Dzire,,2008,Manual,Diesel,"90,000 km",2nd,"3,25,000",Chennai
143,Maruti Suzuki,Alto K10,,2014,Automatic,Petrol,"24,000 km",2nd,"3,00,000",Chennai
144,Maruti Suzuki,Esteem,,2005,Manual,Petrol,"57,000 km",1st,"1,65,000",Chennai
145,Nissan,Sunny,,2014,Manual,Diesel,"90,000 km",1st,"4,50,000",Chennai
146,Hyundai,Verna,,2014,Manual,Diesel,"144,247 km",1st,"6,00,000",Chennai
147,Ford,Figo,,2013,Manual,Diesel,"98,000 km",1st,"3,60,000",Chennai
148,Hyundai,Grand i10,,2018,Manual,Petrol,"23,000 km",2nd,"4,90,000",Chennai
149,Audi,A4,,2010,Automatic,Diesel,"119,000 km",2nd,"11,00,000",Chennai
150,Audi,Q7,,2014,Automatic,Diesel,"140,000 km",1st,"25,00,000",Chennai
151,BMW,3 Series,,2020,Automatic,Diesel,"6,500 km",1st,"48,00,000",Chennai
152,Renault,Lodgy,,2015,Manual,Diesel,"57,000 km",1st,"6,45,000",Chennai
153,Ford,Figo,,2013,Manual,Diesel,"73,000 km",1st,"3,65,000",Chennai
154,Toyota,Innova,,2013,Manual,Diesel,"90,000 km",1st,"12,25,000",Chennai
155,Maruti Suzuki,Alto 800,,2015,Manual,Petrol,"85,000 km",1st,"2,86,000",Chennai
156,Mahindra,XUV500,,2014,Manual,Diesel,"66,000 km",1st,"9,75,000",Chennai
157,Hyundai,Xcent,,2014,Manual,Petrol,"53,000 km",1st,"4,10,000",Chennai
158,Skoda,Rapid,,2016,Manual,Diesel,"98,000 km",2nd,"6,45,000",Chennai
159,Mahindra,Xylo,,2019,Manual,Diesel,"38,367 km",1st,"8,90,000",Chennai
160,Tata,Tiago,,2019,Automatic,Petrol,"13,000 km",1st,"5,85,000",Chennai
161,Toyota,Etios,,2018,Manual,Diesel,"80,000 km",1st,"7,50,000",Chennai
162,Ford,Figo,,2011,Manual,Diesel,"112,844 km",1st,"2,23,700",Chennai
163,Nissan,Micra,,2012,-,Diesel,"117,000 km",1st,"3,60,000",Chennai
164,Maruti Suzuki,Baleno,,2017,Automatic,Petrol,"9,000 km",1st,"7,45,000",Chennai
165,Maruti Suzuki,S Cross,,2017,Manual,Diesel,"65,000 km",1st,"8,50,000",Chennai
166,Maruti Suzuki,Swift Dzire,,2013,Manual,Petrol,"67,000 km",1st,"4,80,000",Chennai
167,Mahindra,XUV500,,2013,Manual,Diesel,"150,000 km",1st,"8,50,000",Chennai
168,Hyundai,Grand i10,,2016,Manual,Diesel,"49,000 km",1st,"5,45,000",Chennai
169,Hyundai,Grand i10,,2016,Manual,Diesel,"49,000 km",1st,"5,45,000",Chennai
170,Maruti Suzuki,Wagon R Stingray,,2015,Manual,Petrol,"37,000 km",1st,"4,85,000",Chennai
171,-,-,,-,-,-,-,-,-,Chennai
172,Maruti Suzuki,Ciaz,,2016,Manual,Petrol,"108,000 km",2nd,"5,25,000",Chennai
173,Honda,Jazz,,2015,Manual,Petrol,"57,000 km",2nd,"5,75,000",Chennai
174,Hyundai,i10,,2014,Manual,Petrol,"54,000 km",2nd,"3,39,999",Chennai
175,Renault,KWID,,2018,Manual,Petrol,"17,000 km",1st,"4,25,000",Chennai
176,Maruti Suzuki,Wagon R,,2014,Manual,Petrol,"29,000 km",2nd,"3,85,000",Chennai
177,Maruti Suzuki,Celerio,,2017,Manual,Petrol,"33,000 km",2nd,"4,45,000",Chennai
178,Volkswagen,Polo,,2018,Manual,Petrol,"32,000 km",2nd,"5,85,000",Chennai
179,Hyundai,Verna,,2013,Manual,Petrol,"68,000 km",1st,"5,40,000",Chennai
180,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"58,000 km",2nd,"5,50,000",Chennai
181,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"78,000 km",2nd,"6,75,000",Chennai
182,Honda,City,,2015,Manual,Petrol,"45,000 km",1st,"7,50,000",Chennai
183,Ford,Ecosport,,2018,Automatic,Petrol,"39,000 km",1st,"9,25,000",Chennai
184,Honda,City,,2017,Manual,Petrol,"25,000 km",1st,"8,75,000",Chennai
185,Hyundai,Fluidic Verna,,2014,Manual,Petrol,"80,000 km",1st,"5,50,000",Chennai
186,Maruti Suzuki,Baleno,,2017,Automatic,Petrol,"9,000 km",1st,"7,45,000",Chennai
187,Ford,Figo,,2013,Manual,Diesel,"127,000 km",2nd,"3,25,000",Chennai
188,Mahindra,Xylo,,2019,Manual,Diesel,"48,150 km",1st,"8,90,000",Chennai
189,Skoda,Rapid,,2011,Manual,Diesel,"90,000 km",2nd,"4,00,000",Chennai
190,Maruti Suzuki,Alto K10,,2012,Manual,Petrol,"19,000 km",2nd,"2,60,000",Chennai
191,Maruti Suzuki,Wagon R,,2016,Automatic,Petrol,"50,000 km",1st,"4,70,000",Chennai
192,Chevrolet,Beat,,2010,Manual,Petrol,"73,000 km",2nd,"2,30,000",Chennai
193,Maruti Suzuki,Swift,,2006,Manual,Petrol,"62,555 km",2nd,"2,65,000",Chennai
194,Tata,Nano,,2015,Manual,Petrol,"15,000 km",1st,"1,70,000",Chennai
195,Honda,Civic,,2007,Automatic,Petrol,"119,000 km",2nd,"3,25,000",Chennai
196,Ford,Figo,,2011,Manual,Diesel,"94,500 km",2nd,"1,75,000",Chennai
197,Toyota,Qualis,,2002,Manual,Diesel,"98,000 km",1st,"2,95,000",Chennai
198,Honda,City ZX,,2006,Manual,Petrol,"114,000 km",2nd,"2,35,000",Chennai
199,Maruti Suzuki,Swift,,2015,Manual,Petrol,"89,000 km",1st,"5,70,000",Chennai
200,Maruti Suzuki,Swift Dzire,,2018,Manual,Petrol,"17,400 km",1st,"6,90,000",Chennai
201,Toyota,Innova,,2013,Manual,Diesel,"200,000 km",1st,"6,80,000",Chennai
202,Hyundai,i10,,2008,Manual,Petrol,"77,000 km",2nd,"2,60,000",Chennai
203,Maruti Suzuki,Swift Dzire,,2015,Manual,Diesel,"105,000 km",1st,"5,49,000",Chennai
204,Maruti Suzuki,SX4,,2007,Manual,Petrol,"98,000 km",2nd,"2,10,000",Chennai
205,Mahindra,Xylo,,2012,Manual,Diesel,"150,000 km",3rd,"5,40,000",Chennai
206,Hyundai,Santro Xing,,2010,Manual,Petrol,"70,000 km",1st,"1,80,000",Chennai
207,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"82,000 km",1st,"2,30,000",Chennai
208,Maruti Suzuki,Alto K10,,2017,Manual,Petrol,"19,000 km",1st,"3,60,000",Chennai
209,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"67,000 km",1st,"5,75,000",Chennai
210,Renault,Fluence,,2013,Automatic,Petrol,"45,000 km",2nd,"5,10,000",Chennai
211,Mahindra,Scorpio,,2008,-,Diesel,"108,600 km",1st,"5,10,000",Chennai
212,Maruti Suzuki,Swift Dzire,,2013,Manual,Diesel,"87,000 km",2nd,"3,90,000",Chennai
213,Skoda,Superb,,2011,Automatic,Diesel,"14,000 km",1st,"12,00,000",Chennai
214,Maruti Suzuki,SX4,,2008,Manual,Petrol,"91,000 km",1st,"2,75,000",Chennai
215,Hyundai,Creta,,2017,Manual,Petrol,"28,000 km",1st,"8,55,000",Chennai
216,Maruti Suzuki,800,,2006,Manual,Petrol,"54,000 km",1st,"95,000",Chennai
217,Hyundai,Creta,,2017,Automatic,Diesel,"56,795 km",1st,"12,50,000",Chennai
218,Ford,Ecosport,,2017,Manual,Petrol,"18,000 km",1st,"5,50,000",Chennai
219,Volkswagen,Polo,,2013,Manual,Diesel,"78,000 km",1st,"3,99,000",Chennai
220,Hyundai,Santro Xing,,2011,Manual,Petrol,"68,100 km",1st,"2,65,000",Chennai
221,Mahindra,XUV500,,2015,Manual,Diesel,"150,000 km",1st,"9,20,000",Chennai
222,Audi,A4,,2012,Manual,Diesel,"160,000 km",1st,"11,80,000",Chennai
223,Maruti Suzuki,Swift Dzire Tour,,2018,Manual,Diesel,"60,000 km",1st,"5,60,000",Chennai
224,Ford,Figo,,2016,Manual,Diesel,"66,452 km",1st,"4,99,000",Chennai
225,Tata,Zest,,2016,Manual,Diesel,"51,000 km",1st,"4,65,000",Chennai
226,Maruti Suzuki,Omni,,2014,Manual,Diesel,"80,000 km",1st,"2,90,000",Chennai
227,Mahindra,Bolero,,2010,Manual,Diesel,"125,000 km",2nd,"3,95,000",Chennai
228,Maruti Suzuki,Swift Dzire,,2019,Manual,Diesel,"52,000 km",1st,"6,40,000",Chennai
229,Maruti Suzuki,Ritz,,2016,Manual,Diesel,"128,000 km",2nd,"3,25,000",Chennai
230,Skoda,Rapid,,2017,Manual,Diesel,"97,000 km",1st,"7,25,000",Chennai
231,Ford,Ecosport,,2014,Automatic,Petrol,"24,000 km",1st,"6,30,000",Chennai
232,Mercedes-Benz,GLE Class,,2016,Automatic,Diesel,"25,000 km",2nd,"43,50,000",Chennai
233,Toyota,Etios,,2019,Manual,Diesel,"52,000 km",1st,"8,20,000",Chennai
234,Maruti Suzuki,Ertiga,,2013,Manual,Diesel,"91,000 km",2nd,"5,30,000",Chennai
235,Fiat,Linea,,2014,Manual,Petrol,"52,000 km",2nd,"3,60,000",Chennai
236,Hyundai,i10,,2009,Manual,Petrol,"64,000 km",1st,"2,75,000",Chennai
237,Nissan,Micra,,2010,Manual,Petrol,"83,000 km",1st,"2,90,000",Chennai
238,Toyota,Fortuner,,2016,Manual,Diesel,"172,000 km",1st,"21,00,000",Chennai
239,Ford,Fiesta,,2010,Manual,Diesel,"119,000 km",1st,"3,50,000",Chennai
240,Toyota,Innova Crysta,,2016,Automatic,Diesel,"71,000 km",1st,"18,24,000",Chennai
241,Toyota,Innova,,2011,Manual,Diesel,"130,000 km",1st,"9,50,000",Chennai
242,Toyota,Innova,,2013,Manual,Diesel,"200,000 km",1st,"6,90,000",Chennai
243,Chevrolet,Tavera,,2005,Manual,Diesel,"140,000 km",3rd,"2,25,000",Chennai
244,Maruti Suzuki,Eeco,,2017,Manual,Petrol,"39,000 km",1st,"4,09,999",Chennai
245,Maruti Suzuki,SX4,,2013,Manual,Diesel,"76,000 km",2nd,"4,60,000",Chennai
246,Toyota,Innova Crysta,,2020,Automatic,Diesel,"6,000 km",1st,"26,25,000",Chennai
247,Tata,Hexa,,2017,Automatic,Diesel,"50,000 km",1st,"14,50,000",Chennai
248,Mahindra,TUV 300,,2016,Manual,Diesel,"85,000 km",1st,"7,00,000",Chennai
249,Maruti Suzuki,800,,2008,Manual,Petrol,"49,000 km",2nd,"1,55,000",Chennai
250,Hyundai,i20,,2009,Manual,Diesel,"64,000 km",2nd,"3,50,000",Chennai
251,Mahindra,Xylo,,2010,Manual,Diesel,"70,000 km",2nd,"4,60,000",Chennai
252,Honda,City,,2016,Manual,Petrol,"73,000 km",1st,"6,50,000",Chennai
253,Maruti Suzuki,Swift,,2007,Manual,Petrol,"53,000 km",1st,"3,00,000",Chennai
254,Toyota,Etios,,2014,Manual,Petrol,"49,000 km",1st,"4,75,000",Chennai
255,Hyundai,EON,,2018,Manual,Petrol,"59,000 km",1st,"3,90,000",Chennai
256,Honda,City,,2012,Manual,Petrol,"62,000 km",2nd,"5,30,000",Chennai
257,Maruti Suzuki,Ciaz,,2018,Automatic,Petrol,"40,000 km",1st,"7,75,000",Chennai
258,Maruti Suzuki,Grand Vitara,,2019,Manual,Diesel,"35,000 km",1st,"9,50,000",Chennai
259,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"53,000 km",2nd,"7,10,000",Chennai
260,Renault,KWID,,2018,Automatic,Petrol,"17,580 km",1st,"4,75,000",Chennai
261,Mahindra,Bolero,,2009,Manual,Diesel,"150,000 km",1st,"4,95,000",Chennai
262,Maruti Suzuki,Swift Dzire,,2008,Manual,Diesel,"90,000 km",2nd,"3,25,000",Chennai
263,Maruti Suzuki,Alto K10,,2014,Automatic,Petrol,"24,000 km",2nd,"3,00,000",Chennai
264,Maruti Suzuki,Esteem,,2005,Manual,Petrol,"57,000 km",1st,"1,65,000",Chennai
265,Nissan,Sunny,,2014,Manual,Diesel,"90,000 km",1st,"4,50,000",Chennai
266,Hyundai,Verna,,2014,Manual,Diesel,"144,247 km",1st,"6,00,000",Chennai
267,Ford,Figo,,2013,Manual,Diesel,"98,000 km",1st,"3,60,000",Chennai
268,Hyundai,Grand i10,,2018,Manual,Petrol,"23,000 km",2nd,"4,90,000",Chennai
269,Audi,A4,,2010,Automatic,Diesel,"119,000 km",2nd,"11,00,000",Chennai
270,Audi,Q7,,2014,Automatic,Diesel,"140,000 km",1st,"25,00,000",Chennai
271,BMW,3 Series,,2020,Automatic,Diesel,"6,500 km",1st,"48,00,000",Chennai
272,Renault,Lodgy,,2015,Manual,Diesel,"57,000 km",1st,"6,45,000",Chennai
273,Ford,Figo,,2013,Manual,Diesel,"73,000 km",1st,"3,65,000",Chennai
274,Toyota,Innova,,2013,Manual,Diesel,"90,000 km",1st,"12,25,000",Chennai
275,Maruti Suzuki,Alto 800,,2015,Manual,Petrol,"85,000 km",1st,"2,86,000",Chennai
276,Mahindra,XUV500,,2014,Manual,Diesel,"66,000 km",1st,"9,75,000",Chennai
277,Hyundai,Xcent,,2014,Manual,Petrol,"53,000 km",1st,"4,10,000",Chennai
278,Skoda,Rapid,,2016,Manual,Diesel,"98,000 km",2nd,"6,45,000",Chennai
279,Mahindra,Xylo,,2019,Manual,Diesel,"38,367 km",1st,"8,90,000",Chennai
280,Tata,Tiago,,2019,Automatic,Petrol,"13,000 km",1st,"5,85,000",Chennai
281,Toyota,Etios,,2018,Manual,Diesel,"80,000 km",1st,"7,50,000",Chennai
282,Ford,Figo,,2011,Manual,Diesel,"112,844 km",1st,"2,23,700",Chennai
283,Nissan,Micra,,2012,-,Diesel,"117,000 km",1st,"3,60,000",Chennai
