,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
0,Tata,Harrier,,2019,Manual,Diesel,"8,600 km",1st,"16,75,000",kerala
1,Maruti Suzuki,Swift,,2016,Manual,Petrol,"55,225 km",1st,"5,45,000",kerala
2,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"75,000 km",2nd,"1,98,000",kerala
3,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"120,000 km",2nd,"4,00,000",kerala
4,Mahindra,Xylo,,2010,Manual,Diesel,"120,000 km",2nd,"2,35,000",kerala
5,Maruti Suzuki,800,,2015,Manual,Petrol,555 km,4th,"15,000",kerala
6,Maruti Suzuki,Zen Estilo,,2013,Manual,Petrol,"92,345 km",2nd,"2,25,000",kerala
7,Audi,Q5,,2015,Automatic,Diesel,"110,000 km",1st,"22,50,000",kerala
8,Skoda,Octavia,,2011,Manual,Diesel,55 km,4th,"35,000",kerala
9,Hyundai,Accent,,2013,Automatic,LPG,555 km,3rd,"15,000",kerala
10,Maruti Suzuki,Alto K10,,2014,Automatic,-,"81,270 km",3rd,"2,90,000",kerala
11,Ford,Classic,,2016,Automatic,Diesel,225 km,4th,"15,000",kerala
12,Ford,Aspire,,2017,Manual,Diesel,"65,000 km",2nd,"4,68,000",kerala
13,Ford,Ecosport,,2013,Manual,Diesel,"100,000 km",2nd,"5,25,000",kerala
14,Renault,Pulse,,2012,Manual,Diesel,"110,000 km",1st,"2,55,000",kerala
15,Hyundai,Creta,,2015,Manual,Diesel,"116,000 km",1st,"8,65,000",kerala
16,Maruti Suzuki,Zen,,2000,Manual,Petrol,"95,000 km",3rd,"80,000",kerala
17,Jeep,Compass,,2017,Manual,Diesel,"38,000 km",1st,"15,75,000",kerala
18,-,-,,-,-,-,-,-,-,kerala
19,Ford,Fiesta,,2008,Manual,Diesel,"120,000 km",1st,"1,48,000",kerala
20,Volkswagen,Vento,,2014,Automatic,Diesel,"91,000 km",3rd,"5,45,000",kerala
21,Audi,S5,,2018,Automatic,Petrol,"20,000 km",2nd,"58,00,000",kerala
22,Volkswagen,Polo,,2019,Manual,Petrol,"44,080 km",1st,"6,40,000",kerala
23,Nissan,Sunny,,2015,Manual,Diesel,"43,000 km",1st,"5,65,000",kerala
24,Nissan,Micra Active,,2013,Manual,Petrol,"80,000 km",1st,"2,90,000",kerala
25,Mahindra,Bolero Pik-Up,,2012,Automatic,Diesel,"150,000 km",2nd,"4,10,000",kerala
26,Mahindra,Verito,,2013,Manual,Diesel,"260,000 km",2nd,"1,70,000",kerala
27,Mahindra,Bolero,,2011,Manual,Diesel,"76,000 km",2nd,"4,55,000",kerala
28,Maruti Suzuki,Alto,,2007,Manual,Petrol,"109,752 km",2nd,"1,05,000",kerala
29,Hyundai,Santro Xing,,2010,Manual,Petrol,"95,000 km",2nd,"1,65,000",kerala
30,Opel,Corsa,,2003,Manual,Petrol,"120,250 km",4th,"30,000",kerala
31,Maruti Suzuki,Ritz,,2011,Manual,Diesel,"132,000 km",2nd,"2,85,000",kerala
32,Chevrolet,Optra Magnum,,2010,Manual,Diesel,"110,000 km",1st,"3,00,000",kerala
33,Maruti Suzuki,Swift,,2018,Manual,Diesel,"41,889 km",1st,"6,40,000",kerala
34,Maruti Suzuki,Ertiga,,2016,Manual,Diesel,"50,000 km",1st,"7,50,000",kerala
35,Toyota,Innova,,2012,Manual,Diesel,"110,000 km",2nd,"8,00,000",kerala
36,Ford,Figo,,2015,Manual,Diesel,"25,086 km",2nd,"15,000",kerala
37,Toyota,Innova,,2010,-,-,5 km,-,"1,00,000",kerala
38,BMW,X5,,2016,-,Diesel,45 km,-,"45,55,555",kerala
39,Maruti Suzuki,Swift Dzire,,2016,Manual,Diesel,"92,000 km",2nd,"4,15,000",kerala
40,Tata,Harrier,,2019,Manual,Diesel,"8,600 km",1st,"16,75,000",kerala
41,Maruti Suzuki,Swift,,2016,Manual,Petrol,"55,225 km",1st,"5,45,000",kerala
42,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"75,000 km",2nd,"1,98,000",kerala
43,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"120,000 km",2nd,"4,00,000",kerala
44,Mahindra,Xylo,,2010,Manual,Diesel,"120,000 km",2nd,"2,35,000",kerala
45,Maruti Suzuki,800,,2015,Manual,Petrol,555 km,4th,"15,000",kerala
46,Maruti Suzuki,Zen Estilo,,2013,Manual,Petrol,"92,345 km",2nd,"2,25,000",kerala
47,Audi,Q5,,2015,Automatic,Diesel,"110,000 km",1st,"22,50,000",kerala
48,Skoda,Octavia,,2011,Manual,Diesel,55 km,4th,"35,000",kerala
49,Hyundai,Accent,,2013,Automatic,LPG,555 km,3rd,"15,000",kerala
50,Maruti Suzuki,Alto K10,,2014,Automatic,-,"81,270 km",3rd,"2,90,000",kerala
51,Ford,Classic,,2016,Automatic,Diesel,225 km,4th,"15,000",kerala
52,Ford,Aspire,,2017,Manual,Diesel,"65,000 km",2nd,"4,68,000",kerala
53,Ford,Ecosport,,2013,Manual,Diesel,"100,000 km",2nd,"5,25,000",kerala
54,Renault,Pulse,,2012,Manual,Diesel,"110,000 km",1st,"2,55,000",kerala
55,Hyundai,Creta,,2015,Manual,Diesel,"116,000 km",1st,"8,65,000",kerala
56,Maruti Suzuki,Zen,,2000,Manual,Petrol,"95,000 km",3rd,"80,000",kerala
57,Jeep,Compass,,2017,Manual,Diesel,"38,000 km",1st,"15,75,000",kerala
58,-,-,,-,-,-,-,-,-,kerala
59,Ford,Fiesta,,2008,Manual,Diesel,"120,000 km",1st,"1,48,000",kerala
60,Volkswagen,Vento,,2014,Automatic,Diesel,"91,000 km",3rd,"5,45,000",kerala
61,Audi,S5,,2018,Automatic,Petrol,"20,000 km",2nd,"58,00,000",kerala
62,Volkswagen,Polo,,2019,Manual,Petrol,"44,080 km",1st,"6,40,000",kerala
63,Nissan,Sunny,,2015,Manual,Diesel,"43,000 km",1st,"5,65,000",kerala
64,Nissan,Micra Active,,2013,Manual,Petrol,"80,000 km",1st,"2,90,000",kerala
65,Mahindra,Bolero Pik-Up,,2012,Automatic,Diesel,"150,000 km",2nd,"4,10,000",kerala
66,Mahindra,Verito,,2013,Manual,Diesel,"260,000 km",2nd,"1,70,000",kerala
67,Mahindra,Bolero,,2011,Manual,Diesel,"76,000 km",2nd,"4,55,000",kerala
68,Maruti Suzuki,Alto,,2007,Manual,Petrol,"109,752 km",2nd,"1,05,000",kerala
69,Hyundai,Santro Xing,,2010,Manual,Petrol,"95,000 km",2nd,"1,65,000",kerala
70,Opel,Corsa,,2003,Manual,Petrol,"120,250 km",4th,"30,000",kerala
71,Maruti Suzuki,Ritz,,2011,Manual,Diesel,"132,000 km",2nd,"2,85,000",kerala
72,Chevrolet,Optra Magnum,,2010,Manual,Diesel,"110,000 km",1st,"3,00,000",kerala
73,Maruti Suzuki,Swift,,2018,Manual,Diesel,"41,889 km",1st,"6,40,000",kerala
74,Maruti Suzuki,Ertiga,,2016,Manual,Diesel,"50,000 km",1st,"7,50,000",kerala
75,Toyota,Innova,,2012,Manual,Diesel,"110,000 km",2nd,"8,00,000",kerala
76,Ford,Figo,,2015,Manual,Diesel,"25,086 km",2nd,"15,000",kerala
77,Toyota,Innova,,2010,-,-,5 km,-,"1,00,000",kerala
78,BMW,X5,,2016,-,Diesel,45 km,-,"45,55,555",kerala
79,Maruti Suzuki,Swift Dzire,,2016,Manual,Diesel,"92,000 km",2nd,"4,15,000",kerala
80,Maruti Suzuki,Baleno,,2018,Manual,Diesel,"13,000 km",1st,"7,75,000",kerala
81,Hyundai,EON,,2017,Manual,Petrol,"14,958 km",1st,"3,10,000",kerala
82,Skoda,Rapid,,2015,Automatic,Diesel,"122,000 km",1st,"4,85,000",kerala
83,Maruti Suzuki,Alto 800,,2014,Manual,Petrol,"70,000 km",2nd,"2,10,000",kerala
84,Maruti Suzuki,Swift,,2018,Manual,Petrol,"36,000 km",1st,"5,20,000",kerala
85,Hyundai,Creta,,2015,Automatic,Diesel,82 km,1st,"9,75,000",kerala
86,Maruti Suzuki,Eeco,,2020,Manual,Petrol,"6,600 km",1st,"4,50,000",kerala
87,Maruti Suzuki,Swift,,2010,Manual,Diesel,"128,000 km",3rd,"2,35,000",kerala
88,Maruti Suzuki,Zen,,2003,Manual,Petrol,0 km,4th,"60,000",kerala
89,Tata,Indica Vista,,2011,Manual,Diesel,"75,000 km",2nd,"1,39,000",kerala
90,Porsche,Cayenne,,2017,-,Diesel,123 km,-,"77,77,777",kerala
91,Hyundai,i10,,2021,Manual,Petrol,"2,000 km",1st,"6,60,000",kerala
92,Toyota,Etios Liva,,2015,Manual,Diesel,"75,000 km",2nd,"5,70,000",kerala
93,Mahindra,TUV 300,,2016,-,Diesel,"68,000 km",1st,"6,50,000",kerala
94,Maruti Suzuki,Swift,,2017,Manual,Diesel,"80,000 km",1st,"5,60,000",kerala
95,Maruti Suzuki,Ritz,,2016,Manual,Petrol,"80,000 km",1st,"4,40,000",kerala
96,Mahindra Renault,Logan,,2009,Manual,Diesel,"95,000 km",2nd,"1,09,000",kerala
97,Ford,Figo,,2012,Manual,Diesel,"66,011 km",1st,"2,15,000",kerala
98,Ford,Figo,,2010,Manual,Diesel,"118,000 km",3rd,"1,95,000",kerala
99,Toyota,Etios Liva,,2017,Manual,Petrol,"21,000 km",2nd,"5,95,000",kerala
100,Maruti Suzuki,Swift Dzire,,2018,Manual,Diesel,"8,900 km",1st,"7,25,000",kerala
101,Hyundai,Verna,,2016,Manual,Petrol,"77,889 km",2nd,"6,30,000",kerala
102,Maruti Suzuki,Swift Dzire,,2018,Manual,Diesel,"70,500 km",1st,"6,35,000",kerala
103,Ford,Figo,,2011,-,Diesel,"117,000 km",1st,"1,83,000",kerala
104,Maruti Suzuki,Baleno,,2017,Manual,Petrol,"42,042 km",1st,"5,75,000",kerala
105,Maruti Suzuki,Wagon R,,2007,Manual,Petrol,"133,916 km",1st,"1,55,000",kerala
106,Maruti Suzuki,Alto K10,,2014,Manual,Petrol,"35,000 km",1st,"2,70,000",kerala
107,Maruti Suzuki,Alto,,2002,Manual,Petrol,"115,000 km",3rd,"1,45,000",kerala
108,Mahindra,Marazzo,,2020,Manual,Diesel,"10,000 km",1st,"13,00,000",kerala
109,Ford,Ecosport,,2020,Manual,Petrol,"12,100 km",1st,"8,20,000",kerala
110,Maruti Suzuki,800,,2003,Manual,Petrol,"68,000 km",2nd,"60,000",kerala
111,Maruti Suzuki,Swift,,2018,Automatic,Petrol,"50,000 km",1st,"7,25,000",kerala
112,Maruti Suzuki,800,,2003,Manual,Petrol,"33,000 km",2nd,"1,30,000",kerala
113,Maruti Suzuki,Swift,,2013,Manual,Diesel,"119,024 km",1st,"3,75,000",kerala
114,Toyota,Innova,,2005,Manual,Diesel,"165,000 km",2nd,"4,15,000",kerala
115,Maruti Suzuki,Celerio X,,2018,Manual,Petrol,"50,000 km",1st,"4,25,000",kerala
116,Maruti Suzuki,Vitara Brezza,,2017,Manual,Diesel,"22,500 km",2nd,"7,50,000",kerala
117,Hyundai,EON,,2014,Manual,Petrol,"66,000 km",2nd,"2,50,000",kerala
118,Hyundai,Creta,,2017,Manual,Diesel,"52,000 km",2nd,"5,50,000",kerala
119,Maruti Suzuki,Estilo,,2011,Manual,Petrol,"90,000 km",1st,"1,80,000",kerala
120,Tata,Harrier,,2019,Manual,Diesel,"8,600 km",1st,"16,75,000",kerala
121,Maruti Suzuki,Swift,,2016,Manual,Petrol,"55,225 km",1st,"5,45,000",kerala
122,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"75,000 km",2nd,"1,98,000",kerala
123,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"120,000 km",2nd,"4,00,000",kerala
124,Mahindra,Xylo,,2010,Manual,Diesel,"120,000 km",2nd,"2,35,000",kerala
125,Maruti Suzuki,800,,2015,Manual,Petrol,555 km,4th,"15,000",kerala
126,Maruti Suzuki,Zen Estilo,,2013,Manual,Petrol,"92,345 km",2nd,"2,25,000",kerala
127,Audi,Q5,,2015,Automatic,Diesel,"110,000 km",1st,"22,50,000",kerala
128,Skoda,Octavia,,2011,Manual,Diesel,55 km,4th,"35,000",kerala
129,Hyundai,Accent,,2013,Automatic,LPG,555 km,3rd,"15,000",kerala
130,Maruti Suzuki,Alto K10,,2014,Automatic,-,"81,270 km",3rd,"2,90,000",kerala
131,Ford,Classic,,2016,Automatic,Diesel,225 km,4th,"15,000",kerala
132,Ford,Aspire,,2017,Manual,Diesel,"65,000 km",2nd,"4,68,000",kerala
133,Ford,Ecosport,,2013,Manual,Diesel,"100,000 km",2nd,"5,25,000",kerala
134,Renault,Pulse,,2012,Manual,Diesel,"110,000 km",1st,"2,55,000",kerala
135,Hyundai,Creta,,2015,Manual,Diesel,"116,000 km",1st,"8,65,000",kerala
136,Maruti Suzuki,Zen,,2000,Manual,Petrol,"95,000 km",3rd,"80,000",kerala
137,Jeep,Compass,,2017,Manual,Diesel,"38,000 km",1st,"15,75,000",kerala
138,-,-,,-,-,-,-,-,-,kerala
139,Ford,Fiesta,,2008,Manual,Diesel,"120,000 km",1st,"1,48,000",kerala
140,Volkswagen,Vento,,2014,Automatic,Diesel,"91,000 km",3rd,"5,45,000",kerala
141,Audi,S5,,2018,Automatic,Petrol,"20,000 km",2nd,"58,00,000",kerala
142,Volkswagen,Polo,,2019,Manual,Petrol,"44,080 km",1st,"6,40,000",kerala
143,Nissan,Sunny,,2015,Manual,Diesel,"43,000 km",1st,"5,65,000",kerala
144,Nissan,Micra Active,,2013,Manual,Petrol,"80,000 km",1st,"2,90,000",kerala
145,Mahindra,Bolero Pik-Up,,2012,Automatic,Diesel,"150,000 km",2nd,"4,10,000",kerala
146,Mahindra,Verito,,2013,Manual,Diesel,"260,000 km",2nd,"1,70,000",kerala
147,Mahindra,Bolero,,2011,Manual,Diesel,"76,000 km",2nd,"4,55,000",kerala
148,Maruti Suzuki,Alto,,2007,Manual,Petrol,"109,752 km",2nd,"1,05,000",kerala
149,Hyundai,Santro Xing,,2010,Manual,Petrol,"95,000 km",2nd,"1,65,000",kerala
150,Opel,Corsa,,2003,Manual,Petrol,"120,250 km",4th,"30,000",kerala
151,Maruti Suzuki,Ritz,,2011,Manual,Diesel,"132,000 km",2nd,"2,85,000",kerala
152,Chevrolet,Optra Magnum,,2010,Manual,Diesel,"110,000 km",1st,"3,00,000",kerala
153,Maruti Suzuki,Swift,,2018,Manual,Diesel,"41,889 km",1st,"6,40,000",kerala
154,Maruti Suzuki,Ertiga,,2016,Manual,Diesel,"50,000 km",1st,"7,50,000",kerala
155,Toyota,Innova,,2012,Manual,Diesel,"110,000 km",2nd,"8,00,000",kerala
156,Ford,Figo,,2015,Manual,Diesel,"25,086 km",2nd,"15,000",kerala
157,Toyota,Innova,,2010,-,-,5 km,-,"1,00,000",kerala
158,BMW,X5,,2016,-,Diesel,45 km,-,"45,55,555",kerala
159,Maruti Suzuki,Swift Dzire,,2016,Manual,Diesel,"92,000 km",2nd,"4,15,000",kerala
160,Maruti Suzuki,Baleno,,2018,Manual,Diesel,"13,000 km",1st,"7,75,000",kerala
161,Hyundai,EON,,2017,Manual,Petrol,"14,958 km",1st,"3,10,000",kerala
162,Skoda,Rapid,,2015,Automatic,Diesel,"122,000 km",1st,"4,85,000",kerala
163,Maruti Suzuki,Alto 800,,2014,Manual,Petrol,"70,000 km",2nd,"2,10,000",kerala
164,Maruti Suzuki,Swift,,2018,Manual,Petrol,"36,000 km",1st,"5,20,000",kerala
165,Hyundai,Creta,,2015,Automatic,Diesel,82 km,1st,"9,75,000",kerala
166,Maruti Suzuki,Eeco,,2020,Manual,Petrol,"6,600 km",1st,"4,50,000",kerala
167,Maruti Suzuki,Swift,,2010,Manual,Diesel,"128,000 km",3rd,"2,35,000",kerala
168,Maruti Suzuki,Zen,,2003,Manual,Petrol,0 km,4th,"60,000",kerala
169,Tata,Indica Vista,,2011,Manual,Diesel,"75,000 km",2nd,"1,39,000",kerala
170,Porsche,Cayenne,,2017,-,Diesel,123 km,-,"77,77,777",kerala
171,Hyundai,i10,,2021,Manual,Petrol,"2,000 km",1st,"6,60,000",kerala
172,Toyota,Etios Liva,,2015,Manual,Diesel,"75,000 km",2nd,"5,70,000",kerala
173,Mahindra,TUV 300,,2016,-,Diesel,"68,000 km",1st,"6,50,000",kerala
174,Maruti Suzuki,Swift,,2017,Manual,Diesel,"80,000 km",1st,"5,60,000",kerala
175,Maruti Suzuki,Ritz,,2016,Manual,Petrol,"80,000 km",1st,"4,40,000",kerala
176,Mahindra Renault,Logan,,2009,Manual,Diesel,"95,000 km",2nd,"1,09,000",kerala
177,Ford,Figo,,2012,Manual,Diesel,"66,011 km",1st,"2,15,000",kerala
178,Ford,Figo,,2010,Manual,Diesel,"118,000 km",3rd,"1,95,000",kerala
179,Toyota,Etios Liva,,2017,Manual,Petrol,"21,000 km",2nd,"5,95,000",kerala
180,Maruti Suzuki,Swift Dzire,,2018,Manual,Diesel,"8,900 km",1st,"7,25,000",kerala
181,Hyundai,Verna,,2016,Manual,Petrol,"77,889 km",2nd,"6,30,000",kerala
182,Maruti Suzuki,Swift Dzire,,2018,Manual,Diesel,"70,500 km",1st,"6,35,000",kerala
183,Ford,Figo,,2011,-,Diesel,"117,000 km",1st,"1,83,000",kerala
184,Maruti Suzuki,Baleno,,2017,Manual,Petrol,"42,042 km",1st,"5,75,000",kerala
185,Maruti Suzuki,Wagon R,,2007,Manual,Petrol,"133,916 km",1st,"1,55,000",kerala
186,Maruti Suzuki,Alto K10,,2014,Manual,Petrol,"35,000 km",1st,"2,70,000",kerala
187,Maruti Suzuki,Alto,,2002,Manual,Petrol,"115,000 km",3rd,"1,45,000",kerala
188,Mahindra,Marazzo,,2020,Manual,Diesel,"10,000 km",1st,"13,00,000",kerala
189,Ford,Ecosport,,2020,Manual,Petrol,"12,100 km",1st,"8,20,000",kerala
190,Maruti Suzuki,800,,2003,Manual,Petrol,"68,000 km",2nd,"60,000",kerala
191,Maruti Suzuki,Swift,,2018,Automatic,Petrol,"50,000 km",1st,"7,25,000",kerala
192,Maruti Suzuki,800,,2003,Manual,Petrol,"33,000 km",2nd,"1,30,000",kerala
193,Maruti Suzuki,Swift,,2013,Manual,Diesel,"119,024 km",1st,"3,75,000",kerala
194,Toyota,Innova,,2005,Manual,Diesel,"165,000 km",2nd,"4,15,000",kerala
195,Maruti Suzuki,Celerio X,,2018,Manual,Petrol,"50,000 km",1st,"4,25,000",kerala
196,Maruti Suzuki,Vitara Brezza,,2017,Manual,Diesel,"22,500 km",2nd,"7,50,000",kerala
197,Hyundai,EON,,2014,Manual,Petrol,"66,000 km",2nd,"2,50,000",kerala
198,Hyundai,Creta,,2017,Manual,Diesel,"52,000 km",2nd,"5,50,000",kerala
199,Maruti Suzuki,Estilo,,2011,Manual,Petrol,"90,000 km",1st,"1,80,000",kerala
200,Maruti Suzuki,Vitara Brezza,,2018,Manual,Diesel,"36,745 km",1st,"9,40,000",kerala
201,Maruti Suzuki,Ertiga,,2020,Manual,Diesel,"58,000 km",1st,"9,50,000",kerala
202,BMW,6 Series,,2012,Automatic,Diesel,"48,000 km",2nd,"40,00,000",kerala
203,Maruti Suzuki,800,,2003,Manual,Petrol,"120,000 km",2nd,"50,000",kerala
204,Mahindra,Scorpio,,2006,Manual,Diesel,"130,000 km",3rd,"1,95,000",kerala
205,Bajaj,Others,,1993,Manual,Petrol,"111,111 km",2nd,"42,000",kerala
206,Hyundai,i10,,2010,Manual,Petrol,"63,511 km",2nd,"2,15,000",kerala
207,Jeep,Compass,,2018,Manual,Diesel,"49,000 km",1st,"16,00,000",kerala
208,Hyundai,i10,,2011,Manual,Petrol,"72,446 km",1st,"2,65,000",kerala
209,Maruti Suzuki,Swift,,2018,Manual,Diesel,"62,000 km",1st,"6,10,000",kerala
210,Ford,Figo Aspire,,2017,Manual,Diesel,"52,000 km",1st,"4,50,000",kerala
211,Hyundai,Santro Xing,,2008,Manual,Petrol,"54,986 km",1st,"1,38,000",kerala
212,Maruti Suzuki,Omni,,2010,Manual,Petrol,"78,958 km",2nd,"1,58,000",kerala
213,Maruti Suzuki,Eeco,,2013,Manual,Petrol,"65,000 km",1st,"2,75,000",kerala
214,Maruti Suzuki,A-Star,,2012,Manual,Petrol,"80,000 km",1st,"2,48,000",kerala
215,Tata,Nexon,,2018,Manual,Petrol,"70,000 km",1st,"7,70,000",kerala
216,Tata,Indigo,,2003,Manual,Petrol,"74,586 km",3rd,"65,000",kerala
217,Hyundai,i10,,2008,Manual,Petrol,"90,791 km",3rd,"1,65,000",kerala
218,Maruti Suzuki,Alto K10,,2011,-,Petrol,"36,499 km",1st,"2,15,000",kerala
219,Maruti Suzuki,800,,2003,Manual,Petrol,"50,751 km",4+,"69,000",kerala
220,Jeep,Compass,,2019,Manual,Diesel,"36,860 km",1st,"14,50,000",kerala
221,Chevrolet,Cruze,,2011,Manual,Diesel,"185,000 km",1st,"5,00,000",kerala
222,Maruti Suzuki,Swift Dzire,,2018,Manual,Petrol,"27,000 km",1st,"6,45,000",kerala
223,Hyundai,Grand i10,,2016,Manual,Petrol,"33,067 km",1st,"4,25,000",kerala
224,Maruti Suzuki,800,,2007,Manual,Petrol,"50,000 km",1st,"90,000",kerala
225,Mercedes-Benz,CLA,,2015,Automatic,Diesel,"35,000 km",1st,"29,00,000",kerala
226,Maruti Suzuki,Swift,,2018,Manual,Diesel,"50,100 km",1st,"6,35,000",kerala
227,Maruti Suzuki,Swift,,2019,Manual,Petrol,"35,000 km",1st,"5,60,000",kerala
228,Hyundai,Santro Xing,,2007,Manual,Petrol,"56,000 km",2nd,"1,48,000",kerala
229,Mahindra,XUV500,,2018,Manual,Diesel,"52,989 km",1st,"9,75,000",kerala
230,Mercedes-Benz,A Class,,2013,Automatic,Diesel,"40,000 km",1st,"16,00,000",kerala
231,Tata,Indigo Ecs,,2011,Manual,Diesel,"100,000 km",2nd,"85,000",kerala
232,Maruti Suzuki,Ritz,,2009,Manual,Petrol,"131,288 km",3rd,"2,15,000",kerala
233,Maruti Suzuki,Alto,,2009,Manual,Petrol,"70,000 km",2nd,"1,45,000",kerala
234,Chevrolet,Spark,,2010,Manual,Petrol,"76,342 km",3rd,"1,00,000",kerala
235,Maruti Suzuki,Alto 800,,2017,Manual,Petrol,"57,858 km",1st,"2,85,000",kerala
236,Volkswagen,Vento,,2012,Manual,Diesel,"80,000 km",4+,"3,40,000",kerala
237,Tata,Nano,,2014,Manual,Petrol,"64,585 km",1st,"1,35,000",kerala
238,Ford,Fiesta,,2007,Manual,Petrol,"107,858 km",3rd,"1,05,000",kerala
239,Chevrolet,Spark,,2008,Manual,Petrol,"85,858 km",2nd,"89,000",kerala
240,Tata,Harrier,,2019,Manual,Diesel,"8,600 km",1st,"16,75,000",kerala
241,Maruti Suzuki,Swift,,2016,Manual,Petrol,"55,225 km",1st,"5,45,000",kerala
242,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"75,000 km",2nd,"1,98,000",kerala
243,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"120,000 km",2nd,"4,00,000",kerala
244,Mahindra,Xylo,,2010,Manual,Diesel,"120,000 km",2nd,"2,35,000",kerala
245,Maruti Suzuki,800,,2015,Manual,Petrol,555 km,4th,"15,000",kerala
246,Maruti Suzuki,Zen Estilo,,2013,Manual,Petrol,"92,345 km",2nd,"2,25,000",kerala
247,Audi,Q5,,2015,Automatic,Diesel,"110,000 km",1st,"22,50,000",kerala
248,Skoda,Octavia,,2011,Manual,Diesel,55 km,4th,"35,000",kerala
249,Hyundai,Accent,,2013,Automatic,LPG,555 km,3rd,"15,000",kerala
250,Maruti Suzuki,Alto K10,,2014,Automatic,-,"81,270 km",3rd,"2,90,000",kerala
251,Ford,Classic,,2016,Automatic,Diesel,225 km,4th,"15,000",kerala
252,Ford,Aspire,,2017,Manual,Diesel,"65,000 km",2nd,"4,68,000",kerala
253,Ford,Ecosport,,2013,Manual,Diesel,"100,000 km",2nd,"5,25,000",kerala
254,Renault,Pulse,,2012,Manual,Diesel,"110,000 km",1st,"2,55,000",kerala
255,Hyundai,Creta,,2015,Manual,Diesel,"116,000 km",1st,"8,65,000",kerala
256,Maruti Suzuki,Zen,,2000,Manual,Petrol,"95,000 km",3rd,"80,000",kerala
257,Jeep,Compass,,2017,Manual,Diesel,"38,000 km",1st,"15,75,000",kerala
258,-,-,,-,-,-,-,-,-,kerala
259,Ford,Fiesta,,2008,Manual,Diesel,"120,000 km",1st,"1,48,000",kerala
260,Volkswagen,Vento,,2014,Automatic,Diesel,"91,000 km",3rd,"5,45,000",kerala
261,Audi,S5,,2018,Automatic,Petrol,"20,000 km",2nd,"58,00,000",kerala
262,Volkswagen,Polo,,2019,Manual,Petrol,"44,080 km",1st,"6,40,000",kerala
263,Nissan,Sunny,,2015,Manual,Diesel,"43,000 km",1st,"5,65,000",kerala
264,Nissan,Micra Active,,2013,Manual,Petrol,"80,000 km",1st,"2,90,000",kerala
265,Mahindra,Bolero Pik-Up,,2012,Automatic,Diesel,"150,000 km",2nd,"4,10,000",kerala
266,Mahindra,Verito,,2013,Manual,Diesel,"260,000 km",2nd,"1,70,000",kerala
267,Mahindra,Bolero,,2011,Manual,Diesel,"76,000 km",2nd,"4,55,000",kerala
268,Maruti Suzuki,Alto,,2007,Manual,Petrol,"109,752 km",2nd,"1,05,000",kerala
269,Hyundai,Santro Xing,,2010,Manual,Petrol,"95,000 km",2nd,"1,65,000",kerala
270,Opel,Corsa,,2003,Manual,Petrol,"120,250 km",4th,"30,000",kerala
271,Maruti Suzuki,Ritz,,2011,Manual,Diesel,"132,000 km",2nd,"2,85,000",kerala
272,Chevrolet,Optra Magnum,,2010,Manual,Diesel,"110,000 km",1st,"3,00,000",kerala
273,Maruti Suzuki,Swift,,2018,Manual,Diesel,"41,889 km",1st,"6,40,000",kerala
274,Maruti Suzuki,Ertiga,,2016,Manual,Diesel,"50,000 km",1st,"7,50,000",kerala
275,Toyota,Innova,,2012,Manual,Diesel,"110,000 km",2nd,"8,00,000",kerala
276,Ford,Figo,,2015,Manual,Diesel,"25,086 km",2nd,"15,000",kerala
277,Toyota,Innova,,2010,-,-,5 km,-,"1,00,000",kerala
278,BMW,X5,,2016,-,Diesel,45 km,-,"45,55,555",kerala
279,Maruti Suzuki,Swift Dzire,,2016,Manual,Diesel,"92,000 km",2nd,"4,15,000",kerala
280,Maruti Suzuki,Baleno,,2018,Manual,Diesel,"13,000 km",1st,"7,75,000",kerala
281,Hyundai,EON,,2017,Manual,Petrol,"14,958 km",1st,"3,10,000",kerala
282,Skoda,Rapid,,2015,Automatic,Diesel,"122,000 km",1st,"4,85,000",kerala
283,Maruti Suzuki,Alto 800,,2014,Manual,Petrol,"70,000 km",2nd,"2,10,000",kerala
284,Maruti Suzuki,Swift,,2018,Manual,Petrol,"36,000 km",1st,"5,20,000",kerala
285,Hyundai,Creta,,2015,Automatic,Diesel,82 km,1st,"9,75,000",kerala
286,Maruti Suzuki,Eeco,,2020,Manual,Petrol,"6,600 km",1st,"4,50,000",kerala
287,Maruti Suzuki,Swift,,2010,Manual,Diesel,"128,000 km",3rd,"2,35,000",kerala
288,Maruti Suzuki,Zen,,2003,Manual,Petrol,0 km,4th,"60,000",kerala
289,Tata,Indica Vista,,2011,Manual,Diesel,"75,000 km",2nd,"1,39,000",kerala
290,Porsche,Cayenne,,2017,-,Diesel,123 km,-,"77,77,777",kerala
291,Hyundai,i10,,2021,Manual,Petrol,"2,000 km",1st,"6,60,000",kerala
292,Toyota,Etios Liva,,2015,Manual,Diesel,"75,000 km",2nd,"5,70,000",kerala
