,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
619,Maruti Suzuki,Wagon R,,2008,Manual,Petrol,"78,000 km",2nd,"1,70,000",kerala
620,Mahindra,Thar,,2017,Manual,Diesel,"30,000 km",-,"8,90,000",kerala
621,BMW,3 Series,,2010,Automatic,Diesel,"89,000 km",2nd,"9,50,000",kerala
622,BMW,X5,,2017,Automatic,Diesel,"45,000 km",1st,"62,00,000",kerala
623,Ford,Fiesta,,2007,Manual,Diesel,"140,000 km",2nd,"1,50,000",kerala
624,Maruti Suzuki,Wagon R 1.0,,2019,Manual,Petrol,"11,000 km",1st,"5,15,000",kerala
625,Maruti Suzuki,800,,1997,Manual,Petrol,"69,644 km",3rd,"50,000",kerala
626,Renault,Duster,,2019,Manual,Diesel,"28,000 km",1st,"8,40,000",kerala
627,Chevrolet,Beat,,2011,Manual,Diesel,"75,000 km",2nd,"1,40,000",kerala
628,Maruti Suzuki,Ritz,,2016,Manual,Diesel,"40,000 km",1st,"2,50,000",kerala
629,Maruti Suzuki,Alto 800,,2013,Manual,Petrol,"14,000 km",1st,"2,10,000",kerala
630,Maruti Suzuki,Swift,,2018,Automatic,Diesel,"10,000 km",1st,"3,75,000",kerala
631,Maruti Suzuki,Wagon R,,2004,Manual,Petrol,"120,000 km",2nd,"1,15,000",kerala
632,Hyundai,EON,,2011,Manual,Petrol,"81,339 km",2nd,"1,90,000",kerala
633,Maruti Suzuki,Swift Dzire Tour,,2014,Manual,Diesel,"246,000 km",1st,"2,45,000",kerala
634,Maruti Suzuki,800,,2016,Manual,Petrol,"49,000 km",2nd,"2,68,000",kerala
635,Maruti Suzuki,800,,2004,Manual,Petrol,"36,500 km",1st,"45,000",kerala
636,Datsun,GO,,2014,Manual,Petrol,"29,622 km",1st,"1,85,000",kerala
637,Ashok Leyland,Stile,,2018,Manual,Diesel,"33,000 km",2nd,"6,75,000",kerala
638,Maruti Suzuki,Swift,,2006,Manual,Petrol,"99,500 km",3rd,"2,00,000",kerala
639,Tata,Indica,,2021,Manual,Diesel,0 km,1st,"15,000",kerala
640,Maruti Suzuki,Alto 800,,2017,Manual,Petrol,"16,852 km",1st,"3,35,000",kerala
641,Jaguar,XF,,2015,Automatic,Diesel,"53,000 km",2nd,"28,00,000",kerala
642,Maruti Suzuki,Alto 800,,2014,Manual,Petrol,"41,000 km",2nd,"2,40,000",kerala
643,Maruti Suzuki,A-Star,,2009,Manual,Petrol,"95,000 km",2nd,"1,52,000",kerala
644,Maruti Suzuki,Alto,,2005,Manual,Petrol,"90,000 km",3rd,"90,000",kerala
645,Maruti Suzuki,Swift Dzire,,2017,Manual,Petrol,"86,000 km",1st,"5,85,000",kerala
646,Maruti Suzuki,800,,2003,Manual,Petrol,1 km,3rd,"65,000",kerala
647,Ford,Figo,,2016,Manual,Diesel,"29,000 km",1st,"5,10,000",kerala
648,Maruti Suzuki,Wagon R,,2007,Manual,Petrol,"75,109 km",2nd,"1,35,000",kerala
649,Maruti Suzuki,Swift Dzire Tour,,2016,-,-,"100,000 km",1st,"3,60,000",kerala
650,Jeep,Compass,,2019,Manual,Petrol,"23,000 km",1st,"18,00,000",kerala
651,Hyundai,Xcent,,2014,Manual,Diesel,"114,000 km",1st,"3,60,000",kerala
652,Maruti Suzuki,Omni,,2000,Manual,Petrol,85 km,4th,"62,000",kerala
653,Hyundai,Accent,,2006,Manual,Petrol,"91,000 km",1st,"1,00,000",kerala
654,Mahindra,Bolero Power Plus,,2015,Manual,Diesel,"73,254 km",2nd,"6,77,000",kerala
655,Mahindra,Scorpio,,2009,Manual,Diesel,"110,000 km",1st,"4,00,000",kerala
656,Maruti Suzuki,Alto,,2001,Manual,Petrol,"87,000 km",1st,"70,000",kerala
657,Volkswagen,Polo,,2015,Manual,Diesel,"89,468 km",2nd,"6,30,000",kerala
658,Mahindra,XUV500,,2018,Automatic,Diesel,"81,000 km",1st,"16,50,000",kerala
659,Maruti Suzuki,Alto,,2002,Manual,Petrol,"160,000 km",3rd,"75,000",kerala
660,Ambassador,Ambassador,,2007,Manual,Diesel,"80,000 km",1st,"75,000",kerala
661,Hyundai,i20,,2020,Manual,Petrol,"3,500 km",1st,"7,85,000",kerala
662,Chevrolet,Beat,,2013,Manual,Diesel,"85,895 km",3rd,"1,38,000",kerala
663,Maruti Suzuki,Stingray,,2015,Manual,Petrol,"74,500 km",2nd,"3,30,000",kerala
664,Toyota,Corolla,,2009,Manual,Petrol,"74,000 km",2nd,"3,11,000",kerala
665,Honda,Jazz,,2018,Manual,Petrol,"20,000 km",1st,"7,00,000",kerala
666,Maruti Suzuki,800,,2001,Manual,Petrol,"97,500 km",2nd,"47,000",kerala
667,Mitsubishi,Lancer,,2005,Manual,Diesel,1 km,1st,"1,25,000",kerala
668,Maruti Suzuki,800,,2001,Manual,Petrol,"67,000 km",2nd,"46,000",kerala
669,Other Brands,Others,,2021,Manual,CNG & Hybrids,0 km,2nd,"6,00,000",kerala
670,Volkswagen,Polo,,2018,Manual,Petrol,"18,678 km",2nd,"6,50,000",kerala
671,Mahindra,Scorpio,,2008,Manual,Diesel,"185,000 km",1st,"3,50,000",kerala
672,Ford,Figo,,2020,Manual,Diesel,"12,000 km",1st,"7,25,000",kerala
673,Maruti Suzuki,Zen,,1998,Manual,Petrol,"54,000 km",3rd,"52,000",kerala
674,Mahindra,Jeep,,2004,Manual,Diesel,"110,000 km",2nd,"2,99,999",kerala
675,Maruti Suzuki,Alto 800,,2017,Manual,Petrol,"9,500 km",2nd,"2,35,000",kerala
676,Renault,KWID,,2016,Manual,Petrol,"56,324 km",2nd,"2,75,000",kerala
677,Hyundai,i10,,2011,Manual,Petrol,82 km,2nd,"2,80,000",kerala
678,Maruti Suzuki,Wagon R,,2003,Manual,Petrol,"10,000 km",2nd,"1,05,000",kerala
679,Maruti Suzuki,Alto,,2006,Manual,Petrol,"73,000 km",1st,"85,000",kerala
680,Maruti Suzuki,Ertiga,,2013,Manual,Diesel,"116,320 km",2nd,"4,75,000",kerala
681,Maruti Suzuki,Vitara Brezza,,2017,Manual,Diesel,"16,500 km",1st,"8,25,000",kerala
682,Maruti Suzuki,Alto 800,,2018,Manual,Petrol,"38,650 km",1st,"3,15,000",kerala
683,Hyundai,Santro Xing,,2010,Manual,Petrol,"76,656 km",3rd,"1,99,000",kerala
684,Maruti Suzuki,Wagon R,,2004,Manual,Petrol,"74,600 km",3rd,"1,00,000",kerala
685,Mahindra,Scorpio,,2007,Manual,Diesel,"144,000 km",2nd,"2,40,000",kerala
686,Chevrolet,Aveo,,2006,Automatic,Petrol,"88,000 km",1st,"1,10,000",kerala
687,Volkswagen,Ameo,,2017,Automatic,Diesel,"45,000 km",1st,"7,50,000",kerala
688,Maruti Suzuki,Wagon R,,2009,Manual,Petrol,0 km,-,"1,50,000",kerala
689,Maruti Suzuki,Ignis,,2019,Automatic,Petrol,"17,000 km",1st,"6,00,000",kerala
690,Ford,Ecosport,,2014,Manual,Diesel,"90,000 km",1st,"5,10,000",kerala
691,Audi,A6,,2016,Automatic,Diesel,"55,555 km",-,"25,000",kerala
692,Toyota,Fortuner,,2011,Manual,Diesel,"250,000 km",2nd,"11,50,000",kerala
693,Toyota,Fortuner,,2012,Automatic,Diesel,"65,000 km",2nd,"16,50,000",kerala
694,Maruti Suzuki,Zen,,1997,Manual,Petrol,"92,545 km",3rd,"43,000",kerala
695,Maruti Suzuki,Swift,,2015,Manual,Petrol,"92,000 km",1st,"4,90,000",kerala
696,Maruti Suzuki,Zen,,2002,Automatic,Petrol,"59,639 km",2nd,"68,500",kerala
697,Maruti Suzuki,Alto 800,,2014,Manual,Petrol,"79,000 km",2nd,"2,20,000",kerala
698,Maruti Suzuki,800,,2003,Manual,Petrol,0 km,2nd,"80,000",kerala
699,Maruti Suzuki,Ertiga,,2017,Manual,Diesel,"38,000 km",2nd,"8,25,000",kerala
700,Kia,Seltos,,2019,Manual,Petrol,"20,000 km",1st,"13,75,000",kerala
701,Maruti Suzuki,Swift Dzire,,2015,Manual,Petrol,"29,000 km",2nd,"4,80,000",kerala
702,Honda,BR-V,,2018,Manual,Diesel,"72,500 km",1st,"5,75,000",kerala
703,Maruti Suzuki,Alto,,2006,Manual,Petrol,"86,000 km",1st,"1,05,000",kerala
704,Hyundai,Grand i10,,2008,Manual,Petrol,"79,000 km",-,"1,72,000",kerala
705,Maruti Suzuki,Estilo,,2007,Manual,Petrol,"71,651 km",2nd,"1,30,000",kerala
706,Mercedes-Benz,E-Class,,2013,-,-,"50,000 km",2nd,"25,00,000",kerala
707,Hyundai,EON,,2016,Manual,Petrol,57 km,1st,"2,57,000",kerala
708,Ashok Leyland,Others,,2018,-,-,"5,555 km",-,"20,00,000",kerala
709,Maruti Suzuki,Swift,,2014,Manual,Diesel,"83,000 km",1st,"4,50,000",kerala
710,Maruti Suzuki,Zen,,1998,Manual,Petrol,0 km,4+,"62,000",kerala
711,Hyundai,EON,,2012,Manual,Petrol,"62,347 km",3rd,"1,85,000",kerala
712,Mahindra,Scorpio,,2005,Manual,Petrol,"181,000 km",3rd,"1,50,000",kerala
713,Tata,Indica,,2008,Manual,Diesel,"102,000 km",2nd,"60,000",kerala
714,Mahindra,Jeep,,1996,Manual,Diesel,"34,000 km",3rd,"2,65,000",kerala
715,Maruti Suzuki,Eeco,,2017,Manual,Petrol,"35,000 km",2nd,"3,35,000",kerala
716,Maruti Suzuki,800,,2005,Manual,Petrol,"180,000 km",2nd,"40,000",kerala
717,Maruti Suzuki,Eeco,,2010,Manual,Petrol,"75,000 km",4th,"1,75,000",kerala
718,Maruti Suzuki,Zen,,1996,Manual,Petrol,"37,939 km",3rd,"40,000",kerala
719,Maruti Suzuki,Wagon R,,2009,Manual,LPG,"95,000 km",2nd,"1,70,000",kerala
720,-,-,,-,-,-,-,-,-,kerala
721,Renault,Pulse,,2014,Manual,Diesel,"75,000 km",1st,"3,15,000",kerala
722,Volkswagen,Jetta,,2016,Automatic,Diesel,"89,179 km",3rd,"11,50,000",kerala
723,Maruti Suzuki,Eeco,,2010,Manual,Petrol,"112,000 km",2nd,"2,10,000",kerala
724,Tata,Xenon XT,,2014,Manual,Diesel,"62,400 km",2nd,"6,00,000",kerala
725,Honda,Civic,,2007,Manual,Petrol,85 km,3rd,"1,90,000",kerala
726,Hyundai,Santro Xing,,2009,Manual,Petrol,"68,000 km",2nd,"1,90,000",kerala
727,Hyundai,Santro Xing,,2007,Manual,Petrol,"100,000 km",2nd,"1,35,000",kerala
728,Hyundai,EON,,2015,Manual,Petrol,"28,000 km",2nd,"2,65,000",kerala
729,Honda,City,,2017,Manual,Diesel,"82,000 km",1st,"8,75,000",kerala
730,Renault,Duster,,2012,Manual,Diesel,"70,000 km",1st,"6,50,000",kerala
731,Maruti Suzuki,Swift,,2009,Manual,Petrol,"150,000 km",3rd,"2,20,000",kerala
732,Honda,Others,,1996,Manual,Petrol,"210,000 km",3rd,"16,500",kerala
733,Maruti Suzuki,Ciaz,,2014,Manual,Diesel,"119,000 km",2nd,"6,25,000",kerala
734,Ford,Figo,,2013,Manual,Diesel,"86,032 km",2nd,"2,00,000",kerala
735,Maruti Suzuki,Zen,,1999,Manual,Petrol,"5,975 km",2nd,"65,000",kerala
736,Toyota,Innova,,2010,Manual,Diesel,"110,000 km",3rd,"7,50,000",kerala
737,Hyundai,EON,,2015,Manual,Petrol,"51,000 km",1st,"2,55,000",kerala
738,Maruti Suzuki,Alto,,2005,Manual,Petrol,"65,000 km",2nd,"1,10,000",kerala
739,Mahindra,Xylo,,2010,Automatic,Diesel,"98,000 km",2nd,"2,10,000",kerala
740,Toyota,Glanza,,2020,Manual,Petrol,"8,500 km",1st,"7,50,000",kerala
741,Volkswagen,Polo,,2015,Automatic,Petrol,"80,000 km",2nd,"5,85,000",kerala
742,Hyundai,Creta,,2015,Manual,Diesel,"106,000 km",1st,"8,45,000",kerala
743,Chevrolet,Tavera Neo,,2012,Manual,Diesel,"90,000 km",2nd,"3,90,000",kerala
744,Toyota,Fortuner,,2011,Manual,Diesel,"75,000 km",1st,"12,00,000",kerala
745,Maruti Suzuki,Wagon R 1.0,,2013,Manual,Petrol,"54,947 km",2nd,"3,33,000",kerala
746,Toyota,Etios Liva,,2018,-,Petrol,"37,000 km",1st,"6,75,000",kerala
747,Maruti Suzuki,Swift,,2016,Manual,Diesel,"50,000 km",1st,"5,85,000",kerala
748,Volkswagen,Polo,,2014,-,Petrol,"57,000 km",1st,"5,15,000",kerala
749,Maruti Suzuki,Omni,,2006,Manual,Petrol,"98,000 km",4+,"98,000",kerala
750,Tata,Indica Vista,,2012,Manual,Diesel,"264,000 km",1st,"1,15,000",kerala
751,Maruti Suzuki,Ritz,,2011,Manual,Diesel,"122,000 km",3rd,"2,75,000",kerala
752,Toyota,Fortuner,,2010,Manual,Diesel,"140,000 km",2nd,"10,85,000",kerala
753,Ambassador,Ambassador,,1999,Manual,Diesel,"79,000 km",3rd,"57,000",kerala
754,Mahindra,Bolero Pik-Up,,2009,Manual,Diesel,"110,000 km",2nd,"2,20,000",kerala
755,Toyota,Etios,,2012,Manual,Diesel,"128,000 km",2nd,"2,95,000",kerala
756,Maruti Suzuki,Zen,,2005,Manual,Petrol,"76,000 km",3rd,"1,15,000",kerala
757,Maruti Suzuki,Baleno,,2018,Automatic,Petrol,"37,000 km",1st,"7,40,000",kerala
758,Honda,Brio,,2012,Manual,Petrol,"55,500 km",1st,"3,35,000",kerala
759,Tata,Others,,2021,Manual,Diesel,"4,000 km",1st,"2,50,000",kerala
760,Tata,Harrier,,2019,Manual,Diesel,"8,600 km",1st,"16,75,000",kerala
761,Maruti Suzuki,Swift,,2016,Manual,Petrol,"55,225 km",1st,"5,45,000",kerala
762,Maruti Suzuki,Eeco,,2011,Manual,Petrol,"75,000 km",2nd,"1,98,000",kerala
763,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"120,000 km",2nd,"4,00,000",kerala
764,Mahindra,Xylo,,2010,Manual,Diesel,"120,000 km",2nd,"2,35,000",kerala
765,Maruti Suzuki,800,,2015,Manual,Petrol,555 km,4th,"15,000",kerala
766,Maruti Suzuki,Zen Estilo,,2013,Manual,Petrol,"92,345 km",2nd,"2,25,000",kerala
767,Audi,Q5,,2015,Automatic,Diesel,"110,000 km",1st,"22,50,000",kerala
768,Skoda,Octavia,,2011,Manual,Diesel,55 km,4th,"35,000",kerala
769,Hyundai,Accent,,2013,Automatic,LPG,555 km,3rd,"15,000",kerala
770,Maruti Suzuki,Alto K10,,2014,Automatic,-,"81,270 km",3rd,"2,90,000",kerala
771,Ford,Classic,,2016,Automatic,Diesel,225 km,4th,"15,000",kerala
772,Ford,Aspire,,2017,Manual,Diesel,"65,000 km",2nd,"4,68,000",kerala
773,Ford,Ecosport,,2013,Manual,Diesel,"100,000 km",2nd,"5,25,000",kerala
774,Renault,Pulse,,2012,Manual,Diesel,"110,000 km",1st,"2,55,000",kerala
775,Hyundai,Creta,,2015,Manual,Diesel,"116,000 km",1st,"8,65,000",kerala
776,Maruti Suzuki,Zen,,2000,Manual,Petrol,"95,000 km",3rd,"80,000",kerala
777,Jeep,Compass,,2017,Manual,Diesel,"38,000 km",1st,"15,75,000",kerala
778,-,-,,-,-,-,-,-,-,kerala
779,Ford,Fiesta,,2008,Manual,Diesel,"120,000 km",1st,"1,48,000",kerala
780,Volkswagen,Vento,,2014,Automatic,Diesel,"91,000 km",3rd,"5,45,000",kerala
781,Audi,S5,,2018,Automatic,Petrol,"20,000 km",2nd,"58,00,000",kerala
782,Volkswagen,Polo,,2019,Manual,Petrol,"44,080 km",1st,"6,40,000",kerala
783,Nissan,Sunny,,2015,Manual,Diesel,"43,000 km",1st,"5,65,000",kerala
784,Nissan,Micra Active,,2013,Manual,Petrol,"80,000 km",1st,"2,90,000",kerala
785,Mahindra,Bolero Pik-Up,,2012,Automatic,Diesel,"150,000 km",2nd,"4,10,000",kerala
786,Mahindra,Verito,,2013,Manual,Diesel,"260,000 km",2nd,"1,70,000",kerala
787,Mahindra,Bolero,,2011,Manual,Diesel,"76,000 km",2nd,"4,55,000",kerala
788,Maruti Suzuki,Alto,,2007,Manual,Petrol,"109,752 km",2nd,"1,05,000",kerala
789,Hyundai,Santro Xing,,2010,Manual,Petrol,"95,000 km",2nd,"1,65,000",kerala
790,Opel,Corsa,,2003,Manual,Petrol,"120,250 km",4th,"30,000",kerala
791,Maruti Suzuki,Ritz,,2011,Manual,Diesel,"132,000 km",2nd,"2,85,000",kerala
792,Chevrolet,Optra Magnum,,2010,Manual,Diesel,"110,000 km",1st,"3,00,000",kerala
793,Maruti Suzuki,Swift,,2018,Manual,Diesel,"41,889 km",1st,"6,40,000",kerala
794,Maruti Suzuki,Ertiga,,2016,Manual,Diesel,"50,000 km",1st,"7,50,000",kerala
795,Toyota,Innova,,2012,Manual,Diesel,"110,000 km",2nd,"8,00,000",kerala
796,Ford,Figo,,2015,Manual,Diesel,"25,086 km",2nd,"15,000",kerala
797,Toyota,Innova,,2010,-,-,5 km,-,"1,00,000",kerala
798,BMW,X5,,2016,-,Diesel,45 km,-,"45,55,555",kerala
799,Maruti Suzuki,Swift Dzire,,2016,Manual,Diesel,"92,000 km",2nd,"4,15,000",kerala
800,Maruti Suzuki,Baleno,,2018,Manual,Diesel,"13,000 km",1st,"7,75,000",kerala
801,Hyundai,EON,,2017,Manual,Petrol,"14,958 km",1st,"3,10,000",kerala
802,Skoda,Rapid,,2015,Automatic,Diesel,"122,000 km",1st,"4,85,000",kerala
803,Maruti Suzuki,Alto 800,,2014,Manual,Petrol,"70,000 km",2nd,"2,10,000",kerala
804,Maruti Suzuki,Swift,,2018,Manual,Petrol,"36,000 km",1st,"5,20,000",kerala
805,Hyundai,Creta,,2015,Automatic,Diesel,82 km,1st,"9,75,000",kerala
806,Maruti Suzuki,Eeco,,2020,Manual,Petrol,"6,600 km",1st,"4,50,000",kerala
807,Maruti Suzuki,Swift,,2010,Manual,Diesel,"128,000 km",3rd,"2,35,000",kerala
808,Maruti Suzuki,Zen,,2003,Manual,Petrol,0 km,4th,"60,000",kerala
809,Tata,Indica Vista,,2011,Manual,Diesel,"75,000 km",2nd,"1,39,000",kerala
810,Porsche,Cayenne,,2017,-,Diesel,123 km,-,"77,77,777",kerala
811,Hyundai,i10,,2021,Manual,Petrol,"2,000 km",1st,"6,60,000",kerala
812,Toyota,Etios Liva,,2015,Manual,Diesel,"75,000 km",2nd,"5,70,000",kerala
813,Mahindra,TUV 300,,2016,-,Diesel,"68,000 km",1st,"6,50,000",kerala
814,Maruti Suzuki,Swift,,2017,Manual,Diesel,"80,000 km",1st,"5,60,000",kerala
815,Maruti Suzuki,Ritz,,2016,Manual,Petrol,"80,000 km",1st,"4,40,000",kerala
816,Mahindra Renault,Logan,,2009,Manual,Diesel,"95,000 km",2nd,"1,09,000",kerala
817,Ford,Figo,,2012,Manual,Diesel,"66,011 km",1st,"2,15,000",kerala
818,Ford,Figo,,2010,Manual,Diesel,"118,000 km",3rd,"1,95,000",kerala
819,Toyota,Etios Liva,,2017,Manual,Petrol,"21,000 km",2nd,"5,95,000",kerala
820,Maruti Suzuki,Swift Dzire,,2018,Manual,Diesel,"8,900 km",1st,"7,25,000",kerala
821,Hyundai,Verna,,2016,Manual,Petrol,"77,889 km",2nd,"6,30,000",kerala
822,Maruti Suzuki,Swift Dzire,,2018,Manual,Diesel,"70,500 km",1st,"6,35,000",kerala
823,Ford,Figo,,2011,-,Diesel,"117,000 km",1st,"1,83,000",kerala
824,Maruti Suzuki,Baleno,,2017,Manual,Petrol,"42,042 km",1st,"5,75,000",kerala
825,Maruti Suzuki,Wagon R,,2007,Manual,Petrol,"133,916 km",1st,"1,55,000",kerala
826,Maruti Suzuki,Alto K10,,2014,Manual,Petrol,"35,000 km",1st,"2,70,000",kerala
827,Maruti Suzuki,Alto,,2002,Manual,Petrol,"115,000 km",3rd,"1,45,000",kerala
828,Mahindra,Marazzo,,2020,Manual,Diesel,"10,000 km",1st,"13,00,000",kerala
829,Ford,Ecosport,,2020,Manual,Petrol,"12,100 km",1st,"8,20,000",kerala
830,Maruti Suzuki,800,,2003,Manual,Petrol,"68,000 km",2nd,"60,000",kerala
831,Maruti Suzuki,Swift,,2018,Automatic,Petrol,"50,000 km",1st,"7,25,000",kerala
832,Maruti Suzuki,800,,2003,Manual,Petrol,"33,000 km",2nd,"1,30,000",kerala
833,Maruti Suzuki,Swift,,2013,Manual,Diesel,"119,024 km",1st,"3,75,000",kerala
834,Toyota,Innova,,2005,Manual,Diesel,"165,000 km",2nd,"4,15,000",kerala
835,Maruti Suzuki,Celerio X,,2018,Manual,Petrol,"50,000 km",1st,"4,25,000",kerala
836,Maruti Suzuki,Vitara Brezza,,2017,Manual,Diesel,"22,500 km",2nd,"7,50,000",kerala
837,Hyundai,EON,,2014,Manual,Petrol,"66,000 km",2nd,"2,50,000",kerala
838,-,-,,-,-,-,-,-,-,kerala
839,Maruti Suzuki,Estilo,,2011,Manual,Petrol,"90,000 km",1st,"1,80,000",kerala
840,Maruti Suzuki,Vitara Brezza,,2018,Manual,Diesel,"36,745 km",1st,"9,40,000",kerala
841,Maruti Suzuki,Ertiga,,2020,Manual,Diesel,"58,000 km",1st,"9,50,000",kerala
842,BMW,6 Series,,2012,Automatic,Diesel,"48,000 km",2nd,"40,00,000",kerala
843,Maruti Suzuki,800,,2003,Manual,Petrol,"120,000 km",2nd,"50,000",kerala
844,Mahindra,Scorpio,,2006,Manual,Diesel,"130,000 km",3rd,"1,95,000",kerala
845,Bajaj,Others,,1993,Manual,Petrol,"111,111 km",2nd,"42,000",kerala
846,Hyundai,i10,,2010,Manual,Petrol,"63,511 km",2nd,"2,15,000",kerala
847,Jeep,Compass,,2018,Manual,Diesel,"49,000 km",1st,"16,00,000",kerala
848,Hyundai,i10,,2011,Manual,Petrol,"72,446 km",1st,"2,65,000",kerala
849,Maruti Suzuki,Swift,,2018,Manual,Diesel,"62,000 km",1st,"6,10,000",kerala
850,Ford,Figo Aspire,,2017,Manual,Diesel,"52,000 km",1st,"4,50,000",kerala
851,Hyundai,Santro Xing,,2008,Manual,Petrol,"54,986 km",1st,"1,38,000",kerala
852,Maruti Suzuki,Omni,,2010,Manual,Petrol,"78,958 km",2nd,"1,58,000",kerala
853,Maruti Suzuki,Eeco,,2013,Manual,Petrol,"65,000 km",1st,"2,75,000",kerala
854,Maruti Suzuki,A-Star,,2012,Manual,Petrol,"80,000 km",1st,"2,48,000",kerala
855,Tata,Nexon,,2018,Manual,Petrol,"70,000 km",1st,"7,70,000",kerala
856,Tata,Indigo,,2003,Manual,Petrol,"74,586 km",3rd,"65,000",kerala
857,Hyundai,i10,,2008,Manual,Petrol,"90,791 km",3rd,"1,65,000",kerala
858,Maruti Suzuki,Alto K10,,2011,-,Petrol,"36,499 km",1st,"2,15,000",kerala
859,Maruti Suzuki,800,,2003,Manual,Petrol,"50,751 km",4+,"69,000",kerala
860,Jeep,Compass,,2019,Manual,Diesel,"36,860 km",1st,"14,50,000",kerala
861,Chevrolet,Cruze,,2011,Manual,Diesel,"185,000 km",1st,"5,00,000",kerala
862,Maruti Suzuki,Swift Dzire,,2018,Manual,Petrol,"27,000 km",1st,"6,45,000",kerala
863,Hyundai,Grand i10,,2016,Manual,Petrol,"33,067 km",1st,"4,25,000",kerala
864,Maruti Suzuki,800,,2007,Manual,Petrol,"50,000 km",1st,"90,000",kerala
865,Mercedes-Benz,CLA,,2015,Automatic,Diesel,"35,000 km",1st,"29,00,000",kerala
866,Maruti Suzuki,Swift,,2018,Manual,Diesel,"50,100 km",1st,"6,35,000",kerala
867,Maruti Suzuki,Swift,,2019,Manual,Petrol,"35,000 km",1st,"5,60,000",kerala
868,Hyundai,Santro Xing,,2007,Manual,Petrol,"56,000 km",2nd,"1,48,000",kerala
869,Mahindra,XUV500,,2018,Manual,Diesel,"52,989 km",1st,"9,75,000",kerala
870,Mercedes-Benz,A Class,,2013,Automatic,Diesel,"40,000 km",1st,"16,00,000",kerala
871,Tata,Indigo Ecs,,2011,Manual,Diesel,"100,000 km",2nd,"85,000",kerala
872,Maruti Suzuki,Ritz,,2009,Manual,Petrol,"131,288 km",3rd,"2,15,000",kerala
873,Maruti Suzuki,Alto,,2009,Manual,Petrol,"70,000 km",2nd,"1,45,000",kerala
874,Chevrolet,Spark,,2010,Manual,Petrol,"76,342 km",3rd,"1,00,000",kerala
875,Maruti Suzuki,Alto 800,,2017,Manual,Petrol,"57,858 km",1st,"2,85,000",kerala
876,Volkswagen,Vento,,2012,Manual,Diesel,"80,000 km",4+,"3,40,000",kerala
877,Tata,Nano,,2014,Manual,Petrol,"64,585 km",1st,"1,35,000",kerala
878,Ford,Fiesta,,2007,Manual,Petrol,"107,858 km",3rd,"1,05,000",kerala
879,Chevrolet,Spark,,2008,Manual,Petrol,"85,858 km",2nd,"89,000",kerala
880,Renault,Triber,,2019,Manual,Petrol,"2,650 km",1st,"6,75,000",kerala
881,Hyundai,Xcent,,2017,Manual,Diesel,"35,266 km",1st,"4,85,000",kerala
882,Volkswagen,Polo,,2017,Manual,Diesel,"52,486 km",2nd,"6,84,000",kerala
883,Honda,BR-V,,2017,Manual,Diesel,"100,000 km",1st,"6,00,000",kerala
884,Maruti Suzuki,Wagon R,,2014,Manual,Petrol,"72,000 km",2nd,"3,40,000",kerala
885,Hyundai,Santro Xing,,2007,Manual,Petrol,"77,000 km",2nd,"1,40,000",kerala
886,Maruti Suzuki,Swift,,2019,Manual,Diesel,"30,000 km",1st,"7,80,000",kerala
887,Maruti Suzuki,800,,1996,Manual,Petrol,77 km,3rd,"45,000",kerala
888,Kia,Others,,2021,Automatic,Petrol,0 km,1st,"4,00,000",kerala
889,-,-,,-,-,-,-,-,-,kerala
890,Maruti Suzuki,Alto 800,,2015,Manual,Petrol,"57,000 km",1st,"2,40,000",kerala
891,Maruti Suzuki,Wagon R,,2010,Manual,Petrol,89 km,2nd,"2,45,000",kerala
892,Hyundai,Santro Xing,,2006,Manual,Petrol,"110,265 km",4+,"95,000",kerala
893,BMW,X5,,2017,Automatic,Diesel,"44,000 km",1st,"59,00,000",kerala
894,Nissan,Sunny,,2016,Manual,Diesel,"100,000 km",1st,"2,90,000",kerala
895,Maruti Suzuki,Alto 800,,2004,Manual,Petrol,"105,000 km",3rd,"80,000",kerala
896,Maruti Suzuki,Alto,,2010,Manual,Petrol,"76,000 km",2nd,"1,55,000",kerala
897,Hyundai,Venue,,2021,Manual,Petrol,0 km,-,"6,99,200",kerala
898,BMW,5 Series Gt,,2018,-,-,55 km,-,"25,000",kerala
899,Maruti Suzuki,Zen,,2003,Manual,Petrol,0 km,2nd,"1,10,000",kerala
900,Hyundai,Creta,,2018,Automatic,Petrol,"60,000 km",1st,"13,50,000",kerala
901,-,-,,-,-,-,-,-,-,kerala
902,Mercedes-Benz,E-Class,,2018,Automatic,Diesel,"45,000 km",1st,"65,00,000",kerala
903,Hyundai,Santro Xing,,2009,Manual,Petrol,"49,500 km",2nd,"1,55,000",kerala
904,Maruti Suzuki,Swift,,2011,Manual,Diesel,"130,000 km",-,"3,35,000",kerala
905,Maruti Suzuki,Swift,,2017,Manual,Petrol,"34,000 km",1st,"6,10,000",kerala
906,Tata,Sumo Spacio,,2008,Manual,Diesel,"199,000 km",3rd,"1,25,000",kerala
907,Maruti Suzuki,Swift,,2018,Manual,Petrol,"75,000 km",2nd,"5,30,000",kerala
908,Maruti Suzuki,Wagon R,,2008,Manual,Petrol,"80,000 km",3rd,"1,50,000",kerala
909,Other Brands,Others,,2014,Manual,Diesel,"50,000 km",1st,"64,000",kerala
910,Ford,Figo,,2012,Manual,Diesel,"82,000 km",2nd,"1,83,000",kerala
