,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
641,Maruti Suzuki,Ciaz,,2015,Manual,Diesel,"60,000 km",1st,"5,80,000",Delhi
642,Hyundai,Elite i20,,2016,Manual,Petrol,"58,000 km",1st,"4,99,000",Delhi
643,Ford,Ecosport,,2013,Manual,Diesel,"70,000 km",1st,"3,90,000",Delhi
644,Ford,Fiesta,,2010,Manual,Petrol,"39,000 km",1st,"2,20,000",Delhi
645,Maruti Suzuki,Swift,,2012,Manual,Diesel,"72,000 km",1st,"3,10,000",Delhi
646,Mercedes-Benz,New C-Class,,2015,Automatic,Diesel,"55,000 km",1st,"24,49,000",Delhi
647,Mercedes-Benz,New C-Class,,2017,Automatic,Diesel,"26,000 km",1st,"29,45,000",Delhi
648,Maruti Suzuki,Swift Dzire Tour,,2013,Manual,Diesel,"64,497 km",1st,"2,45,000",Delhi
649,Honda,Amaze,,2016,Manual,Petrol,"39,000 km",1st,"4,60,000",Delhi
650,Maruti Suzuki,Eeco,,2019,-,CNG & Hybrids,"22,000 km",1st,"4,40,000",Delhi
651,Maruti Suzuki,Wagon R,,2013,Manual,CNG & Hybrids,"62,941 km",1st,"2,49,000",Delhi
652,Maruti Suzuki,Wagon R 1.0,,2015,Automatic,Petrol,"28,200 km",1st,"3,25,000",Delhi
653,Maruti Suzuki,Wagon R,,2011,Manual,Petrol,"55,000 km",1st,"1,85,000",Delhi
654,Maruti Suzuki,Swift Dzire,,2012,Manual,Diesel,"87,200 km",2nd,"3,85,000",Delhi
655,Mahindra,XUV500,,2018,Automatic,Diesel,"38,000 km",1st,"12,65,000",Delhi
656,Audi,A4,,2013,Automatic,Diesel,"68,000 km",2nd,"10,95,000",Delhi
657,Maruti Suzuki,Wagon R 1.0,,2011,Manual,Petrol,"86,000 km",1st,"2,00,000",Delhi
658,Audi,A3,,2016,Automatic,Diesel,"45,000 km",2nd,"17,75,000",Delhi
659,Honda,Amaze,,2015,Manual,Diesel,"54,000 km",1st,"4,25,000",Delhi
660,Maruti Suzuki,Celerio X,,2018,Manual,Petrol,"44,284 km",-,"4,02,000",Delhi
661,-,-,,-,-,-,-,-,-,Delhi
662,-,-,,-,-,-,-,-,-,Delhi
663,Maruti Suzuki,Estilo,,2010,Manual,Petrol,"50,000 km",1st,"1,70,000",Delhi
664,Hyundai,i20,,2012,Manual,Petrol,"55,000 km",1st,"3,25,000",Delhi
665,Hyundai,i20,,2010,Manual,Petrol,"66,000 km",1st,"2,81,000",Delhi
666,Audi,Q7,,2014,Automatic,Diesel,"86,000 km",1st,"28,00,000",Delhi
667,Maruti Suzuki,Swift,,2016,-,Diesel,"91,000 km",1st,"5,00,000",Delhi
668,Maruti Suzuki,Swift Dzire,,2014,Manual,Petrol,"61,900 km",2nd,"3,85,000",Delhi
669,Datsun,RediGO,,2017,Manual,Petrol,"32,000 km",1st,"2,65,000",Delhi
670,Maruti Suzuki,Swift,,2016,-,Diesel,"65,000 km",1st,"4,80,000",Delhi
671,Mahindra,Scorpio,,2011,Manual,Diesel,"86,000 km",3rd,"3,25,000",Delhi
672,Maruti Suzuki,Ertiga,,2014,Manual,CNG & Hybrids,"85,500 km",2nd,"5,21,000",Delhi
673,Maruti Suzuki,Wagon R,,2016,Manual,CNG & Hybrids,"55,000 km",2nd,"3,29,000",Delhi
674,Renault,KWID,,2016,Manual,Petrol,"50,000 km",1st,"2,90,000",Delhi
675,Hyundai,Santro Xing,,2012,Manual,CNG & Hybrids,"65,000 km",1st,"1,95,000",Delhi
676,Maruti Suzuki,Swift,,2010,Manual,Petrol,"67,800 km",2nd,"2,20,000",Delhi
677,Renault,Triber,,2019,Manual,Petrol,"5,500 km",1st,"6,50,000",Delhi
678,Hyundai,Creta,,2017,Automatic,Petrol,"59,000 km",2nd,"10,00,000",Delhi
679,Toyota,Fortuner,,2017,Automatic,Diesel,"53,000 km",1st,"25,25,000",Delhi
680,Honda,City,,2009,Manual,CNG & Hybrids,"71,000 km",-,"2,50,000",Delhi
681,Hyundai,i20,,2018,Manual,Petrol,"30,000 km",1st,"6,89,999",Delhi
682,Mahindra,XUV500,,2012,Manual,Diesel,"75,000 km",2nd,"4,75,000",Delhi
683,Hyundai,Elite i20,,2014,Manual,Diesel,"49,000 km",1st,"4,50,000",Delhi
684,Honda,City,,2016,Manual,Petrol,"26,000 km",1st,"6,75,000",Delhi
685,Maruti Suzuki,Swift,,2016,Manual,Diesel,"91,000 km",1st,"5,00,000",Delhi
686,Mahindra,XUV500,,2012,Manual,Diesel,"62,000 km",1st,"5,00,000",Delhi
687,Renault,Duster,,2013,Manual,Diesel,"76,000 km",1st,"3,65,000",Delhi
688,Maruti Suzuki,Swift,,2016,-,-,"74,000 km",1st,"5,40,000",Delhi
689,Nissan,Micra,,2013,Manual,Petrol,"49,000 km",1st,"3,60,000",Delhi
690,Hyundai,Elantra,,2014,Automatic,Diesel,"61,000 km",3rd,"5,50,000",Delhi
691,Maruti Suzuki,Wagon R,,2014,Manual,Petrol,"65,000 km",1st,"2,30,000",Delhi
692,Maruti Suzuki,Swift Dzire,,2011,Manual,Diesel,"56,599 km",1st,"2,50,000",Delhi
693,Audi,A3,,2016,Automatic,Diesel,"50,000 km",1st,"16,00,000",Delhi
694,Hyundai,i10,,2013,Manual,Petrol,"58,000 km",1st,"2,75,000",Delhi
695,Honda,City,,2013,Manual,Petrol,"58,000 km",1st,"4,50,000",Delhi
696,Honda,City,,2010,-,CNG & Hybrids,"80,000 km",3rd,"2,60,000",Delhi
697,Hyundai,Creta,,2015,Manual,Diesel,"72,000 km",1st,"8,25,000",Delhi
698,Nissan,Terrano,,2015,Manual,Diesel,"52,000 km",1st,"5,50,000",Delhi
699,Hyundai,Creta,,2019,Manual,Diesel,"55,200 km",1st,"9,85,000",Delhi
700,-,-,,-,-,-,-,-,-,Delhi
701,-,-,,-,-,-,-,-,-,Delhi
702,BMW,7 Series,,2013,Automatic,Diesel,"58,000 km",1st,"23,95,000",Delhi
703,Hyundai,i10,,2014,Manual,Petrol,"58,000 km",1st,"3,15,000",Delhi
704,Maruti Suzuki,Baleno,,2019,Manual,Petrol,"2,000 km",1st,"7,10,000",Delhi
705,Mini,Cooper,,2013,Automatic,Petrol,"44,000 km",1st,"15,49,999",Delhi
706,Honda,Civic,,2008,Automatic,CNG & Hybrids,"70,000 km",2nd,"1,99,999",Delhi
707,Hyundai,New Elantra,,2013,Manual,Petrol,"58,000 km",2nd,"5,50,000",Delhi
708,Toyota,Innova Crysta,,2018,Manual,Diesel,"41,000 km",1st,"14,95,000",Delhi
709,Hyundai,Creta,,2021,Manual,Petrol,700 km,1st,"12,65,000",Delhi
710,Toyota,Innova Crysta,,2018,Manual,Diesel,"55,000 km",1st,"18,15,000",Delhi
711,Toyota,Innova,,2015,Manual,Diesel,"60,000 km",1st,"7,50,000",Delhi
712,Mahindra,TUV 300,,2017,Manual,Diesel,"80,000 km",1st,"5,75,000",Delhi
713,Toyota,Etios,,2016,Manual,Petrol,"43,000 km",1st,"4,85,000",Delhi
714,Mahindra,Thar,,2018,Manual,Diesel,"10,000 km",1st,"8,75,000",Delhi
715,Maruti Suzuki,Wagon R,,2011,Manual,CNG & Hybrids,"55,000 km",1st,"1,95,000",Delhi
716,Maruti Suzuki,Alto 800,,2015,Manual,Petrol,"32,000 km",2nd,"2,35,000",Delhi
717,Hyundai,Elite i20,,2019,Manual,Petrol,"17,000 km",1st,"5,95,000",Delhi
718,Ford,Ecosport,,2017,Manual,Petrol,"12,000 km",1st,"7,25,000",Delhi
719,Mahindra,Quanto,,2012,Manual,Diesel,"70,000 km",1st,"2,75,000",Delhi
720,Hyundai,Elite i20,,2017,Manual,Petrol,"47,106 km",-,"5,35,000",Delhi
721,-,-,,-,-,-,-,-,-,Delhi
722,Maruti Suzuki,Swift,,2016,Manual,Petrol,"55,000 km",2nd,"4,25,000",Delhi
723,Datsun,Redi Go,,2018,Manual,Petrol,"21,000 km",1st,"2,51,000",Delhi
724,Hyundai,Creta,,2018,Automatic,Petrol,"55,000 km",1st,"12,50,000",Delhi
725,Hyundai,Elite i20,,2017,Manual,CNG & Hybrids,"37,000 km",1st,"5,35,000",Delhi
726,BMW,X1,,2013,Automatic,Petrol,"29,873 km",1st,"8,49,000",Delhi
727,Ford,Figo Aspire,,2015,Manual,Diesel,"74,000 km",1st,"3,50,000",Delhi
728,Maruti Suzuki,Swift,,2015,Manual,Diesel,"58,000 km",1st,"4,25,000",Delhi
729,Mahindra,Scorpio,,2012,Manual,Diesel,"65,000 km",2nd,"4,90,000",Delhi
730,Hyundai,Fluidic Verna,,2011,Manual,CNG & Hybrids,"28,000 km",2nd,"4,30,000",Delhi
731,Hyundai,i20,,2010,Manual,Petrol,"82,000 km",2nd,"2,60,000",Delhi
732,Toyota,Corolla Altis,,2017,Automatic,Petrol,"50,000 km",1st,"13,75,000",Delhi
733,Maruti Suzuki,SX4,,2008,-,Petrol,"62,000 km",-,"1,60,000",Delhi
734,Mercedes-Benz,GL-Class,,2016,Automatic,Diesel,"38,000 km",1st,"46,50,000",Delhi
735,Mahindra,XUV500,,2012,Manual,Diesel,"75,000 km",2nd,"4,75,000",Delhi
736,Maruti Suzuki,Ignis,,2019,Manual,Petrol,"19,000 km",1st,"5,21,000",Delhi
737,Honda,Amaze,,2013,Manual,Diesel,"58,000 km",1st,"3,10,000",Delhi
738,-,-,,-,-,-,-,-,-,Delhi
739,Chevrolet,Beat,,2012,Manual,Diesel,"140,000 km",1st,"1,50,000",Delhi
740,Maruti Suzuki,Celerio,,2015,Manual,CNG & Hybrids,"49,000 km",2nd,"3,50,000",Delhi
741,Jaguar,XE,,2013,Automatic,Diesel,"30,000 km",3rd,"16,00,000",Delhi
742,Maruti Suzuki,Baleno,,2018,Manual,Petrol,"7,600 km",1st,"5,99,000",Delhi
743,-,-,,-,-,-,-,-,-,Delhi
744,Volkswagen,Vento,,2010,Manual,Petrol,"74,000 km",1st,"2,50,000",Delhi
745,Maruti Suzuki,Eeco,,2016,Manual,CNG & Hybrids,"55,000 km",1st,"2,60,000",Delhi
746,Hyundai,Elite i20,,2015,Manual,Petrol,"58,000 km",1st,"5,45,000",Delhi
747,Renault,Duster,,2013,Manual,Diesel,"63,000 km",1st,"3,75,000",Delhi
748,Toyota,Etios,,2013,Manual,Diesel,"54,000 km",1st,"3,55,000",Delhi
749,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"81,000 km",1st,"3,90,000",Delhi
750,Datsun,Redi Go,,2016,Manual,CNG & Hybrids,"64,000 km",2nd,"2,20,000",Delhi
751,Hyundai,i20,,2010,Manual,Petrol,"54,000 km",2nd,"2,40,000",Delhi
752,Honda,City,,2018,Manual,Petrol,"40,000 km",1st,"9,00,000",Delhi
753,Maruti Suzuki,Ciaz,,2018,Automatic,Petrol,"34,000 km",1st,"9,10,000",Delhi
754,Mahindra,XUV500,,2012,Manual,Diesel,"86,000 km",2nd,"4,50,000",Delhi
755,Hyundai,i20,,2010,Manual,Petrol,"71,000 km",1st,"2,20,000",Delhi
756,Honda,City,,2013,Manual,Petrol,"65,000 km",1st,"5,00,000",Delhi
757,Maruti Suzuki,Baleno RS,,2016,Manual,Petrol,200 km,1st,"7,25,000",Delhi
758,Honda,Civic,,2010,Manual,Petrol,"65,000 km",1st,"4,50,000",Delhi
759,Maruti Suzuki,Ciaz,,2015,Manual,Petrol,"59,000 km",1st,"5,70,000",Delhi
760,Maruti Suzuki,Wagon R,,2016,-,Petrol,"30,906 km",1st,"3,08,000",Delhi
761,Mahindra,XUV500,,2014,Manual,Diesel,"56,000 km",1st,"5,69,999",Delhi
762,Mercedes-Benz,New C-Class,,2013,Automatic,Petrol,"68,000 km",2nd,"13,50,000",Delhi
763,MG,Hector,,2021,Automatic,Petrol,"3,000 km",1st,"19,95,000",Delhi
764,Mahindra,XUV300,,2019,Manual,Diesel,"11,277 km",1st,"9,50,000",Delhi
765,Hyundai,i20,,2012,Manual,Diesel,"75,000 km",2nd,"2,75,000",Delhi
766,Skoda,Superb,,2013,Automatic,Diesel,"78,000 km",1st,"5,99,000",Delhi
767,-,-,,-,-,-,-,-,-,Delhi
768,-,-,,-,-,-,-,-,-,Delhi
769,Maruti Suzuki,Wagon R 1.0,,2014,Manual,Petrol,"65,000 km",2nd,"2,65,000",Delhi
770,Hyundai,i10,,2014,Manual,Petrol,"65,000 km",1st,"2,80,000",Delhi
771,BMW,3 Series,,2017,Automatic,Diesel,"47,000 km",1st,"26,00,000",Delhi
772,Honda,City,,2014,Manual,Petrol,"67,000 km",2nd,"4,75,000",Delhi
773,Maruti Suzuki,Ertiga,,2012,Manual,Diesel,"65,000 km",1st,"4,40,000",Delhi
774,Maruti Suzuki,Swift,,2016,Manual,Diesel,"74,000 km",1st,"5,35,000",Delhi
775,Toyota,Corolla,,2007,Manual,Petrol,"670,000 km",1st,"1,10,000",Delhi
776,Hyundai,Verna,,2014,Automatic,Diesel,"84,000 km",2nd,"5,45,000",Delhi
777,Hyundai,i10,,2012,Automatic,CNG & Hybrids,"65,000 km",1st,"3,00,000",Delhi
778,Maruti Suzuki,Wagon R,,2011,Manual,Petrol,"81,000 km",2nd,"2,00,000",Delhi
779,Toyota,Innova Crysta,,2018,Automatic,Petrol,"36,000 km",1st,"19,45,000",Delhi
780,Mahindra,Scorpio,,2015,Manual,Diesel,"68,000 km",-,"8,40,000",Delhi
781,Mercedes-Benz,New C-Class,,2014,Automatic,Diesel,"50,000 km",2nd,"14,25,000",Delhi
782,Audi,Q3,,2013,Manual,Diesel,"57,000 km",2nd,"10,20,000",Delhi
783,Honda,Civic,,2012,Manual,CNG & Hybrids,"63,000 km",3rd,"3,50,000",Delhi
784,Kia,Seltos,,2020,Manual,Petrol,"9,019 km",1st,"12,90,000",Delhi
785,Mercedes-Benz,E-Class,,2014,Automatic,Diesel,"51,000 km",2nd,"17,85,000",Delhi
786,Renault,KWID,,2019,Automatic,Petrol,"14,000 km",1st,"3,75,000",Delhi
787,Mahindra,Scorpio,,2017,Manual,Diesel,"58,000 km",1st,"9,75,000",Delhi
788,Audi,A4,,2015,Automatic,Diesel,"47,000 km",2nd,"16,50,000",Delhi
789,Kia,Seltos,,2019,Manual,Petrol,"9,600 km",1st,"17,50,000",Delhi
790,Hyundai,i20,,2014,Manual,Diesel,"65,000 km",1st,"4,15,000",Delhi
791,Honda,Amaze,,2013,Manual,Diesel,"52,000 km",2nd,"3,50,000",Delhi
792,Honda,Amaze,,2013,Manual,Diesel,"45,000 km",1st,"3,25,000",Delhi
793,Maruti Suzuki,Swift Dzire,,2009,Manual,Petrol,"66,000 km",1st,"2,00,000",Delhi
794,Ford,Fiesta,,2012,Manual,Diesel,"85,000 km",1st,"2,50,000",Delhi
795,Hyundai,Verna,,2013,Automatic,Petrol,"52,000 km",1st,"4,50,000",Delhi
796,Honda,CR-V,,2009,Automatic,Petrol,"88,000 km",1st,"4,60,000",Delhi
797,Mahindra,XUV500,,2013,Manual,Diesel,"72,860 km",3rd,"5,50,000",Delhi
798,Maruti Suzuki,Alto K10,,2018,Automatic,Petrol,"41,000 km",1st,"3,65,000",Delhi
799,BMW,X1,,2019,Automatic,Diesel,"35,000 km",1st,"32,50,000",Delhi
800,Toyota,Etios Cross,,2020,Manual,Petrol,"12,700 km",1st,"7,76,400",Delhi
801,Toyota,Etios,,2012,-,Diesel,"62,000 km",1st,"2,50,000",Delhi
802,Toyota,Corolla Altis,,2017,Automatic,Petrol,"50,000 km",1st,"13,75,000",Delhi
803,Maruti Suzuki,Alto 800,,2017,Manual,Petrol,"70,000 km",1st,"2,75,000",Delhi
804,Hyundai,Santro Xing,,2010,Manual,CNG & Hybrids,"98,000 km",2nd,"1,35,000",Delhi
805,Hyundai,Santa Fe,,2015,Automatic,Diesel,"85,000 km",1st,"10,75,000",Delhi
806,Renault,Duster,,2013,Manual,Petrol,"28,000 km",1st,"5,00,000",Delhi
807,Toyota,Corolla Altis,,2015,Automatic,Petrol,"94,000 km",1st,"9,00,000",Delhi
808,Toyota,Corolla Altis,,2015,Automatic,Petrol,"95,000 km",1st,"8,75,000",Delhi
809,Hyundai,Elite i20,,2017,Manual,Petrol,"42,000 km",1st,"5,65,000",Delhi
810,Mahindra,Scorpio,,2017,Manual,Diesel,"38,000 km",1st,"9,80,000",Delhi
811,Maruti Suzuki,Ertiga,,2013,Manual,Diesel,"72,000 km",2nd,"4,15,000",Delhi
812,Maruti Suzuki,Baleno,,2019,Automatic,Petrol,"18,000 km",1st,"8,00,000",Delhi
813,Jeep,Compass,,2019,Automatic,Petrol,"9,000 km",1st,"18,75,000",Delhi
814,Maruti Suzuki,Swift,,2014,Manual,Diesel,"73,000 km",1st,"4,10,000",Delhi
815,-,-,,-,-,-,-,-,-,Delhi
816,Maruti Suzuki,Ciaz,,2018,Manual,Petrol,"55,000 km",1st,"7,50,000",Delhi
817,Honda,Amaze,,2016,Manual,CNG & Hybrids,"47,000 km",1st,"4,50,000",Delhi
818,Hyundai,Elite i20,,2019,Manual,Diesel,"30,000 km",1st,"9,50,000",Delhi
819,Other Brands,Others,,2021,-,-,"10,000 km",-,"3,00,000",Delhi
820,Audi,A6,,2013,Automatic,Diesel,"32,000 km",3rd,"11,50,000",Delhi
821,Maruti Suzuki,Wagon R,,2018,Manual,Petrol,"21,000 km",1st,"3,85,000",Delhi
822,Maruti Suzuki,Swift,,2014,Manual,Petrol,"48,000 km",1st,"4,10,000",Delhi
823,Maruti Suzuki,Alto K10,,2015,Manual,CNG & Hybrids,"52,000 km",1st,"3,10,000",Delhi
824,Ford,Figo,,2010,Manual,Petrol,"56,569 km",1st,"1,80,000",Delhi
825,Mercedes-Benz,S-Class,,2009,Automatic,Petrol,"120,429 km",1st,"11,90,000",Delhi
826,Hyundai,Elite i20,,2019,-,Petrol,"58,000 km",1st,"6,35,000",Delhi
827,Toyota,Etios,,2011,Manual,Diesel,"71,200 km",1st,"2,75,000",Delhi
828,Hyundai,Grand i10,,2015,Manual,Petrol,"34,000 km",1st,"4,25,000",Delhi
829,Mahindra,XUV500,,2018,Automatic,Diesel,"38,000 km",1st,"12,65,000",Delhi
830,Hyundai,Grand i10,,2017,Manual,CNG & Hybrids,"48,000 km",1st,"4,75,000",Delhi
831,Chevrolet,Beat,,2013,Manual,Diesel,"56,000 km",1st,"1,80,000",Delhi
832,Ford,Ecosport,,2014,Manual,Diesel,"80,000 km",1st,"4,50,000",Delhi
833,Maruti Suzuki,Wagon R,,2016,Manual,CNG & Hybrids,"54,000 km",1st,"3,33,333",Delhi
834,Hyundai,Creta,,2017,Manual,Diesel,"51,000 km",1st,"8,75,000",Delhi
835,Tata,Nexon,,2019,Automatic,Diesel,"27,000 km",1st,"9,50,000",Delhi
836,Land Rover,Range Rover Sport,,2013,Automatic,Diesel,"64,000 km",2nd,"29,00,000",Delhi
837,Mahindra,XUV500,,2018,Automatic,Diesel,"38,000 km",1st,"12,65,000",Delhi
838,Honda,Brio,,2012,Manual,Petrol,"59,000 km",1st,"3,25,000",Delhi
839,Jaguar,XJ,,2011,Automatic,Petrol,"33,900 km",2nd,"22,90,000",Delhi
840,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"26,000 km",1st,"6,40,000",Delhi
841,-,-,,-,-,-,-,-,-,Delhi
842,Maruti Suzuki,Baleno,,2018,Manual,Petrol,"18,000 km",1st,"15,000",Delhi
843,Maruti Suzuki,Ritz,,2015,Manual,Diesel,"85,865 km",1st,"3,55,000",Delhi
844,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"60,000 km",1st,"7,25,000",Delhi
845,Audi,Q3,,2014,Automatic,Diesel,"51,000 km",1st,"15,25,000",Delhi
846,Hyundai,i20,,2013,Manual,CNG & Hybrids,"63,000 km",2nd,"3,40,000",Delhi
847,Maruti Suzuki,Wagon R,,2017,Automatic,Petrol,"38,000 km",1st,"4,24,000",Delhi
848,Hyundai,Grand i10,,2018,Automatic,Petrol,"36,000 km",1st,"6,35,000",Delhi
849,Hyundai,Creta,,2018,Manual,Petrol,"31,000 km",2nd,"8,60,000",Delhi
850,Audi,Q3,,2014,Automatic,Diesel,"70,000 km",1st,"14,95,000",Delhi
851,Hyundai,Venue,,2020,Automatic,Petrol,"9,000 km",1st,"11,75,000",Delhi
852,Volkswagen,Polo,,2012,Manual,Diesel,"68,585 km",2nd,"2,15,000",Delhi
853,Toyota,Fortuner,,2015,Manual,Diesel,"82,000 km",1st,"14,00,000",Delhi
854,Audi,A4,,2013,Automatic,Diesel,"56,000 km",1st,"13,50,000",Delhi
855,Mahindra,Thar,,2017,Manual,Diesel,"65,000 km",2nd,"7,25,000",Delhi
856,Maruti Suzuki,Eeco,,2017,Manual,Petrol,"40,000 km",1st,"3,25,000",Delhi
857,Maruti Suzuki,Wagon R 1.0,,2012,Manual,Petrol,"67,000 km",1st,"1,85,000",Delhi
858,Maruti Suzuki,Ciaz,,2018,Automatic,Petrol,"34,000 km",1st,"9,10,000",Delhi
859,Maruti Suzuki,Ertiga,,2017,Manual,Diesel,"62,000 km",1st,"7,00,000",Delhi
860,Honda,Civic,,2007,Manual,Petrol,"57,458 km",1st,"1,80,000",Delhi
861,Volkswagen,Polo,,2014,Manual,Petrol,"20,000 km",1st,"4,00,000",Delhi
862,Kia,Seltos,,2019,Manual,Petrol,"9,600 km",1st,"16,49,000",Delhi
863,Mahindra,Scorpio,,2011,Manual,Diesel,"100,000 km",1st,"4,50,000",Delhi
864,Hyundai,Accent,,2008,Manual,CNG & Hybrids,"67,000 km",2nd,"1,10,000",Delhi
865,Maruti Suzuki,Swift,,2010,Manual,CNG & Hybrids,"73,000 km",2nd,"2,15,000",Delhi
866,Maruti Suzuki,Wagon R,,2020,Manual,Petrol,"1,724 km",1st,"5,66,666",Delhi
867,Maruti Suzuki,Wagon R 1.0,,2010,Manual,Petrol,"65,000 km",1st,"1,65,000",Delhi
868,Honda,Jazz,,2015,Manual,Diesel,"45,000 km",1st,"4,25,000",Delhi
869,Hyundai,i10,,2008,Manual,Petrol,"90,000 km",2nd,"1,10,000",Delhi
870,Maruti Suzuki,Ritz,,2014,Manual,Petrol,"60,000 km",1st,"2,90,000",Delhi
871,Maruti Suzuki,Swift Dzire,,2013,Manual,Diesel,"57,000 km",1st,"3,40,000",Delhi
872,Maruti Suzuki,Ertiga,,2012,Manual,CNG & Hybrids,"65,000 km",2nd,"4,45,000",Delhi
873,Maruti Suzuki,Ciaz,,2017,Manual,Diesel,"58,000 km",1st,"5,99,000",Delhi
874,Hyundai,Accent,,2010,Manual,CNG & Hybrids,"65,000 km",2nd,"1,75,000",Delhi
875,-,-,,-,-,-,-,-,-,Delhi
876,Nissan,Sunny,,2012,Manual,Diesel,"57,000 km",2nd,"2,25,000",Delhi
877,Maruti Suzuki,Swift,,2015,Manual,CNG & Hybrids,"45,000 km",1st,"4,25,000",Delhi
878,Porsche,Cayenne,,2013,Automatic,Petrol,"71,000 km",2nd,"27,50,000",Delhi
879,Honda,City,,2015,Manual,Diesel,"55,000 km",1st,"5,40,000",Delhi
880,Honda,City,,2020,Manual,Petrol,"7,000 km",1st,"9,95,000",Delhi
881,BMW,X3,,2018,Automatic,Diesel,"19,500 km",1st,"48,50,000",Delhi
882,Maruti Suzuki,Vitara Brezza,,2020,Automatic,Petrol,"24,000 km",1st,"9,95,000",Delhi
883,Audi,A8 L,,2012,Automatic,Diesel,"27,300 km",1st,"31,00,000",Delhi
884,Ford,Endeavour,,2016,Automatic,Diesel,"52,000 km",2nd,"22,50,000",Delhi
885,Renault,KWID,,2018,Manual,Petrol,"58,000 km",1st,"3,85,000",Delhi
886,Land Rover,Range Rover Sport,,2011,Automatic,Petrol,"78,000 km",2nd,"31,51,000",Delhi
887,Maruti Suzuki,Ertiga,,2012,Manual,Diesel,"96,000 km",1st,"4,25,000",Delhi
888,Mahindra,XUV500,,2016,Automatic,Diesel,"48,000 km",2nd,"9,50,000",Delhi
889,Toyota,Etios Liva,,2016,Manual,Petrol,"64,000 km",1st,"4,25,000",Delhi
890,Honda,City,,2018,Manual,Petrol,"13,000 km",1st,"9,50,000",Delhi
891,Honda,Jazz,,2017,Manual,Petrol,"70,000 km",1st,"5,75,000",Delhi
892,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"52,000 km",1st,"6,00,000",Delhi
893,Skoda,Superb,,2012,Manual,Petrol,"62,000 km",1st,"4,90,000",Delhi
894,Toyota,Fortuner,,2014,Manual,Diesel,"59,820 km",1st,"16,50,000",Delhi
895,Maruti Suzuki,Swift,,2011,Manual,Petrol,"57,000 km",1st,"3,10,000",Delhi
896,Honda,Amaze,,2013,Manual,Diesel,"52,000 km",2nd,"3,25,000",Delhi
897,Hyundai,Grand i10,,2018,Manual,CNG & Hybrids,"45,000 km",1st,"5,25,000",Delhi
898,Maruti Suzuki,Swift,,2012,Manual,CNG & Hybrids,"87,000 km",1st,"3,20,000",Delhi
899,Maruti Suzuki,Swift,,2017,Manual,Petrol,"52,000 km",1st,"4,65,000",Delhi
900,Renault,Koleos,,2012,Automatic,Diesel,"74,000 km",2nd,"4,99,000",Delhi
901,Hyundai,Grand i10,,2017,Manual,Petrol,"48,000 km",1st,"4,75,000",Delhi
902,Toyota,Fortuner,,2013,Automatic,Diesel,"75,000 km",1st,"13,99,000",Delhi
903,Audi,A3,,2016,Automatic,Diesel,"50,000 km",1st,"16,00,000",Delhi
904,-,-,,-,-,-,-,-,-,Delhi
905,Toyota,Fortuner,,2017,Automatic,Diesel,"80,000 km",1st,"25,50,000",Delhi
906,Honda,Accord,,2011,Automatic,Petrol,"80,000 km",2nd,"5,20,000",Delhi
907,Hyundai,Grand i10,,2015,Automatic,Petrol,"45,000 km",1st,"4,74,999",Delhi
908,Maruti Suzuki,Ertiga,,2018,Manual,Diesel,"47,000 km",1st,"7,85,000",Delhi
909,Maruti Suzuki,Swift,,2010,-,Petrol,"53,000 km",-,"2,00,000",Delhi
910,Audi,Q3,,2012,Automatic,Diesel,"65,000 km",2nd,"12,45,000",Delhi
911,Audi,A8 L,,2012,Automatic,Diesel,"27,500 km",1st,"31,00,000",Delhi
912,Mercedes-Benz,GLC Class,,2016,Automatic,Petrol,"55,000 km",2nd,"34,50,000",Delhi
913,Maruti Suzuki,Vitara Brezza,,2016,Manual,Diesel,"65,000 km",1st,"6,50,000",Delhi
914,Maruti Suzuki,Celerio,,2014,Automatic,Petrol,"54,000 km",1st,"3,10,000",Delhi
915,Maruti Suzuki,Alto,,2012,Manual,Petrol,"41,000 km",1st,"1,85,000",Delhi
916,Maruti Suzuki,Ciaz,,2017,Manual,Diesel,"49,000 km",1st,"6,75,000",Delhi
917,Hyundai,Santro Xing,,2009,-,Petrol,"57,000 km",-,"1,30,000",Delhi
918,Hyundai,Elite i20,,2019,Manual,Petrol,"24,000 km",1st,"6,70,000",Delhi
919,Maruti Suzuki,Wagon R 1.0,,2015,Manual,Petrol,"50,000 km",1st,"3,00,000",Delhi
920,Maruti Suzuki,Swift Dzire,,2012,Manual,Petrol,"67,000 km",1st,"3,35,000",Delhi
921,Hyundai,i10,,2009,Manual,Petrol,"25,000 km",1st,"1,75,000",Delhi
922,Nissan,Others,,2011,Manual,CNG & Hybrids,"72,300 km",1st,"1,95,000",Delhi
923,Maruti Suzuki,Swift Dzire,,2010,Manual,Petrol,"55,000 km",1st,"2,25,000",Delhi
924,Hyundai,EON,,2014,Manual,Petrol,"60,000 km",1st,"2,35,000",Delhi
925,Maruti Suzuki,Swift Dzire,,2011,Manual,Petrol,"53,000 km",2nd,"2,45,000",Delhi
926,Renault,Duster,,2016,Manual,Diesel,"57,000 km",1st,"6,15,000",Delhi
