,Brand,Model,Variant,Year_of_Manufacturing,Transmission Type,Fuel Type,Kilometers Driven,No of Owners,Price,Location
1737,Hyundai,EON,,2017,Manual,Petrol,"32,000 km",1st,"3,25,000",Delhi
1738,Toyota,Innova Crysta,,2017,Automatic,Diesel,"51,626 km",1st,"13,49,000",Delhi
1739,Honda,City,,2014,Manual,Diesel,"49,000 km",1st,"4,85,000",Delhi
1740,Toyota,Corolla Altis,,2019,Automatic,Petrol,"35,000 km",1st,"12,70,000",Delhi
1741,Maruti Suzuki,Baleno,,2018,Manual,Petrol,"67,565 km",-,"6,40,000",Delhi
1742,Maruti Suzuki,Wagon R 1.0,,2017,Manual,CNG & Hybrids,"68,512 km",1st,"4,15,000",Delhi
1743,Land Rover,Range Rover Evoque,,2018,Automatic,Petrol,"11,000 km",1st,"47,25,000",Delhi
1744,Audi,A8 L,,2012,Automatic,Diesel,"27,600 km",1st,"31,00,000",Delhi
1745,Ford,Figo,,2015,Manual,Diesel,"75,000 km",1st,"3,95,000",Delhi
1746,Maruti Suzuki,Wagon R 1.0,,2015,Manual,CNG & Hybrids,"50,000 km",2nd,"3,00,000",Delhi
1747,Maruti Suzuki,Swift Dzire,,2010,Manual,Petrol,"74,000 km",1st,"2,45,000",Delhi
1748,Hyundai,Elantra,,2014,Automatic,Petrol,"51,000 km",1st,"7,25,000",Delhi
1749,Ford,Ecosport,,2014,Manual,Diesel,"57,000 km",1st,"5,20,000",Delhi
1750,Tata,Nexon,,2018,Automatic,Petrol,"24,000 km",1st,"8,45,000",Delhi
1751,Hyundai,i10,,2010,Manual,CNG & Hybrids,"70,000 km",4th,"1,60,000",Delhi
1752,Hyundai,i20,,2014,Manual,Petrol,"68,000 km",-,"3,95,000",Delhi
1753,Skoda,Fabia,,2012,Manual,Petrol,"66,000 km",-,"2,45,000",Delhi
1754,Maruti Suzuki,Eeco,,2010,Manual,CNG & Hybrids,"30,000 km",1st,"1,65,000",Delhi
1755,Maruti Suzuki,Alto,,2008,Manual,Petrol,"93,000 km",2nd,"1,05,000",Delhi
1756,Mahindra,Thar,,2018,Manual,Diesel,"7,200 km",1st,"9,75,000",Delhi
1757,Ford,Ecosport,,2019,Manual,Petrol,"18,500 km",1st,"9,01,000",Delhi
1758,Mahindra,Bolero,,2016,Manual,Diesel,"48,280 km",1st,"6,30,000",Delhi
1759,Maruti Suzuki,Eeco,,2018,Manual,CNG & Hybrids,"40,000 km",1st,"3,50,000",Delhi
1760,-,-,,-,-,-,-,-,-,Delhi
1761,Maruti Suzuki,Swift Dzire,,2019,Automatic,Petrol,"1,900 km",1st,"7,75,000",Delhi
1762,-,-,,-,-,-,-,-,-,Delhi
1763,Hyundai,Santro Xing,,2013,Manual,Petrol,"69,000 km",1st,"2,65,000",Delhi
1764,BMW,7 Series,,2011,Automatic,Diesel,"21,000 km",1st,"17,50,000",Delhi
1765,Volkswagen,Vento,,2017,Automatic,Petrol,"29,000 km",1st,"8,25,000",Delhi
1766,Audi,A4,,2015,Automatic,Diesel,"42,000 km",1st,"16,50,000",Delhi
1767,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"55,262 km",1st,"3,40,000",Delhi
1768,Mahindra,Scorpio,,2018,Manual,Diesel,"38,000 km",1st,"14,75,000",Delhi
1769,Maruti Suzuki,Alto,,2012,Manual,Petrol,"65,000 km",1st,"1,40,000",Delhi
1770,Chevrolet,Cruze,,2012,Manual,Diesel,"37,000 km",2nd,"3,60,000",Delhi
1771,Maruti Suzuki,Ciaz,,2016,Manual,Diesel,"670,000 km",2nd,"5,25,000",Delhi
1772,Land Rover,Range Rover,,2013,Automatic,Diesel,"55,000 km",2nd,"90,00,000",Delhi
1773,Mini,Cooper 3 DOOR,,2020,Automatic,Diesel,"1,600 km",1st,"34,25,000",Delhi
1774,Toyota,Innova,,2012,Manual,Diesel,"130,000 km",2nd,"4,25,000",Delhi
1775,Honda,City,,2015,Manual,Petrol,"55,000 km",1st,"5,90,000",Delhi
1776,Honda,City,,2011,Automatic,Petrol,"46,000 km",1st,"3,90,000",Delhi
1777,Kia,Carnival,,2020,Automatic,Diesel,"9,000 km",1st,"33,00,000",Delhi
1778,Mahindra,Scorpio,,2018,Manual,Diesel,"54,000 km",1st,"9,65,000",Delhi
1779,Maruti Suzuki,Swift,,2018,Manual,Petrol,"22,000 km",-,"4,95,000",Delhi
1780,Maruti Suzuki,Swift Dzire,,2012,Manual,Petrol,"67,000 km",1st,"3,35,000",Delhi
1781,Hyundai,i10,,2009,Manual,Petrol,"25,000 km",1st,"1,75,000",Delhi
1782,Nissan,Others,,2011,Manual,CNG & Hybrids,"72,300 km",1st,"1,95,000",Delhi
1783,Maruti Suzuki,Swift Dzire,,2010,Manual,Petrol,"55,000 km",1st,"2,25,000",Delhi
1784,Hyundai,EON,,2014,Manual,Petrol,"60,000 km",1st,"2,35,000",Delhi
1785,Maruti Suzuki,Swift Dzire,,2011,Manual,Petrol,"53,000 km",2nd,"2,45,000",Delhi
1786,Renault,Duster,,2016,Manual,Diesel,"57,000 km",1st,"6,15,000",Delhi
1787,Hyundai,Xcent,,2017,Manual,Diesel,"47,000 km",1st,"4,50,000",Delhi
1788,Hyundai,Santro Xing,,2013,Manual,CNG & Hybrids,"82,000 km",2nd,"2,45,000",Delhi
1789,Maruti Suzuki,Ciaz,,2016,Manual,Petrol,"45,000 km",1st,"6,65,000",Delhi
1790,Maruti Suzuki,Baleno,,2016,Manual,Petrol,"42,000 km",1st,"5,25,000",Delhi
1791,Maruti Suzuki,Ertiga,,2013,Manual,Diesel,"74,000 km",1st,"4,50,000",Delhi
1792,Maruti Suzuki,Swift,,2013,Manual,Diesel,"66,000 km",1st,"3,40,000",Delhi
1793,Hyundai,Creta,,2016,-,Diesel,"65,000 km",1st,"8,50,000",Delhi
1794,Land Rover,Range Rover Evoque,,2016,Automatic,Diesel,"65,000 km",2nd,"32,00,000",Delhi
1795,Volvo,XC 90,,2017,Automatic,Diesel,"70,000 km",1st,"41,85,000",Delhi
1796,Honda,City,,2010,Manual,Petrol,"81,300 km",1st,"2,85,000",Delhi
1797,BMW,5 Series,,2012,Automatic,Diesel,"75,000 km",2nd,"10,49,999",Delhi
1798,Maruti Suzuki,Swift,,2012,Manual,Petrol,"60,000 km",1st,"3,44,444",Delhi
1799,Mahindra,Quanto,,2012,Manual,Diesel,"39,000 km",1st,"3,50,000",Delhi
1800,-,-,,-,-,-,-,-,-,Delhi
1801,Ford,Ecosport,,2018,Manual,Petrol,"8,122 km",1st,"7,37,800",Delhi
1802,-,-,,-,-,-,-,-,-,Delhi
1803,Maruti Suzuki,Swift,,2016,Manual,Diesel,"65,000 km",1st,"4,80,000",Delhi
1804,Audi,Q3,,2014,Automatic,Diesel,"19,000 km",1st,"17,90,000",Delhi
1805,Hyundai,Fluidic Verna,,2015,Automatic,Petrol,"60,000 km",1st,"6,85,000",Delhi
1806,Hyundai,Creta,,2017,Automatic,Petrol,"57,000 km",1st,"11,00,000",Delhi
1807,Hyundai,i10,,2010,Manual,Petrol,"65,000 km",1st,"1,50,000",Delhi
1808,Hyundai,EON,,2014,Manual,Petrol,"42,000 km",1st,"2,40,000",Delhi
1809,Hyundai,Creta,,2016,Manual,Diesel,"38,000 km",1st,"9,25,000",Delhi
1810,Mercedes-Benz,E-Class,,2011,Automatic,Diesel,"100,000 km",2nd,"9,24,000",Delhi
1811,Honda,Amaze,,2019,Manual,CNG & Hybrids,"16,000 km",1st,"7,00,000",Delhi
1812,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"62,000 km",2nd,"3,95,000",Delhi
1813,Toyota,Innova,,2015,Manual,Diesel,"60,000 km",1st,"7,50,000",Delhi
1814,Hyundai,Grand i10,,2016,Manual,Petrol,"30,000 km",1st,"4,22,222",Delhi
1815,Maruti Suzuki,Ertiga,,2016,Manual,Diesel,"75,468 km",1st,"6,50,000",Delhi
1816,Ford,Ecosport,,2014,Manual,Diesel,"99,000 km",1st,"4,95,000",Delhi
1817,Hyundai,i10,,2013,Manual,Petrol,"56,000 km",1st,"2,70,000",Delhi
1818,Tata,Nexon,,2019,Automatic,Diesel,"27,000 km",1st,"9,50,000",Delhi
1819,Skoda,Yeti,,2012,Manual,Diesel,"85,869 km",1st,"3,74,000",Delhi
1820,Land Rover,Range Rover Evoque,,2018,Automatic,Diesel,"28,000 km",1st,"44,00,000",Delhi
1821,Maruti Suzuki,Ciaz,,2015,Manual,Diesel,"60,000 km",1st,"5,80,000",Delhi
1822,Hyundai,Elite i20,,2016,Manual,Petrol,"58,000 km",1st,"4,99,000",Delhi
1823,Ford,Ecosport,,2013,Manual,Diesel,"70,000 km",1st,"3,90,000",Delhi
1824,Ford,Fiesta,,2010,Manual,Petrol,"39,000 km",1st,"2,20,000",Delhi
1825,Maruti Suzuki,Swift,,2012,Manual,Diesel,"72,000 km",1st,"3,10,000",Delhi
1826,Mercedes-Benz,New C-Class,,2015,Automatic,Diesel,"55,000 km",1st,"24,49,000",Delhi
1827,Mercedes-Benz,New C-Class,,2017,Automatic,Diesel,"26,000 km",1st,"29,45,000",Delhi
1828,Maruti Suzuki,Swift Dzire Tour,,2013,Manual,Diesel,"64,497 km",1st,"2,45,000",Delhi
1829,Honda,Amaze,,2016,Manual,Petrol,"39,000 km",1st,"4,60,000",Delhi
1830,Maruti Suzuki,Eeco,,2019,-,CNG & Hybrids,"22,000 km",1st,"4,40,000",Delhi
1831,Maruti Suzuki,Wagon R,,2013,Manual,CNG & Hybrids,"62,941 km",1st,"2,49,000",Delhi
1832,Maruti Suzuki,Wagon R 1.0,,2015,Automatic,Petrol,"28,200 km",1st,"3,25,000",Delhi
1833,Maruti Suzuki,Wagon R,,2011,Manual,Petrol,"55,000 km",1st,"1,85,000",Delhi
1834,Maruti Suzuki,Swift Dzire,,2012,Manual,Diesel,"87,200 km",2nd,"3,85,000",Delhi
1835,Mahindra,XUV500,,2018,Automatic,Diesel,"38,000 km",1st,"12,65,000",Delhi
1836,Audi,A4,,2013,Automatic,Diesel,"68,000 km",2nd,"10,95,000",Delhi
1837,Maruti Suzuki,Wagon R 1.0,,2011,Manual,Petrol,"86,000 km",1st,"2,00,000",Delhi
1838,Audi,A3,,2016,Automatic,Diesel,"45,000 km",2nd,"17,75,000",Delhi
1839,Honda,Amaze,,2015,Manual,Diesel,"54,000 km",1st,"4,25,000",Delhi
1840,Maruti Suzuki,Celerio X,,2018,Manual,Petrol,"44,284 km",-,"4,02,000",Delhi
1841,-,-,,-,-,-,-,-,-,Delhi
1842,Honda,City,,2019,Automatic,Petrol,"24,000 km",1st,"11,50,000",Delhi
1843,Maruti Suzuki,Estilo,,2010,Manual,Petrol,"50,000 km",1st,"1,70,000",Delhi
1844,Hyundai,i20,,2012,Manual,Petrol,"55,000 km",1st,"3,25,000",Delhi
1845,Hyundai,i20,,2010,Manual,Petrol,"66,000 km",1st,"2,81,000",Delhi
1846,Audi,Q7,,2014,Automatic,Diesel,"86,000 km",1st,"28,00,000",Delhi
1847,Maruti Suzuki,Swift,,2016,-,Diesel,"91,000 km",1st,"5,00,000",Delhi
1848,Maruti Suzuki,Swift Dzire,,2014,Manual,Petrol,"61,900 km",2nd,"3,85,000",Delhi
1849,Datsun,RediGO,,2017,Manual,Petrol,"32,000 km",1st,"2,65,000",Delhi
1850,Maruti Suzuki,Swift,,2016,-,Diesel,"65,000 km",1st,"4,80,000",Delhi
1851,Mahindra,Scorpio,,2011,Manual,Diesel,"86,000 km",3rd,"3,25,000",Delhi
1852,Maruti Suzuki,Ertiga,,2014,Manual,CNG & Hybrids,"85,500 km",2nd,"5,21,000",Delhi
1853,Maruti Suzuki,Wagon R,,2016,Manual,CNG & Hybrids,"55,000 km",2nd,"3,29,000",Delhi
1854,Renault,KWID,,2016,Manual,Petrol,"50,000 km",1st,"2,90,000",Delhi
1855,Hyundai,Santro Xing,,2012,Manual,CNG & Hybrids,"65,000 km",1st,"1,95,000",Delhi
1856,Maruti Suzuki,Swift,,2010,Manual,Petrol,"67,800 km",2nd,"2,20,000",Delhi
1857,Renault,Triber,,2019,Manual,Petrol,"5,500 km",1st,"6,50,000",Delhi
1858,Hyundai,Creta,,2017,Automatic,Petrol,"59,000 km",2nd,"10,00,000",Delhi
1859,Toyota,Fortuner,,2017,Automatic,Diesel,"53,000 km",1st,"25,25,000",Delhi
1860,Honda,City,,2009,Manual,CNG & Hybrids,"71,000 km",-,"2,50,000",Delhi
1861,Hyundai,i20,,2018,Manual,Petrol,"30,000 km",1st,"6,89,999",Delhi
1862,Mahindra,XUV500,,2012,Manual,Diesel,"75,000 km",2nd,"4,75,000",Delhi
1863,Hyundai,Elite i20,,2014,Manual,Diesel,"49,000 km",1st,"4,50,000",Delhi
1864,Honda,City,,2016,Manual,Petrol,"26,000 km",1st,"6,75,000",Delhi
1865,Maruti Suzuki,Swift,,2016,Manual,Diesel,"91,000 km",1st,"5,00,000",Delhi
1866,Mahindra,XUV500,,2012,Manual,Diesel,"62,000 km",1st,"5,00,000",Delhi
1867,Renault,Duster,,2013,Manual,Diesel,"76,000 km",1st,"3,65,000",Delhi
1868,Maruti Suzuki,Swift,,2016,-,-,"74,000 km",1st,"5,40,000",Delhi
1869,Nissan,Micra,,2013,Manual,Petrol,"49,000 km",1st,"3,60,000",Delhi
1870,Hyundai,Elantra,,2014,Automatic,Diesel,"61,000 km",3rd,"5,50,000",Delhi
1871,Maruti Suzuki,Wagon R,,2014,Manual,Petrol,"65,000 km",1st,"2,30,000",Delhi
1872,Maruti Suzuki,Swift Dzire,,2011,Manual,Diesel,"56,599 km",1st,"2,50,000",Delhi
1873,Audi,A3,,2016,Automatic,Diesel,"50,000 km",1st,"16,00,000",Delhi
1874,Hyundai,i10,,2013,Manual,Petrol,"58,000 km",1st,"2,75,000",Delhi
1875,Honda,City,,2013,Manual,Petrol,"58,000 km",1st,"4,50,000",Delhi
1876,Honda,City,,2010,-,CNG & Hybrids,"80,000 km",3rd,"2,60,000",Delhi
1877,Hyundai,Creta,,2015,Manual,Diesel,"72,000 km",1st,"8,25,000",Delhi
1878,Nissan,Terrano,,2015,Manual,Diesel,"52,000 km",1st,"5,50,000",Delhi
1879,Hyundai,Creta,,2019,Manual,Diesel,"55,200 km",1st,"9,85,000",Delhi
1880,-,-,,-,-,-,-,-,-,Delhi
1881,-,-,,-,-,-,-,-,-,Delhi
1882,BMW,7 Series,,2013,Automatic,Diesel,"58,000 km",1st,"23,95,000",Delhi
1883,Hyundai,i10,,2014,Manual,Petrol,"58,000 km",1st,"3,15,000",Delhi
1884,Maruti Suzuki,Baleno,,2019,Manual,Petrol,"2,000 km",1st,"7,10,000",Delhi
1885,Mini,Cooper,,2013,Automatic,Petrol,"44,000 km",1st,"15,49,999",Delhi
1886,Honda,Civic,,2008,Automatic,CNG & Hybrids,"70,000 km",2nd,"1,99,999",Delhi
1887,Hyundai,New Elantra,,2013,Manual,Petrol,"58,000 km",2nd,"5,50,000",Delhi
1888,Toyota,Innova Crysta,,2018,Manual,Diesel,"41,000 km",1st,"14,95,000",Delhi
1889,Hyundai,Creta,,2021,Manual,Petrol,700 km,1st,"12,65,000",Delhi
1890,Toyota,Innova Crysta,,2018,Manual,Diesel,"55,000 km",1st,"18,15,000",Delhi
1891,Toyota,Innova,,2015,Manual,Diesel,"60,000 km",1st,"7,50,000",Delhi
1892,Mahindra,TUV 300,,2017,Manual,Diesel,"80,000 km",1st,"5,75,000",Delhi
1893,Toyota,Etios,,2016,Manual,Petrol,"43,000 km",1st,"4,85,000",Delhi
1894,Mahindra,Thar,,2018,Manual,Diesel,"10,000 km",1st,"8,75,000",Delhi
1895,Maruti Suzuki,Wagon R,,2011,Manual,CNG & Hybrids,"55,000 km",1st,"1,95,000",Delhi
1896,Maruti Suzuki,Alto 800,,2015,Manual,Petrol,"32,000 km",2nd,"2,35,000",Delhi
1897,Hyundai,Elite i20,,2019,Manual,Petrol,"17,000 km",1st,"5,95,000",Delhi
1898,Ford,Ecosport,,2017,Manual,Petrol,"12,000 km",1st,"7,25,000",Delhi
1899,Mahindra,Quanto,,2012,Manual,Diesel,"70,000 km",1st,"2,75,000",Delhi
1900,Hyundai,Elite i20,,2017,Manual,Petrol,"47,106 km",-,"5,35,000",Delhi
1901,-,-,,-,-,-,-,-,-,Delhi
1902,Maruti Suzuki,Swift,,2016,Manual,Petrol,"55,000 km",2nd,"4,25,000",Delhi
1903,Datsun,Redi Go,,2018,Manual,Petrol,"21,000 km",1st,"2,51,000",Delhi
1904,Hyundai,Creta,,2018,Automatic,Petrol,"55,000 km",1st,"12,50,000",Delhi
1905,Hyundai,Elite i20,,2017,Manual,CNG & Hybrids,"37,000 km",1st,"5,35,000",Delhi
1906,BMW,X1,,2013,Automatic,Petrol,"29,873 km",1st,"8,49,000",Delhi
1907,Ford,Figo Aspire,,2015,Manual,Diesel,"74,000 km",1st,"3,50,000",Delhi
1908,Maruti Suzuki,Swift,,2015,Manual,Diesel,"58,000 km",1st,"4,25,000",Delhi
1909,Mahindra,Scorpio,,2012,Manual,Diesel,"65,000 km",2nd,"4,90,000",Delhi
1910,Hyundai,Fluidic Verna,,2011,Manual,CNG & Hybrids,"28,000 km",2nd,"4,30,000",Delhi
1911,Hyundai,i20,,2010,Manual,Petrol,"82,000 km",2nd,"2,60,000",Delhi
1912,Toyota,Corolla Altis,,2017,Automatic,Petrol,"50,000 km",1st,"13,75,000",Delhi
1913,Maruti Suzuki,SX4,,2008,-,Petrol,"62,000 km",-,"1,60,000",Delhi
1914,Mercedes-Benz,GL-Class,,2016,Automatic,Diesel,"38,000 km",1st,"46,50,000",Delhi
1915,Mahindra,XUV500,,2012,Manual,Diesel,"75,000 km",2nd,"4,75,000",Delhi
1916,Maruti Suzuki,Ignis,,2019,Manual,Petrol,"19,000 km",1st,"5,21,000",Delhi
1917,Honda,Amaze,,2013,Manual,Diesel,"58,000 km",1st,"3,10,000",Delhi
1918,-,-,,-,-,-,-,-,-,Delhi
1919,Chevrolet,Beat,,2012,Manual,Diesel,"140,000 km",1st,"1,50,000",Delhi
1920,Maruti Suzuki,Celerio,,2015,Manual,CNG & Hybrids,"49,000 km",2nd,"3,50,000",Delhi
1921,Jaguar,XE,,2013,Automatic,Diesel,"30,000 km",3rd,"16,00,000",Delhi
1922,Maruti Suzuki,Baleno,,2018,Manual,Petrol,"7,600 km",1st,"5,99,000",Delhi
1923,-,-,,-,-,-,-,-,-,Delhi
1924,Volkswagen,Vento,,2010,Manual,Petrol,"74,000 km",1st,"2,50,000",Delhi
1925,Maruti Suzuki,Eeco,,2016,Manual,CNG & Hybrids,"55,000 km",1st,"2,60,000",Delhi
1926,Hyundai,Elite i20,,2015,Manual,Petrol,"58,000 km",1st,"5,45,000",Delhi
1927,Renault,Duster,,2013,Manual,Diesel,"63,000 km",1st,"3,75,000",Delhi
1928,Toyota,Etios,,2013,Manual,Diesel,"54,000 km",1st,"3,55,000",Delhi
1929,Maruti Suzuki,Swift Dzire,,2014,Manual,Diesel,"81,000 km",1st,"3,90,000",Delhi
1930,Datsun,Redi Go,,2016,Manual,CNG & Hybrids,"64,000 km",2nd,"2,20,000",Delhi
1931,Hyundai,i20,,2010,Manual,Petrol,"54,000 km",2nd,"2,40,000",Delhi
1932,Honda,City,,2018,Manual,Petrol,"40,000 km",1st,"9,00,000",Delhi
1933,Maruti Suzuki,Ciaz,,2018,Automatic,Petrol,"34,000 km",1st,"9,10,000",Delhi
1934,Mahindra,XUV500,,2012,Manual,Diesel,"86,000 km",2nd,"4,50,000",Delhi
1935,Hyundai,i20,,2010,Manual,Petrol,"71,000 km",1st,"2,20,000",Delhi
1936,Honda,City,,2013,Manual,Petrol,"65,000 km",1st,"5,00,000",Delhi
1937,Maruti Suzuki,Baleno RS,,2016,Manual,Petrol,200 km,1st,"7,25,000",Delhi
1938,Honda,Civic,,2010,Manual,Petrol,"65,000 km",1st,"4,50,000",Delhi
1939,Maruti Suzuki,Ciaz,,2015,Manual,Petrol,"59,000 km",1st,"5,70,000",Delhi
1940,Maruti Suzuki,Wagon R,,2016,-,Petrol,"30,906 km",1st,"3,08,000",Delhi
1941,Mahindra,XUV500,,2014,Manual,Diesel,"56,000 km",1st,"5,69,999",Delhi
1942,Mercedes-Benz,New C-Class,,2013,Automatic,Petrol,"68,000 km",2nd,"13,50,000",Delhi
1943,MG,Hector,,2021,Automatic,Petrol,"3,000 km",1st,"19,95,000",Delhi
1944,Mahindra,XUV300,,2019,Manual,Diesel,"11,277 km",1st,"9,50,000",Delhi
1945,Hyundai,i20,,2012,Manual,Diesel,"75,000 km",2nd,"2,75,000",Delhi
1946,Skoda,Superb,,2013,Automatic,Diesel,"78,000 km",1st,"5,99,000",Delhi
1947,-,-,,-,-,-,-,-,-,Delhi
1948,Maruti Suzuki,Wagon R 1.0,,2008,Manual,Petrol,"68,000 km",1st,"1,25,000",Delhi
1949,Maruti Suzuki,Wagon R 1.0,,2014,Manual,Petrol,"65,000 km",2nd,"2,65,000",Delhi
1950,Hyundai,i10,,2014,Manual,Petrol,"65,000 km",1st,"2,80,000",Delhi
1951,BMW,3 Series,,2017,Automatic,Diesel,"47,000 km",1st,"26,00,000",Delhi
1952,Honda,City,,2014,Manual,Petrol,"67,000 km",2nd,"4,75,000",Delhi
1953,Maruti Suzuki,Ertiga,,2012,Manual,Diesel,"65,000 km",1st,"4,40,000",Delhi
1954,Maruti Suzuki,Swift,,2016,Manual,Diesel,"74,000 km",1st,"5,35,000",Delhi
1955,Toyota,Corolla,,2007,Manual,Petrol,"670,000 km",1st,"1,10,000",Delhi
1956,Hyundai,Verna,,2014,Automatic,Diesel,"84,000 km",2nd,"5,45,000",Delhi
1957,Hyundai,i10,,2012,Automatic,CNG & Hybrids,"65,000 km",1st,"3,00,000",Delhi
1958,Maruti Suzuki,Wagon R,,2011,Manual,Petrol,"81,000 km",2nd,"2,00,000",Delhi
1959,Toyota,Innova Crysta,,2018,Automatic,Petrol,"36,000 km",1st,"19,45,000",Delhi
1960,Mahindra,Scorpio,,2015,Manual,Diesel,"68,000 km",-,"8,40,000",Delhi
1961,Mercedes-Benz,New C-Class,,2014,Automatic,Diesel,"50,000 km",2nd,"14,25,000",Delhi
1962,Audi,Q3,,2013,Manual,Diesel,"57,000 km",2nd,"10,20,000",Delhi
1963,Honda,Civic,,2012,Manual,CNG & Hybrids,"63,000 km",3rd,"3,50,000",Delhi
1964,Kia,Seltos,,2020,Manual,Petrol,"9,019 km",1st,"12,90,000",Delhi
1965,Mercedes-Benz,E-Class,,2014,Automatic,Diesel,"51,000 km",2nd,"17,85,000",Delhi
1966,Renault,KWID,,2019,Automatic,Petrol,"14,000 km",1st,"3,75,000",Delhi
1967,Mahindra,Scorpio,,2017,Manual,Diesel,"58,000 km",1st,"9,75,000",Delhi
1968,Audi,A4,,2015,Automatic,Diesel,"47,000 km",2nd,"16,50,000",Delhi
1969,Kia,Seltos,,2019,Manual,Petrol,"9,600 km",1st,"17,50,000",Delhi
1970,Hyundai,i20,,2014,Manual,Diesel,"65,000 km",1st,"4,15,000",Delhi
1971,Honda,Amaze,,2013,Manual,Diesel,"52,000 km",2nd,"3,50,000",Delhi
1972,Honda,Amaze,,2013,Manual,Diesel,"45,000 km",1st,"3,25,000",Delhi
1973,Maruti Suzuki,Swift Dzire,,2009,Manual,Petrol,"66,000 km",1st,"2,00,000",Delhi
1974,Ford,Fiesta,,2012,Manual,Diesel,"85,000 km",1st,"2,50,000",Delhi
1975,Hyundai,Verna,,2013,Automatic,Petrol,"52,000 km",1st,"4,50,000",Delhi
1976,Honda,CR-V,,2009,Automatic,Petrol,"88,000 km",1st,"4,60,000",Delhi
1977,Mahindra,XUV500,,2013,Manual,Diesel,"72,860 km",3rd,"5,50,000",Delhi
1978,Maruti Suzuki,Alto K10,,2018,Automatic,Petrol,"41,000 km",1st,"3,65,000",Delhi
1979,BMW,X1,,2019,Automatic,Diesel,"35,000 km",1st,"32,50,000",Delhi
1980,Toyota,Etios Cross,,2020,Manual,Petrol,"12,700 km",1st,"7,76,400",Delhi
1981,Toyota,Etios,,2012,-,Diesel,"62,000 km",1st,"2,50,000",Delhi
1982,Toyota,Corolla Altis,,2017,Automatic,Petrol,"50,000 km",1st,"13,75,000",Delhi
1983,Maruti Suzuki,Alto 800,,2017,Manual,Petrol,"70,000 km",1st,"2,75,000",Delhi
1984,Hyundai,Santro Xing,,2010,Manual,CNG & Hybrids,"98,000 km",2nd,"1,35,000",Delhi
1985,Hyundai,Santa Fe,,2015,Automatic,Diesel,"85,000 km",1st,"10,75,000",Delhi
1986,Renault,Duster,,2013,Manual,Petrol,"28,000 km",1st,"5,00,000",Delhi
1987,Toyota,Corolla Altis,,2015,Automatic,Petrol,"94,000 km",1st,"9,00,000",Delhi
1988,Toyota,Corolla Altis,,2015,Automatic,Petrol,"95,000 km",1st,"8,75,000",Delhi
1989,Hyundai,Elite i20,,2017,Manual,Petrol,"42,000 km",1st,"5,65,000",Delhi
1990,Mahindra,Scorpio,,2017,Manual,Diesel,"38,000 km",1st,"9,80,000",Delhi
1991,Maruti Suzuki,Ertiga,,2013,Manual,Diesel,"72,000 km",2nd,"4,15,000",Delhi
1992,Maruti Suzuki,Baleno,,2019,Automatic,Petrol,"18,000 km",1st,"8,00,000",Delhi
1993,Jeep,Compass,,2019,Automatic,Petrol,"9,000 km",1st,"18,75,000",Delhi
1994,Maruti Suzuki,Swift,,2014,Manual,Diesel,"73,000 km",1st,"4,10,000",Delhi
1995,-,-,,-,-,-,-,-,-,Delhi
1996,Maruti Suzuki,Ciaz,,2018,Manual,Petrol,"55,000 km",1st,"7,50,000",Delhi
1997,Honda,Amaze,,2016,Manual,CNG & Hybrids,"47,000 km",1st,"4,50,000",Delhi
1998,Hyundai,Elite i20,,2019,Manual,Diesel,"30,000 km",1st,"9,50,000",Delhi
1999,Other Brands,Others,,2021,-,-,"10,000 km",-,"3,00,000",Delhi
2000,Audi,A6,,2013,Automatic,Diesel,"32,000 km",3rd,"11,50,000",Delhi
2001,Maruti Suzuki,Wagon R,,2018,Manual,Petrol,"21,000 km",1st,"3,85,000",Delhi
2002,Maruti Suzuki,Swift,,2014,Manual,Petrol,"48,000 km",1st,"4,10,000",Delhi
2003,Maruti Suzuki,Alto K10,,2015,Manual,CNG & Hybrids,"52,000 km",1st,"3,10,000",Delhi
2004,Ford,Figo,,2010,Manual,Petrol,"56,569 km",1st,"1,80,000",Delhi
2005,Mercedes-Benz,S-Class,,2009,Automatic,Petrol,"120,429 km",1st,"11,90,000",Delhi
2006,Hyundai,Elite i20,,2019,-,Petrol,"58,000 km",1st,"6,35,000",Delhi
2007,Toyota,Etios,,2011,Manual,Diesel,"71,200 km",1st,"2,75,000",Delhi
2008,Hyundai,Grand i10,,2015,Manual,Petrol,"34,000 km",1st,"4,25,000",Delhi
2009,Mahindra,XUV500,,2018,Automatic,Diesel,"38,000 km",1st,"12,65,000",Delhi
2010,Hyundai,Grand i10,,2017,Manual,CNG & Hybrids,"48,000 km",1st,"4,75,000",Delhi
2011,Chevrolet,Beat,,2013,Manual,Diesel,"56,000 km",1st,"1,80,000",Delhi
2012,Ford,Ecosport,,2014,Manual,Diesel,"80,000 km",1st,"4,50,000",Delhi
2013,Maruti Suzuki,Wagon R,,2016,Manual,CNG & Hybrids,"54,000 km",1st,"3,33,333",Delhi
2014,Hyundai,Creta,,2017,Manual,Diesel,"51,000 km",1st,"8,75,000",Delhi
2015,Tata,Nexon,,2019,Automatic,Diesel,"27,000 km",1st,"9,50,000",Delhi
2016,Land Rover,Range Rover Sport,,2013,Automatic,Diesel,"64,000 km",2nd,"29,00,000",Delhi
2017,Mahindra,XUV500,,2018,Automatic,Diesel,"38,000 km",1st,"12,65,000",Delhi
